# This is a comment line to skip
name,rating,review,summary
Scott Oliver,38.0,'''Individual little; Value west color , Four bank course type peace watch''','''(So type every weight worry fine) , Song high treatment call and Statement young rich'''
Billy Turner,20.0,'''Their answer build: Physical apply arm until serve, Where left night response''','''Across company, Great whose Employee anyone'''
Connie Allison,53.0,'''So: Prevent foreign, Sense should''','''Them then why seek fill street; Into child customer else , Something pay memory office think'''
Marvin Welch,90.0,'''Note: Note policy, then Pressure above''','''Hundred difficult read increase he; Realize sister site someone , Order it'''
Ronald Mills,91.0,'''Probably husband agreement, Big create offer third Best require want color''','''Half important network ball; Win end would , Too'''
Shannon Smith,31.0,'''Financial total conference network, Per catch several around Stuff difficult least''','''Role arm example; Ok cut production these , Drug ready discussion'''
Michael Butler,75.0,'''Ago wrong: Right guess big establish, Likely debate''','''Rich never west, Whatever sound Small power then better five'''
Danielle Parker,26.0,'''Design agreement process thank: Never various, Bit do clear morning board''','''Note: Six expect last pressure experience, then Yeah result letter but'''
Tara Ramos MD,100.0,'''Site public fall concern: Single operation our, Garden place just answer''','''Shake region answer: Arrive picture interesting mission record true, Type central avoid institution become'''
Annette Freeman,17.0,'''Note: Over certain age, then Director gas least''','''Case nice sound rate; Chance , Interesting modern garden person'''
Kristina Brown,10.0,'''Many that prepare the nation small, Simple task career movement Country admit development staff''','''Note: Career hour first deal, then Cold door fight'''
Kevin Mann,,'''(Air begin agent) , Send stage financial quickly and Class apply couple''','''Else; Technology then , Action head organization public fund Mrs'''
Daniel Wells,21.0,'''Note: Present loss bring, then Fact throw son''','''Speech, I fine Black hotel policy something'''
Scott Phillips,12.0,'''(Energy) , Do book smile go Congress and Fish so present''','''Thing pretty drive: Republican, Realize manage my look sell offer'''
Julie Shepherd,83.0,'''Alone bill stage yard, Little ahead put create Open investment father left''','''Blood present pretty; Anyone , Anyone everybody'''
Renee Cummings,71.0,'''Kind life, Child understand Believe best cover''','''Great agent; Reveal , Decide baby travel vote feel'''
Tracy Jackson,18.0,'''(Account difficult) , Already ten throughout might south and Read show health public''','''(Which north) , Oil wrong stand but and Without daughter under show these exactly'''
Christy Lee,27.0,'''(Size four) , Since production continue past and There accept''','''Performance season town; Kid nice artist staff , Sing friend'''
Kevin Gordon,82.0,'''Direction call morning: Coach security loss hit, Pretty skin benefit''','''Note: Mean win everyone, then Sort somebody strong'''
Randy Orozco,8.0,'''(But want) , Author lead and Civil''','''(Identify collection) , Take throw leg side and Matter nation ago many raise'''
Brandon Clarke,79.0,'''Note: Manage last reduce, then Entire key''','''Compare want, Laugh cause argue leg Spend'''
o,48.0,'''Hope bit; Population require rock , Manager build''','''Pressure: Difficult during, Far spring'''
David Gonzales,75.0,'''(Difficult bag authority safe) , Raise lot and Wind hot manage audience far''','''Anyone, Make ready know Discover article board here building management'''
Steven Ortega,58.0,'''In customer, Scientist over scientist effort far Lot development structure attack court''','''Safe almost measure enter call; Learn , Between someone'''
Kyle Carlson,10.0,'''Treatment, Ok White nation chance shoulder''','''Note: Hear size, then Visit leader'''
Jennifer Johnston,83.0,'''School ok; Exactly fish blue development , Term participant''','''Far left: Strong interesting position, Month'''
Linda Fuller,12.0,'''(Protect camera hit) , Individual born onto grow new nation and Research somebody say suddenly''','''Else ready job successful; Do off city involve , Can whether'''
