name;username;salary;score;total_count;review;note
Bernard Carr;bernard_carr_6092;16.0;33.1;68.2;'''(Harum cum) ; Maxime beatae non and Laborum aliquid sunt''';'''(Maiores) ; Accusantium optio quo expedita and Ut'''
Jessica Ali-Turner;jessica_turner_2773;15.0;51.1;74.2;'''Quod unde: Consequuntur voluptas; Magnam occaecati consectetur''';'''Note: Aut cumque; then Voluptas sapiente accusamus blanditiis'''
Clare Willis;clare_willis_8458;34.0;91.1;50.2;'''Laboriosam; Est et iure sint et ; Optio natus fugiat ipsum tempora''';'''Minima provident quos doloremque: Officia; Facilis minus'''
Miss Chloe Marsh;miss_marsh_4433;87.0;33.1;3.2;'''Earum laborum in; Aliquid illo aut non Eaque harum exercitationem magni ipsam dignissimos''';'''Sapiente quidem; Omnis tempora Repellat qui'''
Maureen Simpson;maureen_simpson_6142;19.0;51.1;91.2;'''Note: Dicta animi odio asperiores quos; then Cumque''';'''(Harum praesentium) ; Nesciunt molestiae fugiat fugiat quisquam reprehenderit and Cum fugiat facilis impedit ex corrupti'''
Gordon Fletcher;gordon_fletcher_9813;90.0;38.1;59.2;'''Provident placeat suscipit aliquid veritatis recusandae; Quibusdam alias reiciendis Non''';'''Adipisci magnam corrupti; Vero voluptatem eaque impedit Nulla'''
Dr Valerie King;dr_king_5707;26.0;24.1;29.2;'''Note: Et cumque cupiditate porro; then Sequi unde nisi enim sunt''';'''Nostrum fugit; Quisquam expedita quos expedita Velit rem ab'''
Miss Molly Jones;miss_jones_9640;44.0;96.1;35.2;'''Modi fugit dignissimos; Repellat doloremque ipsum Laudantium suscipit atque dolores blanditiis''';'''Laudantium ratione ad; Inventore fuga quaerat possimus ; Magni error saepe'''
Mr Jay Banks;mr_banks_8793;41.0;98.1;10.2;'''Laboriosam dicta neque; Iste ea ; Debitis dignissimos occaecati''';'''Note: Sapiente; then Doloremque pariatur dolor exercitationem'''
Natasha Dixon;natasha_dixon_9952;93.0;24.1;42.2;'''Sit perspiciatis neque eius: Cum sint; Modi dicta quo non''';'''(Aspernatur) ; Molestiae sed fuga ab and Adipisci magnam velit ullam vel aperiam'''
Declan Harris;declan_harris_2803;27.0;72.1;22.2;'''Sapiente porro officia quod; Quod at eveniet Odio unde consequuntur eaque''';'''(Fugit tempora) ; Quibusdam explicabo and Laudantium quod vitae'''
Ms Carole Khan;ms_khan_2362;92.0;74.1;85.2;'''Note: Totam occaecati atque; then Fugiat doloremque''';'''Similique ipsa harum velit iste voluptatem; Hic ; Quisquam perferendis'''
Dr Debra Spencer;dr_spencer_0788;89.0;100.1;41.2;'''Voluptate natus aperiam; Ullam deleniti voluptate fuga tempore ; Animi doloremque''';'''Quaerat adipisci: Tenetur; Deserunt quod'''
'Jemma O''Connor';jemma_connor_9546;35.0;31.1;50.2;'''(Dignissimos quas adipisci esse) ; Illum qui minima quos iure and Doloribus''';'''Explicabo distinctio beatae: Repellendus porro dolorum; Quis nulla aperiam'''
Dr Chelsea Smith;dr_smith_7831;96.0;83.1;35.2;'''Magnam quasi sapiente facilis itaque: Sapiente; Laudantium accusamus''';'''Note: Facilis atque neque quod consequuntur; then Dicta'''
Geoffrey Carr;geoffrey_carr_5495;30.0;15.1;92.2;'''Quibusdam blanditiis: Qui omnis; Asperiores qui illum''';'''(Corporis voluptatum repellat debitis) ; Delectus voluptate aperiam qui and Dolorem'''
Jodie Pearson-Stephens;jodie_stephens_3153;98.0;99.1;58.2;'''Quam neque; Deserunt iure ea ; Maiores a''';'''Note: Quos sed eum ratione; then Laboriosam consectetur maxime minima'''
Trevor Hutchinson;trevor_hutchinson_1036;58.0;;60.2;'''(Ipsa maiores rerum qui distinctio) ; Ipsum quia odio ducimus voluptates and Blanditiis aperiam dignissimos nobis''';'''Eos dolor libero: Cumque magni repellat dolorem; Nobis itaque inventore'''
Molly Wilson;molly_wilson_6757;95.0;55.1;42.2;'''Note: Veritatis eligendi; then Eveniet sed hic a totam''';'''Note: Explicabo in explicabo iste exercitationem minima; then Veniam facere'''
Jessica Robinson;jessica_robinson_4027;41.0;95.1;33.2;'''Sint adipisci; Nihil dolorum provident suscipit Et maxime natus''';'''(Sed rerum deleniti sit molestias quas) ; Delectus minima porro soluta and Itaque'''
Joan Wilson-Coates;joan_coates_0129;;79.1;60.2;'''(Quam) ; Aliquam distinctio accusantium assumenda architecto and Quaerat hic''';'''Note: Voluptate esse; then Facere veritatis et'''
Sam Bates;sam_bates_5959;93.0;71.1;64.2;'''(Similique culpa quam) ; Facilis quo and Debitis provident minus error enim''';'''Sit saepe ea; Provident repellat Unde molestias reiciendis amet cum'''
Ms Natasha Palmer;ms_palmer_3115;20.0;52.1;65.2;'''(Animi odio et) ; Quis and Et ea aliquam tempore''';'''(Inventore consequuntur) ; Quos temporibus and At saepe culpa cum quam'''
Mark Martin;mark_martin_1321;54.0;49.1;31.2;'''(Omnis labore) ; Asperiores and Quas a laudantium aliquam''';'''Illum consequatur blanditiis dolore ut modi: Quisquam ipsum; Dolores maiores aliquid temporibus enim'''
Mrs Susan Thomas;mrs_thomas_9155;6.0;46.1;76.2;'''Rem voluptatibus: Nobis voluptates; Sit''';'''Quo neque: Tempora laudantium dolorem; Culpa'''
