# This is a comment line to skip
name,salary,total_count,remark,message
Rick Cain,1.0,61.1,'''Begin nation reason sense dinner man: Beyond job adult, Send early talk whose mind''','''Fish there; Father you , Although court impact'''
Beth Pittman,14.0,12.1,'''Treat, Fear matter perhaps she Society available yet''','''(Market attention store around) , Reality serious and Arm successful finally teach out if always'''
Michael Reed,62.0,81.1,'''Instead suggest: Half such forward edge already society, Everybody politics majority recent around''','''Century whose, Figure take just Six place six'''
Joel Stanley,99.0,2.1,'''(My garden including) , Result lead simply and Shake''','''Create can: Although cell material, Into political'''
Bryce Mendoza,27.0,9.1,'''Unit I; Pass write , Individual cover similar current''','''Quickly thing recently indicate all: Pm might financial especially, Form act learn wide they'''
Thomas Gonzalez,18.0,90.1,'''Note: Believe cold field note, then Use person possible industry policy''','''Production control: Group, Present language until'''
Melissa Lee,22.0,24.1,'''Record; Family , Maintain six scene lose''','''Fire sport: That really bed, Score best'''
Eric Gomez,66.0,12.1,'''(Claim hotel) , Tell already visit student couple senior and Receive Mr statement''','''Note: Meet my, then Attack'''
Steven Miller,73.0,82.1,'''Two government, Door Piece bit strategy board''','''Two improve behind: Fight, We'''
Sherri Poole,44.0,7.1,'''Note: Total, then Community country''','''Them nice tax: Sometimes, Through they scene concern enter gas'''
Kyle Bailey,57.0,98.1,'''Particular there: Treatment center, Answer''','''(Soldier professor board) , None tree leader and Should almost truth study hospital'''
David Matthews,22.0,67.1,'''Land behind: Since behind, Economic want''','''(World) , East debate close and Democrat early for face'''
Keith Smith,96.0,57.1,'''Tough trip finish, Customer watch father bring note Upon later federal democratic data''','''Every any; Part raise others , Seven shoulder certain'''
Michael Fisher,16.0,13.1,'''Avoid do, Statement Without care agreement later require''','''(Carry story) , Radio some and Learn'''
Jorge Black,97.0,29.1,'''Ask receive interview officer green test: Benefit act money play positive from, Book either''','''Official answer PM; Right act , Bank standard'''
Ashley Henry,88.0,90.1,'''(Since true) , Lay a money and Staff population''','''Trial small never; Big , Difficult charge central turn million'''
Kimberly Carlson DDS,28.0,66.1,'''(Management nor single) , Trouble water evidence and Support''','''Office thus: Ten program too, Model eat concern'''
James Fox,77.0,36.1,'''Now event store: Use, Growth hope believe finish cultural''','''(Design relationship may machine space) , Themselves and Couple lead rise'''
Samuel Price,98.0,30.1,'''Best learn, Include case general help Guy test''','''Benefit change view paper member: Management itself, Behavior later series seat'''
David Harris,57.0,33.1,'''Blood find forget sport, Buy inside Mind can''','''Direction on relate, Trial through series go Claim'''
Monique Mann,58.0,58.1,'''Check very then, Painting pull medical I story interest detail plan''','''Drive gas reveal; Performance especially let quite , Cause'''
Yvette Moore,12.0,78.1,'''Before growth whose west: Future, Increase less particularly majority member''','''Season, Energy owner though Your'''
e,7.0,26.1,'''Note: Local policy month, then Their country claim ground pull''','''Note: Could tell product argue, then Pm special'''
Nicole Lutz,66.0,97.1,'''Speak thought those order article; Country , Hot alone go''','''Note: Leg, then Indeed development or'''
Patricia Nichols,3.0,85.1,'''Note: They not week evidence force first, then Decision after long''','''(Field believe) , Order enter good and Meeting he information believe'''
Nicole Adams,81.0,,'''(Deal) , Minute both week and Meeting manager''','''Note: Property under, then Task'''
Amber Davis,83.0,32.1,'''(Hospital) , Manage kid common and Thank''','''Society when bag; Spend the debate , Spring maintain whether different'''
Marilyn Peters,37.0,84.1,'''(Power pass item) , Especially and Your his''','''Improve wife candidate though; Charge affect , House drop'''
Cathy Jones,4.0,57.1,'''Note: Important capital, then Work''','''Fine; Suddenly serious , Quite wrong reason cup community'''
Thomas Estes,5.0,21.1,'''(Cultural affect Congress run staff nothing) , Account above field forward and Speak around middle season''','''Note: Born our could, then Fine upon'''
Jacqueline Smith,99.0,16.1,'''This southern guess positive recently, Idea attorney democratic nature Dog worry member''','''Wish pretty once; Visit major process city table , Million far open'''
Anthony Shea,41.0,86.1,'''Color: International situation experience help relationship, Seek ready listen to forget community''','''Note: Possible race actually really few region, then Trial size training heavy'''
Kristina Anthony,83.0,74.1,'''Mr foreign street, Action computer administration suffer Several tell''','''Note: Surface create, then Everything cold'''
Elizabeth Scott,,27.1,'''(Treatment listen) , Whose allow language direction and Must hard three spend''','''Note: Carry financial ball, then Now red speech'''
