name,score,rating,salary,note,description
Mrs Elizabeth Williams,3.0,2.1,66.2,'''(Eos non) , Commodi veniam expedita ad vel and Molestiae ipsam asperiores laudantium''','''Sunt rerum dignissimos; Assumenda ipsa architecto totam , Quam'''
e,7.0,30.1,38.2,'''Excepturi, Temporibus possimus debitis cupiditate expedita quis Fuga illum delectus nemo autem''','''Asperiores libero; Nesciunt ratione sunt fugit quod sit , Eaque reiciendis esse possimus'''
Elaine Ford,86.0,55.1,10.2,'''Quibusdam molestiae consequuntur sit; Excepturi porro , Dolore ut reprehenderit provident''','''Note: Perferendis ratione architecto ad, then Reprehenderit repudiandae in'''
Sarah Armstrong,54.0,31.1,71.2,'''(Animi non possimus) , Repellat and Modi''','''Quisquam laboriosam enim quibusdam: Repellendus omnis quaerat voluptatum sint quos, Ducimus neque rerum facere'''
Dr Daniel Walsh,65.0,14.1,90.2,'''Non neque, Sint non distinctio Nostrum eaque ea facilis''','''(Explicabo voluptatibus quos deserunt) , Placeat amet tempore ea consectetur and At occaecati'''
Darren Stephenson-Field,74.0,24.1,54.2,'''(Hic nesciunt itaque hic) , Alias et id neque and Quis suscipit sed''','''Animi itaque; Doloremque cumque , Velit dolor sed eveniet ullam'''
Dr Gary Murphy,85.0,87.1,67.2,'''(Aspernatur nam nulla itaque hic) , Consequuntur nostrum voluptatibus minus doloribus eos and Nobis itaque''','''Magnam hic dignissimos consequatur, Molestiae tempora Nam rerum voluptatibus'''
Mr Sean Evans,57.0,8.1,2.2,'''Note: Quas dolorem culpa, then Aliquid corporis consectetur corrupti''','''Harum doloribus; Ducimus , Vitae nulla'''
Suzanne Short,7.0,21.1,5.2,'''Aliquam quidem illo soluta cumque, Quam perferendis Distinctio minima reprehenderit''','''(Quis) , Veniam sapiente ea amet and Ut'''
Jamie White,74.0,22.1,58.2,'''Sunt provident dicta aliquid; Exercitationem eligendi eius , Adipisci error dolor autem hic explicabo''','''Enim quas perspiciatis; Dolor ipsum , Culpa vel nemo laboriosam'''
Vincent Taylor,,39.1,69.2,'''Tempore, Sit impedit tempora recusandae tempora accusantium Neque itaque eveniet''','''(Eveniet ex) , Recusandae quae possimus and Quia perferendis error neque facilis alias'''
Michelle Mann,88.0,44.1,,'''Note: Eum neque eius, then Officia eos''','''Natus velit eveniet iure possimus quos; In fuga , Possimus neque'''
Brett Harvey-Myers,29.0,80.1,84.2,'''Quam pariatur: Dolorum id quibusdam iure, Aspernatur incidunt''','''Distinctio; Commodi molestiae soluta culpa , Beatae consequuntur ab voluptatum voluptatem'''
Yvonne Hughes,66.0,26.1,76.2,'''Beatae: Illo aut fugiat, Repudiandae animi''','''Debitis ipsam sint dolorum porro: Fugiat, Fugit'''
Christine Gibson,2.0,87.1,5.2,'''Asperiores accusamus aliquam: Aspernatur ab sequi, Blanditiis''','''Possimus fugiat ad est labore; Amet asperiores , Blanditiis aut architecto'''
Gerald Powell,63.0,69.1,13.2,'''Voluptatem delectus quae vitae: Nam laborum architecto, Hic quo culpa veritatis consequuntur''','''Voluptatem distinctio consectetur: Nesciunt, Nemo odit expedita consequatur'''
Ross Murray,67.0,88.1,32.2,'''(Harum expedita consequatur) , Fuga and Ex aliquam ratione unde''','''Note: Sapiente, then Provident'''
Harriet Wright,54.0,52.1,56.2,'''Voluptatum maxime; Doloribus , Laborum cupiditate nesciunt sed''','''(Distinctio non) , Debitis illo asperiores and Magni sed est consequatur'''
Damian Gregory,39.0,,86.2,'''A repellendus eligendi magnam: Pariatur aspernatur reprehenderit cumque, Adipisci''','''Cupiditate eum nihil: Commodi corrupti molestias odio, Praesentium fuga ad enim'''
Francis Stewart,54.0,55.1,9.2,'''Sit laborum placeat incidunt optio, Quo debitis fugit Tenetur accusamus harum doloremque''','''Inventore voluptas veritatis minus: Repudiandae, Sint odit exercitationem'''
Dr Clifford King,33.0,20.1,93.2,'''Aspernatur iure velit: Cum ea eum error, Iure in''','''Minus magni: Laborum doloribus magni, Dolorem'''
Elliott Barber,67.0,17.1,100.2,'''Ad expedita molestias perferendis repudiandae: Ut, Dolorem commodi asperiores deserunt''','''(Laboriosam voluptatibus distinctio) , Repellat and Nesciunt reiciendis excepturi adipisci nesciunt est'''
Mr Ronald Stevens,39.0,16.1,38.2,'''Mollitia minima ipsum vitae molestiae esse, Est impedit eum fugiat Eos iure tenetur nihil''','''Note: Officia, then Voluptatibus laudantium quo nisi quia'''
Alex Smith,20.0,57.1,58.2,'''Tempora, Commodi quisquam ipsam Assumenda praesentium eveniet''','''Cupiditate beatae voluptates dolorem placeat: Unde quas, Odio doloremque nam'''
Janice Ross,34.0,13.1,49.2,'''Explicabo quisquam saepe; Blanditiis sequi , Corrupti ipsam ea''','''Note: Similique quo, then Harum assumenda cum'''
