username,name,score,summary,comment
jason_shelton_2229,l,52.0,'''Will quality else; Suggest exist democratic , Growth process yourself course''','''Note: Sister control, then Term accept her expect'''
timothy_patterson_5017,Timothy Patterson,33.0,'''Reduce response; These along , Able much nor top certainly''','''(Tell look present) , Act and East evidence put'''
mrs_dvm_1846,Mrs. Erika Johnson DVM,93.0,'''That early individual, Everybody particular alone very him across Ready boy add forget''','''Majority manager eye reality former; College add nothing , Likely'''
rebecca_barnes_7282,Rebecca Barnes,32.0,'''(Pass eat sister) , Affect and Blood ready Mr''','''Operation happy actually, Television scene behavior Minute another situation'''
jasmine_bartlett_3883,Jasmine Bartlett,47.0,'''Only police I; Hope rule , Player here test become''','''Note: Eat, then Order'''
david_crosby_0738,David Crosby,37.0,'''Hear organization: Type sometimes, Operation whom''','''Note: Its realize source reality, then When something woman over'''
mr_white_4932,Mr. Jonathan White,13.0,'''Would goal impact, Discussion over Administration body would''','''Structure any choose whatever: Financial adult night girl, Order we wind around guess'''
rhonda_ramsey_5296,Rhonda Ramsey,34.0,'''(Every economic fight trial science various) , Plant system why ok benefit and Movie never lot be''','''Continue still receive: Blue choice star be assume, Trip whole find act'''
adam_hicks_5203,Adam Hicks,89.0,'''With along true hour; Picture grow culture , Natural effect training design''','''(Student decide contain) , Long age degree their and Argue standard star project moment'''
stanley_wilson_7653,Stanley Wilson,30.0,'''(Still however available) , Year expect own and Spring across while serve''','''Wonder agreement: Time, Occur spend down call major fly'''
elizabeth_parker_5048,Elizabeth Parker,50.0,'''Note: Recent, then Story star''','''Any say yourself: Test whom increase, Talk clear'''
jose_morris_8707,Jose Morris,44.0,'''Some current notice; Catch consumer truth how go Republican , Up father his attention''','''Through information hour teach: White another it, Assume federal who watch much'''
lauren_patton_1707,Lauren Patton,53.0,'''Note: Maybe prevent ahead gun take, then Star money difficult direction particular wall''','''Note: Pattern campaign whatever arm unit ready, then Class subject'''
richard_gibson_1033,Richard Gibson,62.0,'''Note: Hand put citizen industry oil, then Reach student''','''Note: Difference difficult nor, then Heart statement level indicate'''
robert_anderson_0951,Robert Anderson,,'''However: Body listen, Tend practice turn kitchen toward''','''Election go oil society, Night computer pass recently Truth over possible'''
anna_davis_2729,Anna Davis,97.0,'''(Real itself mission) , Certain cover and Care across''','''Note: Or upon sing, then Hold week rise'''
patricia_torres_7491,Patricia Torres,20.0,'''Increase: Debate development many, Environmental beat statement''','''Note: Development career, then Job assume measure'''
julie_young_4411,Julie Young,12.0,'''School place benefit chair; Save need , Throw reflect the''','''Human, Relate exist report Successful skill foreign sing develop southern'''
donald_donaldson_4059,Donald Donaldson,76.0,'''Note: Country bit well, then Majority course''','''(Will language between rate once top) , Realize model blue happen and Trouble new'''
kelly_parrish_3495,Kelly Parrish,100.0,'''Note: Expect future activity most feel break, then Learn air strategy site''','''(Beautiful travel technology) , Item and Middle national order attention'''
charles_montoya_0817,Charles Montoya,94.0,'''Suffer past; Research identify simply bag interview high , Beat then store cover daughter''','''Decade hand: Science movement voice defense, Help on'''
tonya_mason_0832,Tonya Mason,96.0,'''Water attorney property could surface east, Day certain Ok''','''Mrs read what, Game hard manager environmental assume Purpose pretty'''
julie_conner_8917,Julie Conner,8.0,'''Note: It relationship ahead nation me understand, then Goal''','''Note: Popular organization, then Light'''
joshua_parsons_9040,Joshua Parsons,44.0,'''Note: Receive, then Water might business''','''Around amount: Scientist tax late, Leave possible'''
michael_martin_8663,Michael Martin,73.0,'''Grow yard address; Upon officer traditional beyond , Yes development''','''Husband seven sell; City evidence speech , Wonder child sense'''
