# This is a comment line to skip
name;username;score;price;salary;summary;message
Alejandro Miller;alejandro_miller_6471;39.0;81.1;92.2;'''Green hundred; Surface new Today key''';'''Well goal state; Once hospital Look cultural beautiful school'''
Sandra Hogan;sandra_hogan_2123;86.0;1.1;49.2;'''(Maybe try hot) ; Personal and Bar wind yet''';'''Film wear study us: Heavy local; Decide nothing'''
David Robles;david_robles_0099;38.0;22.1;12.2;'''Note: Bag garden likely; then Keep compare world campaign''';'''Note: Thing east book anyone; then Heavy'''
Steven Becker;steven_becker_0384;98.0;54.1;;'''(Easy box art allow read) ; Under really food professor and Scene current''';'''Note: Rather boy glass least goal; then Article'''
Matthew Clark;matthew_clark_5260;59.0;21.1;27.2;'''Bill race: Likely; Miss tend fall free''';'''Note: Employee whatever; then Race well'''
Albert Bush;albert_bush_1150;6.0;60.1;51.2;'''Note: Week wind between play; then Data interesting term''';'''Note: Daughter; then Meet your behavior'''
Elizabeth Davis;elizabeth_davis_7127;32.0;46.1;92.2;'''Note: Site model; then Sister find close like operation magazine''';'''First specific: A himself audience international management; Popular continue wonder'''
Denise Olsen;denise_olsen_5357;27.0;34.1;60.2;'''Maybe; Benefit consumer ; During interview major''';'''When week; South ; Dark lay'''
Brian Gonzalez;brian_gonzalez_8066;63.0;5.1;50.2;'''Thing line student us; Key Before south right plant direction development''';'''Piece social material: Thing exist; Soon war'''
James King;james_king_1035;5.0;84.1;29.2;'''(Garden voice) ; Region clear commercial and Discussion off''';'''(Fund treatment place for) ; Dinner political cold and Degree note score work'''
Vanessa Kennedy;vanessa_kennedy_5547;25.0;48.1;93.2;'''(Popular dark) ; Under send it and Democratic seem near create those''';'''Continue if second season; Next drive Plant strategy interesting'''
Samuel Ryan;samuel_ryan_0270;57.0;35.1;17.2;'''(Three born wrong) ; My this wind and Challenge hair art''';'''Top building: So night; Staff nature party result'''
Matthew Lee;matthew_lee_1449;63.0;13.1;50.2;'''Cultural group cultural goal; Natural relationship western against Base hotel environment agent store''';'''Night there: Little; Radio hard various she'''
Aaron Vance;aaron_vance_0466;54.0;;30.2;'''Light few degree: Central myself; Easy hair student vote team''';'''(Court brother) ; Story garden and Tv let least'''
James Webster;james_webster_7821;100.0;27.1;19.2;'''Note: Small air; then Officer''';'''(Hope budget board country) ; Statement doctor such and Detail bar'''
Daniel Burns;daniel_burns_7978;58.0;64.1;19.2;'''(Dinner sea cup base) ; Republican environmental meeting and Response among identify''';'''Popular want; Level watch range follow happen investment Consider as allow plan'''
Stephanie Thompson;stephanie_thompson_0530;54.0;88.1;44.2;'''Draw south; Against ; Western drive economic''';'''Note: Let level rise; then Probably'''
Jessica Frank;jessica_frank_1520;64.0;76.1;90.2;'''Include trouble religious; Pattern level ; Rule per''';'''Marriage pattern firm: Than; Half determine letter'''
Leslie Morris;leslie_morris_5012;;92.1;96.2;'''(Perhaps sport sound pattern writer American) ; Smile station probably and Shake maintain central above''';'''(Various reach about) ; Sell myself and Citizen'''
Sherry Hardy;sherry_hardy_8775;84.0;55.1;45.2;'''(Position glass move) ; Each than recognize and Final understand''';'''(With) ; Bag really daughter everyone various and Media deep enough'''
Evan Miller;evan_miller_0271;38.0;53.1;17.2;'''Yeah owner great; Store floor measure appear career someone Moment only rest''';'''Even vote walk; Entire step Voice lawyer present buy answer'''
Alex Hamilton;alex_hamilton_8340;94.0;31.1;67.2;'''(Rich behind) ; Certainly two campaign and Environment building effect clearly day''';'''(Yeah institution thank) ; Worry with and Good local require ten'''
Benjamin Thompson;benjamin_thompson_7178;15.0;47.1;32.2;'''Natural while partner; High citizen ; Material''';'''Note: May north; then Maintain health'''
l;roberto_becker_1876;16.0;55.1;8.2;'''Discuss; Toward young deal Spring song add''';'''Step help: Cover determine oil question tree many; Threat simply sign'''
Lisa Wallace;lisa_wallace_0009;37.0;91.1;14.2;'''Day perhaps talk; Today in Challenge tell drive''';'''Church several; Song foreign ; Sport through sing realize'''
Susan Gray;susan_gray_4570;29.0;54.1;63.2;'''Half understand: President rather; Play capital''';'''Myself page eight; Green practice game ; Ok option'''
Mr. Bradley Johnson;mr_johnson_6094;41.0;65.1;50.2;'''Actually: Speech picture food style compare; Bank board population else deal executive''';'''(Go several) ; Now picture and Pass than'''
Holly Walsh;holly_walsh_2040;68.0;36.1;30.2;'''Particularly well agree message; Treatment ; Argue so memory spend off''';'''(Seem carry organization price) ; Them customer gun across and Foot'''
Dennis Nixon;dennis_nixon_6484;17.0;5.1;74.2;'''Note: Game range; then Morning room''';'''Fund; View tough trial foot address ; Better price class'''
Ryan Villanueva;ryan_villanueva_9401;97.0;66.1;72.2;'''Structure huge cell amount cut; Before first ; Alone travel''';'''Street after indeed doctor; Resource morning Than wall laugh'''
Thomas Hayes;thomas_hayes_5237;2.0;52.1;84.2;'''While: Might road; Experience special''';'''Picture book hand best your: Task knowledge war think; Side despite challenge right'''
Brenda Walton;brenda_walton_5500;96.0;57.1;36.2;'''Program action; Decade page plant Something age often''';'''(Next owner) ; Across end and Hot under'''
