# This is a comment line to skip
username	score	salary	summary	note
christopher_brown_2136	82.0	94.1	'''(His) 	 Pull one he ability traditional and Story need'''	'''Garden century	 Support need degree Window together today year'''
andrew_rhodes_7279	54.0	74.1	'''Note: Professor believe three writer	 then Eat'''	'''Win need	 Ground run young lose Win summer carry city'''
james_galvan_6396	39.0	45.1	'''(Enjoy room wind) 	 During detail tree someone and Police include'''	'''Note: Thousand theory again	 then Down throw'''
danielle_sims_0442	62.0	82.1	'''Note: Shoulder lawyer western authority home	 then North'''	'''According democratic sign try: Difference a avoid	 Less save charge magazine'''
darrell_edwards_7460	19.0	88.1	'''Court boy truth	 Day practice Onto yes hour'''	'''To government other	 Central happy recently care Truth light'''
beth_miller_7927	80.0		'''Present foreign throw: Region section town past	 Just then argue four'''	'''Note: Mission color drop	 then Business professional'''
tina_sanchez_6000	65.0	60.1	'''Off scene Republican: Put their senior	 None'''	'''Note: Action me school major a possible	 then Her paper natural value'''
jasmine_carter_4610	40.0	70.1	'''Traditional other; Development 	 Hard teacher'''	'''First	 Tax with see imagine cell media Difference question allow often'''
ashley_blackburn_0226	50.0	30.1	'''Continue image audience eight	 Son Order'''	'''International mean; So 	 She south'''
megan_graham_6730		91.1	'''Drop very worry	 Product budget She yet large few decade'''	'''Soon push power power young	 Whom simple Mr Include air'''
brianna_harris_9778	36.0	51.1	'''Issue class federal choice	 Common feel Moment score group'''	'''Note: Nation other next inside	 then Notice analysis whatever compare maybe item'''
emily_jones_4249	70.0	93.1	'''(Reveal moment) 	 Force manage and Minute member time item song'''	'''Determine professional of along pull above; Apply system 	 Explain kitchen'''
aaron_simon_7519	91.0	98.1	'''Create design author station: As admit and moment	 A minute'''	'''Note: No treatment eat ten move	 then Alone bank'''
sue_johnson_1916	16.0	41.1	'''Huge: Method beyond late	 Election question family ability difficult century'''	'''(Not medical often edge) 	 Family student wait fill and Alone'''
nichole_garcia_2835	67.0	65.1	'''Become weight tree Republican: Local	 Bed sing treatment piece'''	'''Why produce; Energy size or imagine join 	 Big seem section respond'''
miss_lewis_9839	32.0	85.1	'''(Certain) 	 Teacher high and Consumer discover necessary'''	'''(Ago deal might) 	 Song go activity and Stop west media'''
connie_perez_2124	18.0	24.1	'''Woman final; Civil 	 To citizen care'''	'''Town: Evening statement move I	 Far thus result'''
john_smith_9764	12.0	100.1	'''Fly learn represent live speak; Good defense them hit 	 Shake vote'''	'''Third assume agree series himself: Really section political government blood	 After color keep American kid unit'''
frank_heath_2322	38.0	92.1	'''(History direction) 	 Election and cover and Light claim foreign'''	'''Note: Put scientist prove	 then Partner chance only attorney'''
peter_martin_7220	5.0	22.1	'''(Weight away choice) 	 History trouble would and Left race maybe'''	'''Face dream girl; Address son item 	 Front recently strong people'''
thomas_marshall_4793	82.0	100.1	'''Note: Game most two	 then Huge east'''	'''Note: Brother artist	 then East far cell'''
william_griffith_6577	82.0	68.1	'''Interest west anything; By fight box ten 	 Green because'''	'''Note: Them chair never appear region	 then Create understand matter responsibility significant'''
morgan_fletcher_3603	46.0	7.1	'''Between: Director road themselves	 Friend record'''	'''Suddenly quality break; Key drop rich 	 Republican production all'''
benjamin_turner_8406	13.0	72.1	'''Mrs gas: Thousand	 Message industry born'''	'''Eight throw	 Really model her street total sign Under sound point strong fine finally'''
