username;name;rating;age;price;summary;remark
ann_griffin_4295;Ann Griffin;52.0;37.1;38.2;'''Note: Labore placeat; then Autem omnis''';'''Et corporis quod vero aliquam; Quis saepe ipsam distinctio ; Voluptatibus dolore esse doloremque possimus esse'''
dr_clayton_7921;Dr Ricky Clayton;41.0;65.1;8.2;'''(Quisquam cumque nisi harum quia) ; Amet sunt and Corrupti cum''';'''Blanditiis assumenda; Et perferendis vel ; Quod assumenda'''
kyle_owen_7730;Kyle Owen;85.0;19.1;10.2;'''Note: Laudantium error veniam ex; then Ea ex''';'''(Aut) ; Illum a and Aliquid molestias'''
ryan_davies_2830;Ryan Reid-Davies;62.0;82.1;99.2;'''Ea vero: Exercitationem omnis minima deserunt; Incidunt''';'''Ullam; Reiciendis vitae est non aliquam nihil fugiat Aperiam eum exercitationem excepturi occaecati'''
dr_hussain_5282;Dr Jeffrey Hussain;67.0;62.1;86.2;'''(Rerum) ; Accusantium dicta and Omnis reprehenderit excepturi doloremque quia sequi optio''';'''Molestiae atque; Nisi Cum asperiores sapiente'''
ms_turner_5284;Ms Chloe Turner;89.0;95.1;54.2;'''(Fugiat recusandae voluptates nisi) ; Ut and Velit cupiditate itaque''';'''Quibusdam sapiente maxime vitae suscipit; Facere mollitia quos Corrupti maiores'''
aaron_brown_5112;Aaron Brown;5.0;5.1;69.2;'''(Sunt modi) ; Et animi officia assumenda eius and Aspernatur quas modi''';'''(Ea reiciendis ad quod labore) ; Ipsa cumque and Accusamus vero'''
dr_patel_0176;Dr Gerald Patel;46.0;9.1;81.2;'''Totam iure deserunt; Quasi illum Sit''';'''Note: Magnam nihil facere cupiditate; then Nobis tempore provident sed'''
caroline_sinclair_6605;Caroline Sinclair;48.0;25.1;32.2;'''Note: Fugiat labore cumque assumenda nihil nulla; then Cumque dolor animi aperiam magnam''';'''Note: Doloremque atque laudantium; then Rem molestiae libero minima magnam'''
russell_johnson_9342;Russell Lawrence-Johnson;72.0;59.1;;'''Note: Dignissimos; then Id''';'''Laborum deleniti; Aut ducimus ipsum Iure'''
william_elliott_5287;William Elliott;53.0;50.1;23.2;'''Beatae voluptate: Nemo ullam eaque magni magni; Sit''';'''(Consequatur neque accusamus) ; Rem occaecati accusamus temporibus and Fugit'''
thomas_white_1955;Thomas White;94.0;51.1;29.2;'''Adipisci magnam; Repellendus voluptas error ipsum Minima officiis''';'''Cum nesciunt quas: Laborum exercitationem earum cum perspiciatis esse natus; Accusamus animi dolores quia officia ducimus'''
dean_hooper_4384;Dean Gill-Hooper;61.0;72.1;38.2;'''Note: Totam commodi; then Odio aliquam''';'''Fugit quaerat; Voluptatem dolor voluptates dicta sint minus Cumque'''
timothy_jones_6015;Timothy Jones;28.0;;12.2;'''Reiciendis consequatur dignissimos et dolor veritatis; Quia quos dignissimos voluptatibus excepturi quis Repellat in vel itaque ex''';'''Inventore omnis vitae iusto nesciunt: Illo; Voluptatum facere'''
reece_marsden_2707;Reece Marsden;26.0;68.1;17.2;'''Note: Sunt saepe eos; then Quia incidunt deleniti''';'''Tempore praesentium quos; Cupiditate repudiandae ; Debitis culpa'''
charlene_jennings_4447;Charlene Jennings;38.0;56.1;97.2;'''Quasi ratione; Placeat esse qui ; Unde commodi''';'''Architecto nostrum qui explicabo officiis porro; Hic nostrum ad Tenetur'''
frank_marsden_7449;Frank Marsden;87.0;84.1;3.2;'''(Reiciendis) ; Cumque and Asperiores''';'''(Quia illo) ; In natus and Omnis aperiam'''
roy_cook_7682;Roy Cook;17.0;46.1;70.2;'''Note: Voluptate at; then Magni''';'''Ex tenetur; Eum architecto ; Ad iure porro'''
mr_tomlinson_9141;e;8.0;3.1;75.2;'''Note: Nostrum optio; then Eveniet praesentium''';'''Consectetur officia aspernatur; Sint molestiae quae nam reprehenderit ducimus ; Maiores quaerat quo'''
gillian_connor_2824;Gillian Connor;13.0;50.1;23.2;'''Magnam quis quia ratione; Sint earum magni Pariatur dolore deserunt iusto magnam''';'''(Vel dolorem) ; Ex necessitatibus dolores and Sunt esse esse perferendis asperiores eveniet'''
mr_duncan_4272;Mr Russell Duncan;23.0;33.1;64.2;'''Note: Distinctio perferendis; then Necessitatibus''';'''(Et assumenda commodi minus) ; Labore dolore mollitia fugit and Quas veritatis'''
victor_barker_8279;Victor Bailey-Barker;55.0;28.1;37.2;'''Note: Adipisci eligendi eveniet; then Harum autem voluptatem''';'''Atque nulla temporibus; Ratione alias illum Corporis'''
billy_fox_6824;Billy Fox;;56.1;61.2;'''Eius magnam; Error deserunt ut doloremque minus ; Officia harum ab corrupti eveniet explicabo''';'''(Mollitia) ; Illo accusantium and Maxime consequatur et corrupti et'''
reece_browne_5171;Reece Browne;35.0;91.1;77.2;'''Molestias nesciunt nulla unde: Odit; Perferendis porro''';'''Tempore fugiat odit at placeat: Voluptatum; Quasi'''
dean_kelly_5529;Dean Kelly;30.0;96.1;12.2;'''Corrupti ea alias dolorum: Nulla aperiam dicta ipsam iure; Aliquid''';'''Excepturi ex nostrum: Fugiat similique; Repudiandae magnam iusto commodi'''
elliott_king_7275;Elliott King;90.0;43.1;92.2;'''Doloremque exercitationem; Dolores aliquid ; Sapiente esse at beatae''';'''Optio dolorum nihil molestias: Delectus magni minima; Ad expedita'''
bernard_mason_1375;Bernard Slater-Mason;30.0;18.1;48.2;'''Facere corporis; Veniam est et distinctio ; Laborum non''';'''Quo commodi harum modi incidunt ipsa; Placeat enim quibusdam Laboriosam omnis'''
stewart_campbell_9511;Stewart Campbell;80.0;47.1;6.2;'''(Aspernatur perspiciatis delectus) ; Iusto totam and Repellendus velit asperiores libero''';'''Dignissimos dolore; Tenetur quo placeat ab Nemo'''
robin_gregory_8094;Robin Gregory;28.0;19.1;57.2;'''Nobis rerum; Repellendus incidunt perferendis perferendis ; Nam at''';'''Provident itaque quo dolore aliquid; Tempore deserunt voluptatem ; Sunt magnam a magni'''
miss_robinson_7177;Miss Beth Robinson;95.0;26.1;49.2;'''(Perspiciatis maxime) ; Beatae sed unde dolore a and Deleniti eveniet ab aliquam''';'''(Beatae asperiores nulla illum reiciendis) ; A and Alias ab odit voluptatem quis voluptate'''
bradley_parkin_6150;Bradley Parkin;91.0;19.1;37.2;'''Alias impedit; Rem aliquam culpa tenetur reiciendis Explicabo mollitia magni quaerat veniam''';'''(Voluptate tempora beatae possimus) ; Quam nihil and Fugit'''
