# This is a comment line to skip
username,name,score,salary,summary,comment
angela_vincent_0622,Angela Vincent,28.0,15.1,'''(Performance trial lay) , Wonder serious and Drug both''','''(Save garden government cup shoulder) , Probably expert how line visit and Hand'''
shawn_clark_4168,e,45.0,12.1,'''(Thing sing range message) , Particular church and Phone from long network letter''','''Note: Owner wish for already nearly, then Structure themselves hear'''
mr_preston_5042,Mr. Robert Preston,70.0,86.1,'''Today challenge yeah kid include, Former attorney service Moment choice continue''','''Store, Benefit finish Believe four company'''
penny_taylor_1566,Penny Taylor,82.0,71.1,'''Trouble someone above east; Talk environmental stay , Ready hope''','''Few various same couple; Environment heart , Audience not benefit other property usually'''
daniel_stephens_4311,Daniel Stephens,19.0,72.1,'''Analysis, People bag sport Sense drop''','''Teach nice meeting painting head; Should study dinner , Hundred television next and'''
melissa_cruz_4589,Melissa Cruz,68.0,96.1,'''(Within month) , Table garden hand capital and Modern defense country including civil sound''','''Note: Course court against by, then Science material whether necessary'''
nancy_benson_8877,Nancy Benson,11.0,66.1,'''Name; Support , Consumer upon significant if life early''','''Mention be: State finish marriage exactly, Television four'''
joshua_wallace_8045,Joshua Wallace,45.0,78.1,'''Note: Effort increase remember north, then Consider''','''Note: Sort season, then Drive specific'''
raymond_lam_0621,Raymond Lam,34.0,57.1,'''Note: Role create ask rise simple, then Property build''','''Book her, Tonight dog Main'''
julie_hicks_1741,Julie Hicks,97.0,27.1,'''Above training institution Democrat old; Set institution unit them , Measure development''','''Note: Seven seek network, then Training important'''
kathleen_holloway_5165,Kathleen Holloway,89.0,95.1,'''Low quite, Campaign method get Society strong''','''Pick: Low public product plant, Attack treatment especially head minute'''
alexandra_wiley_1917,Alexandra Wiley,17.0,27.1,'''(Mention approach us watch her) , Avoid son easy single and Whom almost recent according our''','''(Husband force artist yes view second) , Safe stand billion and Election purpose'''
ann_wyatt_6052,Ann Wyatt,40.0,76.1,'''Open kid rather eat certain case since, Finish cold possible His have''','''Time reason sure ahead next break; Just language lead simply , Forget space even grow'''
amanda_smith_9728,Amanda Smith,72.0,96.1,'''Protect mouth wrong, Interest interview first Ground can''','''Two fall world possible: Worry may, North anyone'''
christopher_hill_6359,Christopher Hill,15.0,58.1,'''(State form hair) , Tonight and Consider however candidate''','''(Firm though) , Design and Involve individual'''
ashley_braun_2074,Ashley Braun,34.0,36.1,'''Trade player, Realize manager thus Painting school''','''Stuff important development, Wide pretty later experience per Responsibility scientist'''
thomas_hale_1273,Thomas Hale,22.0,69.1,'''Fly ok hand mention; Method kitchen treat , When by enter thing''','''Open phone defense: Five, Should'''
aimee_ward_5916,Aimee Ward,24.0,70.1,'''Program; Pay pull , Thought''','''Note: Carry simply scientist, then Easy whole movie color'''
andrea_harris_2478,Andrea Harris,74.0,27.1,'''Local or rock yard, Behavior song Everybody discover''','''Note: Food rest, then Really beat road none'''
michelle_dds_0501,Michelle Moore DDS,34.0,82.1,'''(Else machine several charge arrive) , Herself surface and Page magazine''','''Note: Citizen consumer policy, then Reality give enough someone capital that'''
michael_anderson_5720,Michael Anderson,94.0,86.1,'''Teach, Road together concern majority Consider news''','''Note: Tv, then Network all'''
brooke_campbell_5158,Brooke Campbell,86.0,77.1,'''(Goal must town) , Sometimes middle and Evidence find few live''','''Day support medical, Support worry Almost audience several town operation'''
marie_gates_5007,Marie Gates,99.0,46.1,'''Now; Send close live , Thank cover''','''Product modern, Individual Old but measure local gas'''
mark_dds_4207,Mark Dickerson DDS,57.0,23.1,'''Use nearly: Medical, Direction claim they class without''','''Than little, Especially reach discussion vote call leg Someone water'''
stacey_gutierrez_6577,Stacey Gutierrez,91.0,80.1,'''Use tree: Artist little world there process nice, Here adult''','''(Past scene those box) , Event add and Prepare half attention'''
anna_white_1253,Anna White,,36.1,'''Trial benefit, Who book Last effort evening''','''Foot, Prepare until since her Word spend wide instead score trial'''
michelle_solomon_3778,Michelle Solomon,99.0,98.1,'''(Admit letter stand) , Paper adult finally and Past home''','''Machine reduce a machine sell have: Business several beat order, Structure show several difference'''
sonia_wright_6992,Sonia Wright,9.0,85.1,'''Behavior support machine peace war; Question beyond , Example beyond particular which himself''','''Project want body home painting; Apply recently forget later price born , Section scene'''
misty_jones_9906,Misty Jones,74.0,89.1,'''(Detail still free figure current quickly) , Candidate address father senior difficult and Road debate''','''Movement nice; Leader improve , Idea move power'''
claire_garcia_4982,Claire Garcia,75.0,87.1,'''Pass check; Degree stage dog , Article''','''Investment threat build, Become scene play white rest fight Close foreign response for'''
amanda_lopez_1059,Amanda Lopez,35.0,53.1,'''(Media maintain) , Show and Role tonight these''','''Half fire thank: Involve bring keep policy give, Whom up catch eat not'''
wesley_nguyen_9095,Wesley Nguyen,79.0,33.1,'''Note: Mother mouth statement, then Party environmental resource dream single mean''','''Majority: Receive around, Young'''
stephanie_james_1621,Stephanie James,48.0,67.1,'''Wear suffer, Respond land good Stuff all''','''Listen know television still; New style movement , Eat'''
james_bailey_1758,James Bailey,87.0,33.1,'''Note: Land of Mr, then Future sister''','''Easy act fall: Stage, Collection apply'''
mariah_downs_8848,Mariah Downs,29.0,,'''Anyone machine account country artist; Room senior trial key , Option thus''','''Note: Arm imagine, then Agree thing'''
kimberly_strong_2015,Kimberly Strong,25.0,22.1,'''(True wide less) , Usually sound design heart and Product administration across one according sort''','''Receive, Single herself Within job threat'''
kevin_johns_3754,Kevin Johns,43.0,35.1,'''Note: Seven I here usually, then Manage''','''(Around charge carry consider) , Data simple and In least side beautiful evidence'''
diane_miller_3662,Diane Miller,75.0,64.1,'''(Sometimes bag by) , Nice member trial and Energy''','''Property blood; Answer discuss special positive continue including , Page sport win difficult specific consumer'''
christian_owen_8138,Christian Owen,12.0,30.1,'''Note: Wide beat where check up appear, then Child call notice rate heavy''','''Note: Go night data best, then Pick special garden believe produce'''
andrea_obrien_8960,Andrea Obrien,26.0,98.1,'''Call approach; Religious lose people turn nothing , Ask''','''Note: Country option head, then Minute along'''
jennifer_gray_8924,Jennifer Gray,10.0,66.1,'''Bring Republican than sometimes; Care national , Establish''','''Note: Pull provide, then Issue lose'''
angel_kirby_7535,Angel Kirby,23.0,96.1,'''Scene often director degree; Policy know various until , Safe fall relate interest born''','''Note: Girl treatment ask east fact woman, then Energy again between central anything hospital'''
anna_palmer_8167,Anna Palmer,19.0,44.1,'''Lose effort process as; Senior we better , Parent record answer''','''Pressure always care service: Dream center, Story number'''
michael_wright_7599,Michael Wright,64.0,75.1,'''Lose owner: Effort program begin, Despite cut just someone natural dinner''','''Scene deal; Science bank enter , Recently learn'''
alexander_sweeney_6983,Alexander Sweeney,13.0,73.1,'''Catch citizen attention identify finish middle, Series less foot agency Item cause everybody during''','''Listen how include: Study public full smile, Defense'''
jessica_underwood_4005,Jessica Underwood,97.0,37.1,'''Figure them hard easy; Price high , Stand similar option suddenly throw''','''Rather: Goal whether, Box sit door quickly suffer'''
felicia_martinez_1445,Felicia Martinez,76.0,32.1,'''(Pm reason ball) , American drive already near Republican and Often Congress value forget''','''Note: Accept southern state road, then Among view'''
thomas_gonzales_0675,Thomas Gonzales,1.0,29.1,'''Hundred indeed short open prove; Trouble , Say movement well''','''(Challenge case fund) , Growth and Anyone avoid audience pretty'''
