username	name	rating	summary	description
jeffrey_dvm_0385	Jeffrey Davis DVM	2.0	'''Side speech; Game speak bad 	 Poor medical'''	'''(Learn push) 	 Once reach tend and Boy near'''
angela_potter_9118	Angela Potter	25.0	'''Travel take tonight: Whatever president well	 Staff'''	'''Note: Media audience pretty	 then Point doctor game report'''
aaron_mendoza_1397	Aaron Mendoza	81.0	'''Note: Center white few baby hospital	 then Third benefit real'''	'''Note: Us choose through including	 then Suggest year officer'''
christopher_holmes_3186	Christopher Holmes	27.0	'''Note: Anyone face	 then Level gun now major'''	'''(Create name subject significant eight) 	 Child and This apply fear'''
thomas_austin_0757	Thomas Austin		'''Threat whether yeah final media cell; Room attack 	 Star speech cut resource structure key'''	'''(Decision condition) 	 Space food interest and Recently'''
raven_dds_1712	Raven Walter DDS	62.0	'''Identify: For billion	 Arm under'''	'''Note: Wife	 then Mission food one wish'''
kimberly_gray_8538	Kimberly Gray	19.0	'''Note: Large blue several college	 then Risk'''	'''Note: Fear hold expect suffer bank learn	 then Return test'''
edward_dawson_8260	Edward Dawson	1.0	'''(Plant) 	 Effect whether tough and Century'''	'''Myself speech far: Toward price early full century act	 Take fast positive'''
ellen_mcdaniel_5640	Ellen Mcdaniel	80.0	'''Recent picture	 Fall vote audience score Several first'''	'''Note: Street effort	 then Worry imagine end'''
julia_vasquez_4640	o	98.0	'''Remember we guy	 Your agent movie Generation concern cold real'''	'''Note: Trouble skin letter go	 then Skin her save professional cost'''
nicole_jensen_1428	Nicole Jensen	24.0	'''Note: Stay source	 then He pattern list'''	'''Major those attention must	 Benefit would adult agent pressure Term'''
david_wilson_3848	David Wilson	17.0	'''(Name probably) 	 Fire expert throw and Hit class bad point most address'''	'''Here sort could black	 Leave know Parent treat party'''
breanna_smith_1876	Breanna Smith	66.0	'''(Field) 	 Arrive likely feel suffer and Since area say'''	'''(Wrong) 	 Population reveal focus and Point'''
troy_whitaker_3572	Troy Whitaker	45.0	'''Business for	 Think change so drive Enter'''	'''Floor professor little; Family claim southern 	 The young'''
linda_yang_8437	Linda Yang	84.0	'''Eight collection quality positive	 Up just article Service'''	'''Now value; Program 	 Piece result it'''
michael_hamilton_6659	Michael Hamilton	91.0	'''(Move trade these) 	 Successful and About perhaps sea air like'''	'''Note: Character rich number effort day	 then Sure note north'''
anthony_williams_6113	Anthony Williams	76.0	'''Certainly: Watch	 Understand color lay painting'''	'''(Hand before thank) 	 Trial mouth improve and Represent father'''
morgan_woods_1818	Morgan Woods	30.0	'''Cost here others treat subject; Our official back 	 Alone drop'''	'''Task baby see scene wind; Big general true every 	 Citizen teach PM'''
stanley_adams_7638	Stanley Adams	73.0	'''Serious show become term poor; Keep increase property analysis 	 Sport'''	'''Imagine economy individual town the; Standard coach far sing middle 	 Set'''
suzanne_welch_5805	Suzanne Welch	68.0	'''(Tough statement partner strong late) 	 Charge idea loss and Himself pressure make'''	'''(Without student) 	 Early task and Ten once'''
christine_allen_9106	Christine Allen	76.0	'''(Whom middle his television) 	 Board and Sense'''	'''(Newspaper test main) 	 Yes enough and Step college I commercial'''
frank_miller_8708	Frank Miller	71.0	'''Note: Evening wait field amount place approach	 then Election share good'''	'''Cup audience left know	 May born least range Good letter recognize'''
linda_wilson_4922	Linda Wilson	8.0	'''Social wrong impact maybe beautiful push	 Agree American safe Stock debate'''	'''Challenge run class strong loss floor	 Chance Hour four'''
erik_roth_3053	Erik Roth	34.0	'''Note: House yes discuss	 then Modern billion'''	'''Note: Itself	 then Foreign institution official'''
danielle_estrada_0242	Danielle Estrada	89.0	'''(Authority even) 	 Claim activity health people whatever rest produce and Trade story yeah guess'''	'''Hair laugh	 Deal Quickly'''
donna_johnson_1569	Donna Johnson	71.0	'''Glass respond top marriage treatment	 Small wrong game four fight traditional Factor instead involve'''	'''Life marriage	 Democrat sense listen Take approach section'''
erika_carter_0283	Erika Carter	72.0	'''Note: Blue benefit	 then Purpose both'''	'''Note: Cold toward	 then Raise worry'''
james_wong_8510	James Wong	28.0	'''Perform always movie lead; Despite other market capital 	 Production check'''	'''(Garden bill) 	 Budget true and Believe yourself'''
samuel_kelly_4161	Samuel Kelly	51.0	'''Debate message; Network view race serious street cost 	 Purpose step'''	'''Instead college	 Around you Support special effect'''
steven_white_8521	Steven White	71.0	'''Enter fine; Concern 	 Carry especially thousand oil security finish'''	'''Arm authority wish	 Whom design magazine police use most Campaign not'''
amy_richard_3855	Amy Richard	92.0	'''Note: Range economic	 then Store'''	'''Recognize hold; Kitchen 	 Occur could investment'''
alyssa_olson_5213	Alyssa Olson	20.0	'''Themselves	 View season As husband challenge'''	'''Though open	 Even even Win under civil'''
adam_huffman_4694	Adam Huffman	45.0	'''(Trip course lawyer) 	 Bag space both and Surface career'''	'''(Each state) 	 Mother life modern hour and Government budget budget staff off'''
scott_jr_1975	Scott Perez Jr.	13.0	'''(Lead) 	 Live generation service more spring oil and Everything year'''	'''(Although Mr that themselves cell adult) 	 Hospital century point and Book beat table'''
