# This is a comment line to skip
name	username	score	total_count	age	note	review
Kelly Vazquez	kelly_vazquez_7062	53.0	65.1	10.2	'''(All pass) 	 Thank best blue and That pressure'''	'''(Human street) 	 Sort artist physical and Wall quality effect'''
Miguel Hodge	miguel_hodge_9246	59.0	18.1	2.2	'''Note: Tell give note want	 then Recent room at artist'''	'''(Avoid mention) 	 Far bed discuss carry and Develop five film'''
Natasha Conley	natasha_conley_2225	45.0	22.1	8.2	'''Particular book write	 Clear Place side Mrs'''	'''Land possible without model develop	 Clearly possible Management talk west'''
Allison Mathews	allison_mathews_6861	95.0	78.1	2.2	'''Too amount; Opportunity often author former behind 	 International crime voice ok'''	'''Family institution daughter; Tend 	 Test record'''
Sandra Farmer	sandra_farmer_8097	84.0	75.1	14.2	'''(Minute people woman) 	 Television before and Thing recognize mean'''	'''Street head	 Need no Eat'''
George Patterson	george_patterson_5318	40.0	16.1	56.2	'''Together easy happen others	 Upon beyond Authority traditional choose speak'''	'''Every: Allow relationship throw design several	 Difference need out'''
Amanda Johnson	amanda_johnson_5179	80.0	36.1	70.2	'''Guess decision: Understand hit determine reality	 Participant across'''	'''Evidence memory believe	 Popular kid type Agree near carry prepare'''
Denise Davis	denise_davis_1782	55.0	98.1	92.2	'''Firm; Treat phone 	 Challenge tree almost leave current'''	'''What: Discuss	 Check thus commercial'''
Chelsea Tanner	chelsea_tanner_6249	25.0	22.1	85.2	'''(Rich marriage) 	 Agent attorney and Difficult house approach'''	'''Themselves	 Say lay none Despite take'''
James Mendez	james_mendez_3394	93.0	1.1	100.2	'''Travel forward	 Into Trade nearly paper also'''	'''Note: Window song	 then Especially training finally'''
Jasmine Armstrong	jasmine_armstrong_5959	51.0	51.1	96.2	'''Note: List painting bag	 then Receive for score'''	'''(Any when) 	 Story example personal party attack and Last son hospital'''
Angelica Bates	angelica_bates_6259	26.0	81.1	66.2	'''Degree for paper; Account 	 Ten civil cause hot morning'''	'''More meet government: Scene stuff	 Family condition three'''
