name	salary	price	comment	summary
Darren Hobbs	80.0	91.1	'''Admit space them	 Color follow just Address song'''	'''(Should wait fund) 	 Responsibility her television drive push and Kid particular'''
Patricia Allen	32.0	80.1	'''Behind hair hard	 Upon tax easy Environmental performance'''	'''Feeling eight sister design seek meet; Expert of role 	 Future the'''
Megan Bond	94.0	28.1	'''Act summer budget morning	 Seem source ball company gas Of'''	'''(Mr) 	 Community from attention and Food'''
Bruce Brown	80.0	13.1	'''Record newspaper; Finish protect general 	 They just'''	'''(President hear own) 	 Shake direction fact talk and Visit drive mother'''
Stephanie Hull	4.0	87.1	'''News behavior value computer	 Family leg bank record Million describe'''	'''Point student quite	 Condition that keep item think Maintain eight meet appear ball'''
Angela Johnson	51.0	55.1	'''Note: Laugh	 then Simple'''	'''Hit conference research they child sound; Moment benefit 	 Nearly least single'''
Danielle Richardson	78.0	56.1	'''Specific member apply fish; Character 	 Relate'''	'''Note: Stage pick quickly surface	 then Like number'''
Travis Holt	55.0	20.1	'''(Media require not war anyone) 	 White though when red everyone and Low group history'''	'''Research while; Long hundred 	 Nice matter issue'''
Natasha Evans	92.0	45.1	'''(Risk matter) 	 Cover bad and However finally'''	'''Easy price child add lawyer: Hard study the seat	 Candidate people two'''
Lauren Rios	42.0	45.1	'''(Information able) 	 Three full lose in evidence and Dream full'''	'''Others shoulder rise Mrs: Than final follow possible	 He work store worry'''
Michele Taylor	72.0	93.1	'''Way recently; Current buy 	 Southern'''	'''Rich trade your give; Top turn would 	 Me allow a father moment section'''
Samantha Nguyen	22.0	21.1	'''(Build employee skin add) 	 Artist security race and Bring any because score according evidence'''	'''Note: Kitchen	 then Only customer half him'''
Thomas Hill	79.0	33.1	'''(Learn manage bill) 	 Law society very fine green energy and Statement table control front'''	'''Note: Cell different yeah	 then Grow after upon on'''
Kimberly Smith	9.0	11.1	'''Among able at significant: Garden I customer establish involve artist	 Live'''	'''Follow; Offer approach 	 Specific large general create pattern'''
Sandra Jordan	40.0	10.1	'''Note: Song buy cold character	 then Firm beat'''	'''Difficult four attack: Own turn executive space	 In certainly trade TV foreign upon'''
Melissa Leonard	21.0	31.1	'''Impact pick benefit various drive ahead	 Teacher whether activity Student place try build treatment'''	'''Great gun	 Better their blue Successful including'''
Alyssa Schaefer	32.0	87.1	'''General never serve position	 Next central top past person develop Great'''	'''Note: Democrat reveal on collection prepare	 then Role community'''
D	87.0	95.1	'''Station apply: Three information never fall get	 Each condition'''	'''Step free fact care: Receive clearly remember	 Better country here charge'''
Elizabeth Jacobs	50.0	29.1	'''Note: Trip increase once	 then Whose include executive'''	'''Social number; Their stay 	 Own'''
Jacqueline Jones	19.0	34.1	'''Vote development employee	 Ground lead only Night state'''	'''(Push article) 	 Certain industry and Whom'''
Amanda Bass	66.0	70.1	'''(Entire medical) 	 Eat minute effort and Push message'''	'''Likely everybody owner image	 Star bag ever State hope'''
Karen Herrera		50.1	'''Down need itself	 She Toward trouble chair'''	'''Performance plan newspaper then job skin	 Simple music Police to'''
Joseph Khan	29.0	43.1	'''(Page) 	 Voice sit and Significant list bag hit'''	'''(Leader myself establish scientist) 	 Board item course law and Finish degree'''
Michael Green	35.0		'''Ability fire evidence: Glass smile	 Should'''	'''Note: True hold dream consumer data	 then Word account third'''
Kerry Wolf	34.0	77.1	'''Idea cup feeling: Teach guy	 Leg'''	'''Mention; Kid parent job call 	 Moment southern meeting'''
Robert Armstrong	42.0	69.1	'''Land direction study student expert professional	 At fine nothing step child power Cover boy rise why'''	'''(But who me office) 	 Finally recently and Example'''
Melissa Ellis	8.0	65.1	'''Language several: Agree investment career main	 Fear listen'''	'''Campaign kind cold	 Fall customer of Accept less always yes whose'''
Katelyn Miranda	44.0	3.1	'''Note: Understand prepare hear south beautiful	 then Spend campaign certain'''	'''Plan man religious step	 Process body Out majority speak'''
Kimberly Wilson	36.0	74.1	'''Keep organization: Government	 Green international professional'''	'''Baby: Which stay	 Medical church'''
David Myers	40.0	67.1	'''Note: Though three world important	 then Perform'''	'''Crime they; This degree 	 Production'''
