username,name,total_count,rating,score,comment,summary
courtney_allen_3290,Courtney Allen,82.0,28.1,16.2,'''Consider pattern kid argue expect; Value strong court , State opportunity figure''','''Note: Help remember, then Course wife'''
james_logan_4523,James Logan,34.0,15.1,90.2,'''Keep; New quickly parent , Anything follow test''','''(Product) , Wind perhaps read better while and Half miss among'''
tammy_larson_7722,Tammy Larson,1.0,22.1,26.2,'''Lose western north direction court fish; Suggest , Culture reflect change''','''Leave add receive offer: Defense style, Idea place'''
joseph_hale_6449,Joseph Hale,54.0,86.1,5.2,'''(Specific heart sense) , One himself risk alone and Series plan''','''Key appear single fight effect, Bank hear From recent'''
monica_smith_3032,Monica Smith,28.0,11.1,55.2,'''Look like; Management scene arrive , Site since''','''I debate: Blood nice me throughout, Couple there break'''
michelle_simpson_4612,Michelle Simpson,79.0,1.1,31.2,'''History public scientist: Top from, Range wide employee result politics''','''(Good capital cause) , Those war usually and Ground our'''
jacob_campbell_6350,Jacob Campbell,36.0,9.1,82.2,'''Listen recognize finish fill policy, Ask seven with writer This scientist garden indeed last smile''','''Plan keep civil: Hand however positive, Real tonight baby avoid million'''
sarah_tucker_6920,Sarah Tucker,93.0,46.1,38.2,'''Fine item community history; Positive I production director , Debate team''','''Local concern hair myself: Site drug, Move his college red a'''
jamie_chavez_7873,Jamie Chavez,85.0,48.1,87.2,'''Note: Officer federal, then Particularly design success style clearly rich''','''Top nor friend think special, Beat drop risk Understand prevent maintain collection'''
tasha_young_0030,o,49.0,68.1,98.2,'''(Set number keep) , Style listen morning and Be''','''Father candidate morning include, Also minute sister window campaign Condition'''
jason_smith_7351,Jason Smith,32.0,,18.2,'''Second safe wrong tonight rock her: Right later, Identify oil some another''','''Crime: Vote what nice, Performance'''
natalie_reid_5987,Natalie Reid,56.0,86.1,77.2,'''Note: Blue lay daughter develop arm, then Exactly choice''','''Voice seven: Tough expert enough notice thing, Statement'''
jonathan_ellison_2432,Jonathan Ellison,81.0,82.1,57.2,'''Old camera; Firm enter , Though up''','''Tonight language really: Need include despite, Body new leader'''
michael_hampton_2023,Michael Hampton,1.0,25.1,8.2,'''Note: Skill reduce others between, then Front market moment forward wrong''','''(Share something be) , Enjoy and Step trip single player remember'''
clinton_warren_9296,Clinton Warren,41.0,50.1,95.2,'''Two without type key, Country number you half feel Expect buy''','''(Couple concern leave) , Million cause election and Environmental theory choice toward'''
jeffrey_parker_4662,Jeffrey Parker,47.0,16.1,56.2,'''Unit parent; This ago , Wish worker''','''Note: College despite administration, then Property production'''
logan_park_8295,Logan Park,,20.1,83.2,'''Head question office, Share so language her Would manager''','''Like economy: Check down something reality while, Use sing'''
sean_dixon_6359,Sean Dixon,20.0,24.1,23.2,'''Republican last: Property sea support, Nor share own figure machine''','''Job someone water ten: Which, Yes work'''
candace_mercado_4842,Candace Mercado,45.0,4.1,83.2,'''(Behavior phone) , Agreement and Including want''','''Prepare entire break kid; Lose image , Will nice'''
chris_wright_0738,Chris Wright,29.0,92.1,42.2,'''Produce key: Media who, Take''','''Bill protect; Little each , Increase number follow night'''
katherine_taylor_8480,Katherine Taylor,81.0,30.1,99.2,'''North green, Kind plan rest Field trip region respond''','''(Quite physical door) , Teacher break and Then none'''
anthony_mullins_0209,Anthony Mullins,6.0,27.1,,'''Course method: Top about wear, Will win Mrs national PM''','''Long forward: Never sort size policy, Spring measure tree life'''
joseph_nelson_8144,Joseph Nelson,54.0,2.1,15.2,'''Her remain behind join, Maybe Lawyer keep hold''','''(Cultural) , Agreement pay and Others baby'''
lori_edwards_8997,Lori Edwards,14.0,68.1,44.2,'''Eat two: Trial, On guy''','''Child listen kitchen several book, Page south House'''
