# This is a comment line to skip
name	price	salary	rating	description	summary
Gary Stewart	29.0	86.1	31.2	'''Church outside	 Language Husband particular newspaper'''	'''Republican find	 Market world hospital respond Enter manage series'''
Donna Preston	40.0	56.1	13.2	'''Vote main	 Policy ask go Among receive form'''	'''Public possible; Discussion hair better 	 Seek'''
Jennifer Taylor	82.0	23.1	77.2	'''System usually: Give speak finally international	 Activity speak still head way'''	'''Push down little answer; Bill name partner 	 Common step tough'''
Kyle Shea	87.0	31.1	72.2	'''Note: Exist end American	 then Well agree focus activity worker'''	'''Continue; Focus energy college similar 	 Value bill describe back'''
Dr. Sarah Morris	16.0	75.1	14.2	'''Choose subject; So air chance clearly 	 Establish reach professor somebody miss'''	'''(Their you) 	 Left bag and Past try course'''
Courtney Callahan	17.0	18.1	21.2	'''Question: Land can center room	 Century interesting'''	'''(Window discover wide) 	 Once and Material response stock enough cup'''
Brianna Palmer	36.0	5.1	30.2	'''Note: Truth discussion	 then Onto number'''	'''Try	 Each Reality leave'''
Melissa Haley	60.0	32.1	70.2	'''Note: Past education week join note book	 then Relate himself'''	'''Even site; Nation plant into community say 	 Science marriage'''
Kimberly Jackson	6.0	49.1	63.2	'''Note: Than pretty sea alone	 then Soldier camera'''	'''(Total type store) 	 Suffer and Environmental'''
Kristen Williams MD	48.0	28.1	53.2	'''Front fall	 Fact stuff international by likely I Left bring hair special'''	'''Assume in use speak: Safe involve sort	 Seven'''
Bryan Stevenson	31.0	50.1	100.2	'''Read however use; Real personal 	 Degree'''	'''Alone; Follow pressure 	 Trade media able public'''
Eric Diaz	78.0		43.2	'''Note: Necessary because	 then First maintain'''	'''Air: Hot involve	 Course response real benefit source'''
Jonathan Torres	18.0	88.1	9.2	'''Raise goal avoid cell; Add church ready 	 Water few maintain amount all manager'''	'''That four; Draw value 	 Opportunity before edge'''
Abigail James	77.0	23.1	1.2	'''Beyond might; Increase imagine successful form 	 Board road discussion statement'''	'''Condition involve; Imagine major 	 Property upon'''
Kara Zamora	82.0	75.1	35.2	'''Yard store table physical itself	 Nation just compare public head Material oil'''	'''Note: Set Congress	 then Bag poor'''
John Butler		81.1	91.2	'''Wonder use: Study	 Young window nearly'''	'''Expert above	 Four star color Material able'''
Sarah Torres	74.0	76.1	59.2	'''Guy career beat especially; Quite manager tell husband 	 Rule these who current'''	'''Both provide billion; Instead 	 Evening yet site'''
Antonio Campos	64.0	21.1	72.2	'''Low entire maybe; Instead 	 Trade century in'''	'''Behavior election water: Together simply let	 Accept partner issue building'''
Sarah Weaver	75.0	63.1	100.2	'''(Agent school) 	 Present number cup himself and Home born'''	'''Wide different; Probably enjoy practice 	 Cell'''
Stephanie Buchanan	16.0	20.1	96.2	'''Leave fill: Understand include soon member old	 Do face street seem'''	'''(Front majority result) 	 Child amount recognize and Most against product let rather'''
Joshua Garcia	40.0	16.1	32.2	'''(Although) 	 Full magazine consumer and Body class help father'''	'''Morning happy computer upon: Old over	 Probably talk year'''
James Shaw	74.0	26.1	51.2	'''Both dog treatment; Rule 	 Break line possible speech'''	'''Court establish: Technology	 Late agreement pattern surface cultural'''
Jennifer Stephenson	96.0	63.1	26.2	'''(Page particular watch) 	 Number very and Create form method American father'''	'''Final issue pay but majority; Level glass happen ready 	 Probably key'''
x	3.0	55.1	88.2	'''Economic determine; Traditional 	 Door action buy interview American program participant'''	'''Name maintain agency	 Then relate discussion carry name charge Certainly price necessary capital'''
Mark Gross	87.0	71.1	18.2	'''(Compare five) 	 Million opportunity and Star'''	'''(Morning financial) 	 Whatever and Customer around occur'''
Amber Watkins	67.0	6.1	23.2	'''(Decision chance movie) 	 Range and Event treat'''	'''Reveal four west step analysis; Week 	 Notice'''
Ruth Anderson	70.0	84.1	20.2	'''Such cup wear structure	 Loss dinner work Animal defense machine like'''	'''Heart simply range find	 What direction Nature point'''
Christina Watson	18.0	75.1	37.2	'''Part behavior in	 Site speak yourself Hour fire'''	'''Note: Avoid cut ball decide stock him	 then Himself sense should raise'''
Amy Miller	7.0	78.1		'''(Trouble door) 	 Necessary and Suffer throw clear'''	'''Note: Leg hospital tree green	 then Pull fight easy political hair money'''
Sarah Jones	55.0	27.1	41.2	'''Table	 Half ten yourself Arm oil'''	'''Thing; Blood industry their toward election 	 Almost learn science'''
Juan Johnson	42.0	1.1	14.2	'''Hundred	 Sound along daughter under watch middle loss Yard'''	'''Note: Cut place	 then Building who'''
