# This is a comment line to skip
name,salary,total_count,review,note
Lisa Russell,73.0,74.1,'''Hour reason whom; Course heavy simple , Play past three institution source art''','''(Because sometimes) , Capital and West book class garden less effect'''
Emily Estrada,58.0,74.1,'''(Call fall) , Actually other and Compare expert organization''','''Race meet; Future television , Step miss myself'''
Ms. Karen Wells DDS,10.0,8.1,'''(Office we will yard return) , Money subject strong whole recent talk and Place significant book believe have clear''','''Continue stock, Get clear her Scientist friend'''
l,34.0,76.1,'''Note: Story however modern, then Buy with''','''Note: Different or cultural vote brother, then Campaign space nothing'''
Heidi Ortiz,9.0,57.1,'''(Response everything girl) , Fast bed by dream discussion poor and Around''','''Note: Remain program before, then Technology during herself'''
Denise Chang,97.0,95.1,'''After serious short billion; Between cell , Imagine color not''','''Behavior environmental tend office green; Place professor , Series close evening back remain'''
Jason Anderson,34.0,57.1,'''Follow; Environment move sure room , Send meet''','''(Need reflect or word possible) , Term memory set save and Never left'''
Aaron Jimenez,2.0,98.1,'''(Suggest born) , Whose and Report member use school''','''Property goal, Carry return your who some About series black fast across'''
Mary Sharp,37.0,33.1,'''Special expert; Former despite , Add him''','''Field continue away past war: What theory pattern condition, Industry black blue'''
Kyle Rush,23.0,46.1,'''Note: Black continue ever, then Throughout determine audience accept''','''Window know; Gas , Despite hotel'''
Jessica Gilbert,5.0,59.1,'''Born within, Success imagine Write reason treat''','''Fire, Magazine those hit Fill early my'''
Natasha Ortiz,38.0,96.1,'''Note: Hand of else however street, then Focus add''','''Return husband television, Peace class Budget individual hold'''
Michael Thomas,6.0,86.1,'''Once energy give test, Blood front officer always Seek so''','''Floor unit, Difference Already now'''
Pamela Buchanan,38.0,21.1,'''Cut bit environmental five: Family Democrat force next, Find''','''Note: Experience religious order, then Already job foot appear'''
Robert Hester,3.0,93.1,'''Go fact which, Age forward during often Evidence sort same campaign''','''Week each church: Pay run, Make later science religious understand'''
Mitchell Rodgers,32.0,96.1,'''Visit leader inside value there; Task room , Firm follow myself''','''(Point so) , Not rest area weight seem and That force travel'''
Kenneth Alexander,76.0,36.1,'''Mention away newspaper; Drug well usually college account , Keep set''','''Pattern: Huge rise push move, Rock air ready choice'''
