name,username,salary,price,message,note
Kari Williams,kari_williams_4284,83.0,68.1,'''Whose system suddenly top president make: Along important long, Street citizen food forward baby mission''','''Believe, Part particularly development Concern future week'''
Justin Gonzalez,justin_gonzalez_7740,,90.1,'''(Class three travel wait they) , Check care and Girl minute statement''','''Note: Director push over, then Leader this'''
l,jessica_frank_9234,73.0,92.1,'''Note: Whole attorney, then Shoulder almost owner''','''(Organization suddenly magazine) , Particular night service technology since and Book apply say'''
Sarah Perez,sarah_perez_1608,9.0,15.1,'''(Entire surface too) , Half child blue and Use pay''','''(Remain get) , Our and Cover kitchen central south form water'''
Brandon Ford,brandon_ford_1669,77.0,94.1,'''Strong very: Institution, Structure age thank''','''(Site strategy pressure blood what) , So couple and Role'''
Johnny Pugh,johnny_pugh_9385,76.0,11.1,'''Line require; Single individual executive city , Strong''','''Just however north employee, Nation improve director difference despite Reach thank'''
Rhonda Douglas,rhonda_douglas_1771,90.0,86.1,'''Enter stand task, Kid science Notice up three form''','''Only nice manager; Wonder research pressure such product increase , Yet region'''
Joe Jones,joe_jones_7520,23.0,93.1,'''Run project knowledge; Arrive nice , Worry single''','''(Central name) , Usually although many and Guess'''
Jimmy Richards,jimmy_richards_5751,74.0,87.1,'''(Subject) , Left and Put''','''Page make become today; Consider you where grow without , Reality attention'''
Craig Robinson,craig_robinson_0548,28.0,49.1,'''Identify benefit push physical determine: Heavy, Experience approach Mr concern''','''Note: Deal, then Show south culture still suffer'''
Diana Kennedy,diana_kennedy_1208,93.0,55.1,'''Should they star; Form movie scientist professional , Work entire''','''Single leg task: Thing paper it, Series talk'''
Jerry Carpenter,jerry_carpenter_2047,34.0,72.1,'''Art few; President create whom , Into before nearly''','''Gun: Might, Consumer peace'''
Sabrina Adams,sabrina_adams_3873,74.0,38.1,'''Note: Fall lawyer keep name throw, then Home stuff study''','''Amount easy impact that; Capital left , Week become receive'''
Jeffrey Day,jeffrey_day_0470,63.0,66.1,'''(Region save) , But party story hear growth and News serious financial stuff''','''Note: Land, then Standard would society'''
Alexis Phillips,alexis_phillips_7039,87.0,44.1,'''(Campaign television reach) , Deal gun coach maybe beyond and Down usually''','''Note: During military, then Kitchen us college yet also almost'''
Jamie Schwartz,jamie_schwartz_9366,100.0,63.1,'''Price need raise, Buy tell success Left cover''','''(Continue possible yourself organization) , Apply and Appear approach'''
Susan Griffin,susan_griffin_8017,55.0,12.1,'''Drive always; Trade trade near answer , High least single hard their appear''','''(Science) , You rich certain serve newspaper yeah and Water attention'''
Jennifer Alvarado,jennifer_alvarado_1477,91.0,48.1,'''Note: Economy low, then If already''','''Two fear wear seem occur; Red , Smile summer'''
John Jenkins,john_jenkins_7529,100.0,,'''Child reason, Decade contain dark truth Stock forward''','''(Establish difference box) , Three site and Produce'''
Lisa Conley,lisa_conley_8431,27.0,49.1,'''Get meet nearly: The statement task, Owner I your''','''Machine more: Face idea party yet management exactly, Business tell'''
Brenda Jones,brenda_jones_1537,23.0,67.1,'''(Official way) , Successful discover it radio already seat and Need stop young''','''Note: Box across expect language inside, then Attorney suffer dog marriage'''
Mary Gonzalez,mary_gonzalez_1988,69.0,88.1,'''Eat eye specific; Subject control learn , Participant ago tonight central''','''Note: Agreement something significant kitchen along, then Along fish'''
Kayla Carlson,kayla_carlson_6588,3.0,8.1,'''(My popular contain policy) , Because parent behavior movement message and Operation garden store''','''(Spend course) , Military natural and Establish'''
Michelle Peters,michelle_peters_4211,33.0,53.1,'''Note: Study leave, then Suggest experience method''','''Person president: News, Work write'''
