# This is a comment line to skip
username,salary,note,review
maurice_murray_5909,80.0,'''Note: Nemo modi repudiandae quis amet, then Soluta dolorem voluptate''','''Deserunt similique, Dolores vitae cum Dolores reiciendis dolorum sunt'''
dale_rhodes_7527,98.0,'''Explicabo: Saepe mollitia, Earum porro''','''Placeat odio itaque: Similique expedita, Cupiditate hic quo'''
rhys_day_2652,14.0,'''Minus; Rem enim magnam , Cum eius ab necessitatibus quibusdam''','''Laboriosam; Magni voluptate , Non eligendi modi fuga'''
dr_craig_8313,87.0,'''Voluptate vel cum ratione nesciunt: Velit, In inventore iure''','''Note: Ratione deleniti ut dolore accusamus, then Aliquid ut'''
ms_rose_5076,55.0,'''Aperiam minima; Perferendis , Quaerat''','''Amet officia provident iure: Beatae repellat omnis necessitatibus libero, Architecto officiis vero'''
jason_brown_1672,75.0,'''Iste odit tenetur, Pariatur similique perferendis Praesentium ipsam perferendis porro''','''Corrupti asperiores; Sunt , Unde repudiandae nisi repellendus fuga'''
jack_randall_1731,44.0,'''Sequi: Non iste in error, Illo optio voluptas laboriosam distinctio veniam''','''(Libero ea nemo) , Tempora and Maxime temporibus deleniti'''
lydia_savage_4443,29.0,'''Tempore ea: Nobis excepturi pariatur, Perferendis est''','''(Aliquam voluptatem placeat eligendi veniam) , Optio ea iure and Quidem culpa maxime incidunt in'''
dr_baker_1484,45.0,'''Adipisci inventore; Labore , Totam distinctio''','''Ullam; Reiciendis dolorem ipsum tempore , Assumenda saepe minus impedit'''
martyn_davis_5897,44.0,'''Note: Rem iste iusto, then Magni dignissimos''','''Quos amet quisquam; Harum dicta , Explicabo blanditiis beatae'''
georgia_holmes_3195,31.0,'''(Reiciendis fugit veniam) , Ducimus ducimus id and Veritatis explicabo delectus''','''Sint ipsa: Accusantium temporibus ea debitis ut, Iure illo'''
stuart_cartwright_3351,52.0,'''Iure, Nemo omnis Vitae''','''Placeat vel ipsam, Eum consectetur non Consequuntur praesentium'''
jacob_abbott_7584,51.0,'''Modi consequuntur nostrum: Quas possimus quae, Dicta non atque''','''Iusto quas: Veritatis tempora, Odio non officia'''
lucy_cooper_9489,65.0,'''Note: Beatae blanditiis ab itaque, then Eaque ipsum doloremque velit inventore quia''','''(Fugiat) , Necessitatibus officiis ad quas quia and Perspiciatis illo amet explicabo ab'''
ms_davies_4928,,'''Note: Minus facere quisquam perspiciatis aperiam, then Distinctio doloribus cumque temporibus esse''','''At natus placeat: At, Perferendis esse a'''
joyce_lloyd_1753,93.0,'''Note: Fugiat pariatur saepe eum vero, then Minus occaecati quod qui molestiae''','''Dolor accusantium, Pariatur pariatur eum quas qui nesciunt Incidunt non eius'''
henry_graham_5834,68.0,'''Note: Laudantium maiores minus beatae quia, then Amet distinctio quod quaerat enim exercitationem''','''Similique architecto asperiores; Doloribus commodi placeat dolorum deleniti mollitia , Aliquam dolore cumque repellendus iusto'''
garry_edwards_3273,6.0,'''Note: Aspernatur eius, then Laudantium beatae in''','''Note: Atque officiis occaecati debitis quidem, then Blanditiis quisquam'''
owen_singh_4094,52.0,'''Note: Magni non cumque quam earum, then Facilis inventore''','''(Voluptatibus neque) , Et laudantium and Eos quidem porro aspernatur'''
karl_cook_0970,91.0,'''Omnis dignissimos quibusdam, Itaque eius consectetur Sunt mollitia cumque''','''Consectetur fugiat; Facere , Illo harum necessitatibus'''
maurice_thompson_8720,80.0,'''Note: Molestiae nobis, then Dicta pariatur corrupti laborum''','''Note: Fugiat architecto, then Facere nesciunt vero'''
miss_hill_5752,64.0,'''Provident natus est; Incidunt deserunt , Voluptatibus veniam reprehenderit a cum''','''(Excepturi quibusdam) , Culpa occaecati saepe maxime velit and Sint vel ex'''
