username	salary	total_count	age	summary	review
raymond_black_8110	5.0	15.1	34.2	'''(Loss open) 	 Brother and Language page marriage majority'''	'''Race very	 Much travel probably last certain Affect'''
zachary_chung_7261	13.0	47.1	51.2	'''Guy market dream blood green; Wish few 	 Probably piece reason'''	'''(Film situation community throw) 	 Leg pull develop capital explain last and Free'''
brandon_gibson_8636	78.0	81.1	93.2	'''(Long page none next) 	 Each water occur treatment and Tonight place'''	'''Kitchen surface hope: Past apply cover	 Us'''
chad_nguyen_7830	59.0	37.1	45.2	'''Avoid attention role trial rate treat modern	 Fly start service Example firm than top'''	'''Final; Nice responsibility past pass 	 Happy itself few suffer'''
dana_lee_3000	43.0	9.1	64.2	'''(Not newspaper everything) 	 Wind yourself and Student through'''	'''Everything indicate away up a: Stop executive do	 Life cut Congress'''
tracy_foley_1477	28.0	91.1	76.2	'''(Instead challenge quite decade) 	 Hundred wife news itself and Type positive determine special'''	'''Note: On agree billion method	 then System very'''
brandon_ortega_4123	88.0	7.1	20.2	'''(With politics election walk buy indeed) 	 Rise become clearly and Magazine'''	'''(Also rich show south) 	 Floor care and Point'''
kyle_morris_4540	38.0	75.1		'''(Quite according vote stage) 	 Ball and Actually letter avoid they'''	'''Indeed itself pressure head role building	 Support wonder Any inside stay entire environment sister'''
kristina_johnson_9934	49.0	8.1	68.2	'''Indicate system social; Rock available conference 	 Could large'''	'''Note: Window may	 then Thank raise individual'''
heather_mccullough_2178	62.0	96.1	87.2	'''Not front authority little; Feel read create 	 Another theory yet sea attorney card technology'''	'''Evening	 Share minute wrong traditional Drug evidence'''
allen_garcia_7888	99.0	88.1	20.2	'''(Mention of development) 	 Third resource true and Food'''	'''Claim plant; Six much to 	 Yard budget car'''
brandy_reed_8296	19.0	18.1	67.2	'''Note: Congress attack	 then Win manage truth'''	'''Pick suffer name heart	 Watch around Century rest democratic history'''
jonathan_lee_1804	28.0	63.1	70.2	'''Respond indeed; Conference religious brother 	 Individual least'''	'''Note: Certainly to long	 then Lead likely investment focus'''
james_simon_9021	66.0	13.1	48.2	'''Note: Place	 then Her economy'''	'''Answer design that office; Experience 	 Employee seem office he audience'''
jonathan_lucas_2519	17.0	81.1	36.2	'''(Clear leave) 	 American bill claim apply and Next ever college much campaign number'''	'''Number president goal	 Challenge available Hundred draw according'''
jennifer_pittman_9035	88.0	4.1	42.2	'''Mean him impact suddenly	 System sea toward believe character civil Role behind trip'''	'''Theory too	 Care treat Hit finish media'''
mr_dvm_4392	94.0	84.1	14.2	'''Seat; Notice dark 	 Son'''	'''Company action high always	 Drop end establish market give two Agency its focus'''
danielle_martin_1047	58.0	99.1	30.2	'''Base body ahead; Effect prove 	 Send much'''	'''Whole finally discover; Affect 	 During voice'''
joseph_hobbs_1827	63.0	45.1	71.2	'''Idea account: Pm describe	 Age feel'''	'''Close: Network all	 Drug'''
michael_ross_2430	67.0	52.1	26.2	'''Likely loss: Despite blue	 Over from size'''	'''Lay computer keep memory	 Various hard hit least Enjoy staff'''
john_williams_1090	57.0	45.1	77.2	'''Note: Carry government	 then Can indicate attention black'''	'''Employee these forget away report; Within participant while however story 	 Measure'''
mary_young_5922	34.0	7.1	87.2	'''Note: Need improve ever wall character	 then Hotel evening'''	'''Method picture: Want doctor	 Cause idea'''
mary_craig_3392	54.0	74.1	21.2	'''Note: Side great camera	 then Nearly moment crime'''	'''Note: People some administration collection	 then Us fast however take newspaper sound'''
sean_stewart_2296	83.0	40.1	26.2	'''Expert personal easy movement	 Agent join ago thus through the Baby minute three'''	'''Current computer anything discussion bag speak; According foreign against 	 Computer fact'''
eric_carpenter_7090	74.0	31.1	71.2	'''(Unit allow through a) 	 Garden action economy and Find three land close stop'''	'''Sit best three: Need state	 With today'''
john_long_4230	97.0	77.1	52.2	'''Note: Wrong nearly	 then Real account appear'''	'''Note: Change law	 then Travel herself'''
william_riley_3188		80.1	88.2	'''Agreement country sound until better: Too only	 Hope full'''	'''Note: Too how exist ground	 then Value but push'''
jason_campbell_0617	87.0	78.1	75.2	'''Cell charge exactly; Cultural 	 Data'''	'''(Accept brother cause) 	 Rule and Successful other culture sense'''
ashley_lowe_3650	75.0	97.1	30.2	'''Note: Administration order meeting	 then Beautiful week to return issue'''	'''(Finish significant) 	 Buy and Television structure north guy expert policy experience'''
gregory_stafford_5495	61.0	29.1	74.2	'''Assume less yard: Local product	 Others recent'''	'''Strong thought	 Tax actually food Rich'''
lauren_harris_4729	16.0	93.1	96.2	'''Note: In organization	 then Strong'''	'''Note: Close the	 then Former decade'''
robert_maddox_0633	1.0	66.1	27.2	'''Magazine adult: Yard significant	 Best'''	'''Event near behavior support; Too eight international 	 Memory southern'''
sean_anderson_2765	69.0	83.1	67.2	'''Get region whole explain: As	 Newspaper foreign true'''	'''On thousand describe build you	 Heart good staff event week So argue'''
derrick_dominguez_0952	5.0	83.1	97.2	'''Box similar	 Same inside big Money main light'''	'''Summer rather career ask	 Happy state toward Student thank perhaps structure very'''
jason_whitaker_7304	70.0		43.2	'''Country high claim: While hospital	 She reflect wonder'''	'''Agent majority	 Draw save Image pressure'''
edward_williams_2405	19.0	81.1	93.2	'''Phone buy agent serve: Office color	 Feel sign benefit themselves black part'''	'''(Fly power quickly tell possible) 	 Activity down the get view and Need in'''
robert_edwards_5581	11.0	78.1	83.2	'''Experience certain; Huge it significant 	 Person concern agree account'''	'''All develop into: Bed big how commercial piece agency environmental	 Production child sister third'''
ronald_anderson_0640	12.0	2.1	37.2	'''Recently	 Word reveal soon Ever'''	'''Note: Recently figure personal	 then Dark speak front'''
michael_weaver_4701	77.0	32.1	61.2	'''Stock often	 Response address somebody Specific investment'''	'''Fill current continue; After those 	 Push understand whatever'''
mike_green_4166	56.0	49.1	93.2	'''Pull enter miss continue	 Model single Evening meet similar friend'''	'''Social	 Prevent commercial Tax interview meet spend'''
renee_santos_4773	70.0	78.1	61.2	'''(Appear Mr bar soldier entire international) 	 Nor figure and Five hit into law'''	'''Hair cold certain; During lay use be wind 	 Whom'''
emily_md_2632	94.0	83.1	68.2	'''Note: Practice	 then Plan hundred food everybody imagine'''	'''Discussion reason; Get town line customer section 	 Little change phone hit democratic'''
james_allen_7986	50.0	47.1	43.2	'''Note: Work	 then Bad happy'''	'''Note: True official bring sign	 then Lot capital paper everybody moment south father'''
lindsay_johnson_5183	63.0	36.1	26.2	'''Structure appear: Administration	 Represent produce rock attention explain'''	'''Ground them view: Dinner above	 Music sometimes real'''
jacqueline_ryan_4313	13.0	19.1	54.2	'''Piece: Form family	 Also also instead'''	'''Relationship must everything one	 Major after responsibility Security explain'''
ryan_watkins_8787	94.0	81.1	50.2	'''Note: Beautiful campaign	 then It impact I news'''	'''Note: Beautiful government alone	 then Guy why let may team guess'''
theodore_miller_3869	5.0	77.1	65.2	'''Note: Charge sell view	 then Action small cultural'''	'''Note: Store five professional six	 then Knowledge figure study'''
catherine_morgan_6723	84.0	51.1	71.2	'''Wide culture	 Statement produce poor appear Act manage'''	'''Bill question much here property: Serve list	 Together audience employee'''
savannah_caldwell_3152	92.0	88.1	50.2	'''Old position decade ball; Brother not pay 	 Across machine'''	'''Put guess feel; Section join accept moment 	 Well people hand western'''
caroline_roman_9202	23.0	81.1	35.2	'''Note: Security later their	 then Music seek rest'''	'''Production	 Inside Before only'''
