username;name;age;score;total_count;summary;comment
troy_lucas_3933;Troy Lucas;92.0;34.1;63.2;'''Note: Push simple; then Meet we heavy mean church want''';'''Note: Anyone play customer; then Feeling picture approach name'''
molly_adams_4909;Molly Adams;85.0;88.1;47.2;'''Note: Nothing; then Land part maintain her lawyer''';'''Election evidence public address share statement; Education expect Everybody Mr'''
laura_patterson_3367;Laura Patterson;66.0;81.1;49.2;'''Note: System degree; then Get who choose nor enough''';'''Whom moment; Parent shake size public radio Too former book case'''
robin_tyler_0287;Robin Tyler;48.0;28.1;94.2;'''Dark see; Although your mind ; Onto someone along nor''';'''(International establish travel care cost left) ; Move all suffer wall move and Though position'''
calvin_ortiz_9836;Calvin Ortiz;64.0;80.1;8.2;'''Gas firm require: Fly mean nothing; Theory give sort''';'''Relate company; Adult sign Central yard especially letter'''
rebecca_moore_8642;Rebecca Moore;24.0;94.1;73.2;'''Note: Piece; then Bank note risk''';'''Class writer place plant say; Always land son Skill president'''
claudia_brown_8636;Claudia Brown;;23.1;65.2;'''Room manage; Program pass weight gas sea ; Think chance music something similar''';'''(Her goal gun) ; Shake audience cut establish and Media recent identify goal source common'''
april_logan_8071;April Logan;90.0;33.1;16.2;'''Begin me; Worker leader draw ; Chair other major especially mouth''';'''Note: Pretty now loss look bag technology; then And energy set'''
chris_ortega_4964;Chris Ortega;100.0;20.1;94.2;'''Common lot: Either paper class; Bed course bed''';'''(Interview report) ; Machine individual place and Strategy'''
katelyn_brooks_5558;Katelyn Brooks;37.0;72.1;79.2;'''Wall start once note bad; She upon strong rise piece Size final''';'''Both position example; Buy pick ; Nation wear'''
lawrence_nash_4902;Lawrence Nash;38.0;36.1;29.2;'''True; Within PM consider church clearly wall Relate''';'''Certainly candidate very: Social task authority agency; Dream'''
david_harris_2627;David Harris;45.0;96.1;86.2;'''Note: Husband evening; then Expert senior''';'''Note: Fall company hospital; then Image economy factor billion address respond'''
steven_ward_5659;Steven Ward;83.0;40.1;50.2;'''High long: Avoid practice main; Act herself''';'''Never tend: Whole party occur; Capital need'''
david_curry_5922;David Curry;7.0;35.1;14.2;'''Have voice dog; Republican Speak decade''';'''Near small: Imagine poor born hour; Participant contain'''
laura_cervantes_2859;Laura Cervantes;44.0;87.1;58.2;'''Note: Work which seven; then Try as''';'''Worker city; Ten party resource Question explain'''
diana_bowen_3833;Diana Bowen;60.0;81.1;88.2;'''(Child) ; Benefit spend and Reason billion laugh reduce''';'''Expect indicate Congress: Strategy ok either; Simply full bad machine'''
kevin_haynes_7359;Kevin Haynes;30.0;69.1;25.2;'''Note: Soldier past; then Drug''';'''Note: Stand space apply cut; then The forward send force'''
albert_welch_6395;Albert Welch;94.0;85.1;25.2;'''See product ball right: In suggest major trial pick we those; Citizen office''';'''(Skin time beautiful) ; At and Least fast'''
ashley_hughes_8242;Ashley Hughes;92.0;35.1;33.2;'''More clearly performance: I pick none floor stay; Spend help''';'''Bill Republican high cut church quickly; Song Serve'''
elizabeth_garcia_2231;Elizabeth Garcia;85.0;65.1;40.2;'''(Writer source face until car how) ; Station miss and Many require down north bank thank theory''';'''Thank once successful knowledge time increase: Dark answer spring set seven hard; Military report instead author'''
cheryl_perez_4405;Cheryl Perez;22.0;38.1;75.2;'''Note: South national American; then Lot ok entire''';'''Structure back; Name magazine whom everything send Able decision'''
raymond_freeman_3456;Raymond Freeman;74.0;36.1;16.2;'''Wall effect; Give law Government material''';'''(Among statement) ; Significant put and Image including or manage'''
jesus_strong_4892;Jesus Strong;32.0;60.1;67.2;'''Move those strategy cause: Relationship air perhaps; Season pressure''';'''(She test whether couple change) ; Election moment benefit sometimes and Teach security'''
samantha_anderson_3444;Samantha Anderson;48.0;93.1;50.2;'''(Door around) ; Song argue back and Game fly''';'''(Military enough still outside) ; Civil whom general appear teach and Should public international kid'''
maria_chavez_3140;Maria Chavez;100.0;56.1;23.2;'''Capital; Voice else final show pattern head Rise answer many''';'''Box product big rise parent once; Hit ever position foot product seven ; Set including sign'''
kelsey_kelley_5300;Kelsey Kelley;22.0;61.1;91.2;'''Note: About mention like; then Later''';'''Note: Lot commercial participant; then Party cold particularly'''
robert_jenkins_5826;Robert Jenkins;10.0;24.1;40.2;'''Note: Or; then Attention day through discover southern despite''';'''Already spend enjoy fish blood; Military image Summer'''
marcus_carroll_8434;Marcus Carroll;66.0;41.1;83.2;'''Cold movement; Type or ; Cost something lose street station''';'''Note: Perform movement serious; then Difficult film stand poor'''
keith_baker_1620;Keith Baker;77.0;65.1;12.2;'''(Special) ; Toward someone trip and Contain difference happen''';'''Interesting policy product action change; Rise tend less Reflect region rise'''
robert_martin_5737;Robert Martin;37.0;80.1;60.2;'''(Nearly American show letter) ; Carry day manager both and Season''';'''Note: Involve; then Decide'''
alicia_singleton_0279;Alicia Singleton;63.0;12.1;52.2;'''Service party Republican; It show ; Professor back win research home''';'''Identify behavior interest present hit; Political perhaps section Human'''
veronica_turner_8172;Veronica Turner;42.0;53.1;31.2;'''Around above; Surface medical life occur Increase benefit''';'''Note: Staff range bank strategy decide; then Part goal'''
timothy_reese_7809;Timothy Reese;86.0;92.1;23.2;'''Analysis investment report care many: Call; Whether ok''';'''Size perhaps follow foot event; Improve ahead ; Professor child'''
tina_lewis_4365;Tina Lewis;4.0;33.1;79.2;'''Threat be; Along bar yeah Story arm within better''';'''Energy large: Several laugh; According specific degree prove'''
angela_blackwell_5922;Angela Blackwell;92.0;;10.2;'''Baby teach choose doctor executive: Fall; Economy''';'''Note: Bad account end probably alone; then Agree good unit'''
christopher_md_6039;Christopher Mullins MD;44.0;29.1;23.2;'''(Pick financial) ; Give law land pretty and Recent close''';'''Arrive stuff every; Spend Central benefit tonight head town'''
harry_silva_6208;Harry Silva;72.0;84.1;7.2;'''Note: Career pattern; then Someone the country''';'''Situation many pattern; Yet before ok Congress one ; Fact radio'''
