# This is a comment line to skip
username;age;note;summary
joseph_nicholson_1369;28.0;'''Recusandae tenetur minima; Vitae debitis ; Nobis eligendi''';'''Accusamus; Facilis ab Adipisci iure deserunt assumenda repellendus'''
janet_bradley_3010;19.0;'''(Consequatur adipisci) ; Alias autem earum praesentium placeat quia and Ipsa alias aliquid molestias officia''';'''Illum omnis minus atque doloremque; Impedit tempora ; Qui nihil earum'''
kyle_bentley_9547;28.0;'''Note: Repellat tempore; then Nemo ad nemo ratione''';'''Dolore; Dicta provident Ut officia'''
joshua_connolly_8403;71.0;'''Reiciendis corporis ipsam cupiditate; Eveniet fuga inventore ; Fuga''';'''(Occaecati) ; Laudantium a cumque iusto and Ab quia distinctio est sed'''
laura_wilkinson_0625;78.0;'''Note: Unde; then Eligendi repudiandae expedita''';'''Repellendus est: Minima itaque architecto quod; Quas corrupti neque'''
mrs_king_9951;65.0;'''Note: Voluptatum ratione sint; then Ratione fugiat''';'''(Pariatur rem nam dolor porro) ; Tenetur commodi and Dolores est'''
jessica_burke_9869;87.0;'''Note: Quidem atque; then Aperiam quos similique tempora''';'''Eum quae eligendi; Ut neque a nihil ; Quam aperiam id'''
kayleigh_jones_1605;87.0;'''Iste amet odio deleniti iusto; Aspernatur nam ratione consequatur nostrum Aspernatur maiores praesentium eaque iure''';'''Minima impedit quisquam et alias repudiandae; Possimus fuga consectetur ; Velit soluta tempore'''
georgia_davis_6157;2.0;'''Sit quia: Assumenda quo debitis; Nostrum dignissimos vitae''';'''Totam necessitatibus laborum: Autem incidunt minima quaerat; Aperiam architecto'''
bernard_cox_6852;84.0;'''Note: Voluptatibus numquam tenetur enim; then Error doloremque perspiciatis eius iure ducimus''';'''Earum quas; Quas quidem ; Eius quis'''
clare_parry_4737;13.0;'''Quae at numquam nesciunt nobis: Consectetur; Assumenda expedita laborum deleniti''';'''In natus inventore corrupti; Esse esse iusto Quibusdam nemo sit minus'''
alex_kirby_3730;39.0;'''Note: Ipsam aliquid quo ad; then Quasi commodi ad''';'''Impedit at reiciendis impedit magnam; Ratione magnam laboriosam Vel aspernatur'''
diana_harvey_0289;48.0;'''(Optio expedita vel) ; Repellendus and Adipisci cumque''';'''Doloribus amet quo consectetur: Ipsam accusantium incidunt quod; Porro rerum doloribus'''
samantha_murray_0497;8.0;'''Necessitatibus: Aliquam deleniti perferendis id; Labore nam incidunt veniam earum enim''';'''Laboriosam eaque; Nulla eos non soluta atque ; Eaque officiis perspiciatis'''
carole_taylor_9523;71.0;'''Note: Cupiditate aperiam; then Sed alias fugit''';'''Corporis; Adipisci culpa possimus Asperiores facere pariatur'''
mr_fletcher_9640;25.0;'''Quaerat repudiandae; Amet nesciunt ; Earum nostrum reprehenderit veniam''';'''Sed amet ratione repellendus; Enim occaecati exercitationem sunt autem dolor ; Distinctio non dolore'''
mohammed_green_7952;86.0;'''Note: Amet ratione voluptate; then In culpa consequuntur''';'''Reiciendis quod tempora recusandae; Itaque quisquam Facere'''
pauline_price_7170;52.0;'''Beatae; Sunt ; Sequi sed''';'''Note: At voluptas provident amet suscipit; then Aspernatur officiis'''
pamela_nicholls_3176;48.0;'''Voluptatem optio aspernatur: Eum porro beatae molestias; Doloremque quam quia et eos''';'''(Voluptatibus quasi tempora dolores) ; Architecto sequi eveniet voluptate and Esse placeat corporis'''
dr_bryan_8043;74.0;'''Dicta; Adipisci velit a deleniti officiis ; Nihil ab totam alias aliquid''';'''(Qui) ; Corporis doloribus id and Error'''
