name	age	total_count	comment	summary
Mary Murphy	40.0	97.1	'''(Personal behind we) 	 Successful small already letter option fire and Building guess'''	'''(Carry grow very consider) 	 Very respond fine local final movement and Enough these until'''
Lori Gray	35.0	24.1	'''Position quickly probably rule join; Hear way along relationship also 	 Kind local western item second'''	'''Note: High have	 then Camera nature one election'''
Dr. Steven Palmer MD	5.0	55.1	'''(Area push push personal we) 	 Card end and Outside artist administration'''	'''(Country add instead official) 	 Under and Do health outside decision'''
Kristi Brown	55.0	24.1	'''Ok owner others	 Tell while care professor stock leader Simply'''	'''Continue; Option 	 Program loss data view light'''
Carlos Park	60.0	88.1	'''Four likely culture daughter drug hold	 Event Hospital woman station miss relate'''	'''Trade plan: Himself technology either run machine civil	 Level good'''
Sandra Davis	61.0	10.1	'''Note: Exactly major mother question south investment	 then Morning career can east'''	'''Dark drug heavy	 Animal town heavy Around business begin'''
Robert Payne	34.0	43.1	'''Note: Role idea here fine attack	 then Court able perhaps'''	'''Note: Worker minute fight let available difference	 then Available minute general save sing'''
Robert Burns	64.0	9.1	'''Note: Form	 then Would prove present young'''	'''Region hit sell	 Traditional imagine throughout data Rule generation indeed'''
Morgan Brooks	87.0		'''(My appear watch ten) 	 Collection film understand and Hear'''	'''Little eye notice; Since indicate future morning 	 Mrs'''
Brittany Tapia	18.0	69.1	'''(Democrat cultural) 	 Another everything and Pay growth goal'''	'''(Couple) 	 Language catch and People no scene less lot'''
Brandy Sanchez	100.0	4.1	'''Five: Increase effort	 Surface exist'''	'''Because grow interest artist away	 Standard child Some challenge because'''
Tiffany Reed	97.0	47.1	'''Deal unit	 Perform Pressure fear play power one run'''	'''Event take	 Brother sing Skill radio'''
Maurice Hansen	74.0	86.1	'''Radio million	 Seem control team him series Less doctor half hot above'''	'''Indeed	 Sense report speak born Challenge machine pull'''
Tanner Lucas	90.0	85.1	'''Note: Prepare them conference	 then Run such choose impact'''	'''Year present	 Sort continue of measure Toward court bring light seem brother'''
Jonathan Miller	11.0	8.1	'''Natural wonder; Energy 	 Human person'''	'''Drug media truth; Get particularly meet remember 	 Between government tree'''
William Lewis	58.0	71.1	'''Relationship effort require: Camera	 Arrive'''	'''Song unit	 Ahead Owner short'''
David Nelson	30.0	38.1	'''Note: So other soldier least pass hour	 then Character must everyone'''	'''(Skin smile director) 	 Opportunity civil important and Feel challenge deep three television'''
Steven Robinson	34.0	91.1	'''Such network piece share make; Certainly record six cup risk energy 	 Early pattern future fear'''	'''During must; Relate 	 Law late fact place area letter nature'''
Todd Reed	2.0	68.1	'''Drop very itself; Manage top process 	 Animal economy training get animal'''	'''Budget hit citizen true brother able	 Democrat marriage Wear necessary into'''
Sarah Jones	70.0	32.1	'''Special end including maybe	 Speak Good another'''	'''(Want try game) 	 Good decade and Billion candidate style provide'''
Rodney Durham	90.0	96.1	'''Citizen our: Director threat care yourself	 Three ok probably reflect'''	'''(Television environment establish probably every special) 	 Own attention and High second whose true common'''
Mark Thomas	19.0	6.1	'''Industry action which trouble; Material issue thank 	 Sure land'''	'''(Beat travel) 	 Congress hear from item least and Whatever great'''
Nicole Hunter		87.1	'''Down choose	 Physical minute Indicate room'''	'''Military give; Piece eat class four couple 	 Until citizen'''
Tyler Williams	27.0	32.1	'''Score; Focus my 	 Area'''	'''(Letter catch) 	 Leave care choice and Recognize million'''
Krystal Ewing	25.0	23.1	'''Note: Rock fund	 then Member pay she'''	'''Rather step bar already many lawyer	 Then direction take very To practice interesting visit necessary'''
Tonya Schmidt	28.0	14.1	'''Note: Stock magazine line today fine laugh	 then Us have upon'''	'''Toward; Anyone total 	 Say Mr trouble'''
Zachary Wilson DDS	19.0	27.1	'''Note: Enough because clearly may thing	 then List already success meet bed cultural'''	'''Car five ground; Seek push 	 Box memory campaign'''
Kristin Woods	52.0	48.1	'''Indeed institution TV: Bed suddenly newspaper give even	 Democratic once'''	'''Note: Guess hard	 then Over player fund identify'''
Paul Hudson	32.0	22.1	'''Note: To best simple keep	 then Prevent fish'''	'''Note: Laugh other next rest	 then Law where'''
George Horne	84.0	74.1	'''Note: Scene south accept together participant	 then Ask her'''	'''Suddenly up assume	 Often single out ahead It mean candidate actually since affect'''
Lynn Davis	11.0	41.1	'''(Room no administration) 	 Few matter lot and Role control state'''	'''Toward: Grow activity	 Author policy must us this lose'''
Ashley Lane	12.0	36.1	'''Available answer around	 Wife To ahead guy million well'''	'''(Dinner apply carry chance) 	 Out population and Life quickly run minute watch different'''
Edward Reyes	95.0	29.1	'''(List buy) 	 Form and Stand various'''	'''Test southern look between	 Thank able PM Note main leave apply'''
Ann Porter	98.0	83.1	'''Talk no; Anyone according remember 	 Practice animal'''	'''Identify save yourself for; Movement even anyone 	 Pass'''
Lindsey Miranda	59.0	21.1	'''Note: Idea none those	 then Those own evening personal'''	'''Occur first; Article within floor expect war 	 Body ball task'''
e	98.0	34.1	'''(Eight out) 	 Check pattern foot size eight without and Whatever almost'''	'''Picture catch bed: Bed rest policy for field	 Determine ability network collection government'''
Timothy Reyes	78.0	34.1	'''True still: And about gun	 Conference line really you work if'''	'''Matter	 Buy skin Exactly these stand morning edge'''
William Mclean	66.0	45.1	'''Force change; Citizen data 	 In discover indeed fund American'''	'''(Alone along kind gas series) 	 Owner ago clearly and Majority according'''
Daniel Castaneda	94.0	16.1	'''Take popular general: Green rate	 Reveal some option'''	'''Color season	 Bar Number professor fine'''
Jessica Edwards	68.0	95.1	'''Course a challenge	 Identify onto Who rock door enough'''	'''Key: She specific probably fine during	 Others recently treat'''
