# This is a comment line to skip
name;rating;score;salary;comment;note
Lucy Hughes;71.0;76.1;9.2;'''Note: Rerum incidunt voluptatem; then A reprehenderit totam''';'''Quo rem nesciunt magnam quibusdam: Repudiandae quam; Incidunt facilis porro animi'''
'Dr Jack O''Neill';14.0;34.1;74.2;'''Note: Enim adipisci unde; then Asperiores''';'''Magnam est possimus qui: Vero minima; Nihil ea'''
Joe Williams;94.0;61.1;53.2;'''Nam molestias amet alias ut; Minus laudantium hic ; Dolorem''';'''Note: Tempore reiciendis esse praesentium; then Iste expedita occaecati'''
Bryan Connolly;;69.1;31.2;'''Atque eum: Saepe dolores nulla similique ipsum; Nihil reiciendis nihil tenetur alias rerum rem''';'''Minima officiis; Culpa a ; Nisi praesentium blanditiis illum'''
Carl Bell;2.0;16.1;19.2;'''Note: Eum fugiat; then Quos ex optio esse ad eum''';'''Rerum natus tenetur beatae nisi natus; Laborum temporibus provident molestias numquam Non modi recusandae'''
Jacob Hart-Goddard;59.0;82.1;61.2;'''(Atque commodi) ; Sunt ab aut sit and Consequatur inventore omnis explicabo occaecati''';'''Note: Cum ex; then Similique ducimus'''
Alexandra Davies;11.0;66.1;;'''(Corporis) ; Itaque iure and Laborum impedit non''';'''Note: Dignissimos laborum; then Sit architecto repudiandae'''
Mr Jack Burns;1.0;89.1;91.2;'''Corrupti rerum magnam; Exercitationem esse Laborum nulla corporis ipsum''';'''Nesciunt quaerat perspiciatis rerum; Molestias veritatis Nihil modi quos quibusdam'''
Mohammed Hunt;54.0;55.1;94.2;'''Suscipit: Voluptas dolor; At ab asperiores''';'''Note: Non dolor culpa laborum laboriosam eligendi; then Laboriosam ipsam'''
Dr Leslie Lee;99.0;76.1;42.2;'''Quibusdam veritatis voluptatem; Omnis libero aperiam Esse''';'''Note: Suscipit excepturi vel distinctio dolor quaerat; then Natus consectetur non'''
Janice Smith;9.0;64.1;19.2;'''Vero: Non fugiat placeat odio; Sed asperiores inventore quasi consectetur temporibus''';'''Dicta nulla consequatur quaerat deserunt: Omnis enim cum; Rerum'''
Kirsty Hurst;41.0;44.1;63.2;'''Ipsum deserunt dolore reiciendis; Beatae ; Autem sunt nobis optio dicta''';'''Note: Adipisci; then Numquam maiores ad'''
Grace Evans-Green;62.0;64.1;15.2;'''Enim nostrum aspernatur nisi eveniet qui; Architecto impedit itaque sequi ; Asperiores''';'''Minima at assumenda sapiente: Reiciendis; Ea nesciunt'''
Susan Bibi;33.0;99.1;93.2;'''Tempore corrupti voluptatum rem aliquam: Ipsum assumenda modi; Voluptas atque recusandae''';'''Soluta fuga; Ducimus ratione voluptas Incidunt magnam quas'''
Tom Donnelly;37.0;66.1;58.2;'''Libero necessitatibus soluta: Recusandae quibusdam quidem; Deserunt''';'''(Reprehenderit nam odio beatae in culpa) ; Distinctio praesentium distinctio quia and Et quaerat autem rem'''
Dr Edward Wright;29.0;91.1;67.2;'''Perspiciatis laborum cumque: Deserunt; Quaerat''';'''Qui est; Suscipit eum porro voluptatem ; Modi debitis illum'''
Roger Patel;79.0;81.1;97.2;'''Molestias eveniet architecto: Provident quia; Excepturi''';'''Repudiandae; Blanditiis similique explicabo Unde ea dolorem'''
Dylan Stephenson-Williams;46.0;75.1;57.2;'''Aspernatur tenetur; Nostrum saepe ratione ; Eius natus iure corporis''';'''Sapiente illum eaque: Ex excepturi; Voluptatum debitis consequuntur eum'''
Diane Warner;40.0;31.1;92.2;'''Note: Modi alias; then Consequuntur dolores iusto''';'''Laudantium; Repellendus expedita suscipit Iure officiis'''
Ms Megan Davison;15.0;;18.2;'''Est iusto quae; Nulla aliquam porro Voluptates natus sint quod et''';'''(Dicta et) ; Saepe iste and Totam'''
Ms Jill Barker;4.0;42.1;80.2;'''Error esse quas; Recusandae nemo molestiae voluptatibus ; A libero quaerat quas''';'''Eaque voluptatum corrupti ab cum; Esse doloribus dolorum temporibus occaecati iusto Quidem sapiente'''
e;94.0;76.1;56.2;'''Officiis exercitationem dicta natus; Quidem quisquam dignissimos velit Id nostrum vel quos''';'''Repellendus sunt labore: Porro nihil; Harum quae iure itaque laudantium'''
Neil Green;66.0;39.1;39.2;'''Ipsum mollitia; Repellat ; Amet''';'''Note: Reiciendis laboriosam pariatur; then Odit id'''
Ms Alison Tucker;47.0;59.1;12.2;'''(Et reiciendis) ; Nemo modi facere quisquam error and Fugit''';'''Note: Ad molestias odio molestiae sit ad; then Culpa voluptate'''
Jasmine Hussain;54.0;93.1;99.2;'''Voluptates at laudantium repudiandae expedita quos: Nihil; Blanditiis debitis tenetur aut ab''';'''Eligendi officia; Est exercitationem Autem dicta sapiente quo neque ab'''
