username	name	total_count	score	rating	comment	summary
donald_macdonald_1802	Donald Macdonald	69.0	46.1	71.2	'''Dolorem dolores nobis; Quidem iure 	 Ullam natus'''	'''Aperiam	 Eum id fugiat quisquam dolor Nam voluptas possimus'''
mr_naylor_6997	Mr Albert Naylor	84.0	52.1	50.2	'''Nobis	 Nostrum corrupti voluptatum libero Enim vero soluta esse commodi'''	'''Rerum nobis officiis: Eum sunt placeat	 Possimus quisquam dicta aliquid nemo est'''
helen_hill_1741	Helen Hill	41.0	54.1	7.2	'''Inventore reiciendis pariatur repellendus veritatis	 Error Nesciunt laborum amet'''	'''Note: Labore quae	 then Voluptatem temporibus distinctio'''
dr_moore_2952	e	82.0	30.1	54.2	'''Note: Minus fugit porro blanditiis	 then Corrupti soluta impedit'''	'''Dolor dolore eveniet rerum; Aliquid nulla architecto 	 Aut'''
mohammad_mitchell_4684	Mohammad Mitchell	24.0	72.1	47.2	'''Laborum animi error: Beatae	 Aut sequi minus necessitatibus hic'''	'''Laboriosam impedit illo quae; Ipsum rem ad ipsum 	 Iste doloremque minus aliquam quidem'''
allan_sanderson_9092	Allan Sanderson	63.0	86.1	56.2	'''Placeat tenetur: Ea amet	 Voluptate nobis'''	'''Accusantium ratione: Maiores autem eum vitae	 Dolores ab optio et'''
terence_sims_6228	Terence Sims	68.0	53.1	37.2	'''(Amet) 	 Sunt quibusdam nisi reiciendis and Officiis'''	'''(Facilis) 	 Sed optio quis nihil dolorem magni and Nihil magni dolore numquam veniam'''
mr_jackson_0174	Mr Abdul Jackson	6.0	46.1	84.2	'''Nisi architecto non eligendi	 Ad quod Non veniam laboriosam quis'''	'''Note: Aliquam quod natus	 then Deserunt'''
dorothy_jones_2815	Dorothy Fletcher-Jones	80.0	50.1	76.2	'''Note: Itaque iusto aspernatur porro ducimus hic	 then Officia iste delectus'''	'''Note: Ipsam aut eaque harum	 then Dolorem et quas'''
ms_hall_5732	Ms Jean Hall	66.0	50.1	63.2	'''Note: Vel	 then Dolorem tempore accusamus eligendi labore'''	'''(Nulla) 	 Possimus quisquam odit and Modi optio asperiores'''
mr_giles_7170	Mr Denis Giles	26.0	39.1	69.2	'''Suscipit et; Nesciunt maxime 	 Dignissimos'''	'''Mollitia fuga error ratione	 Ratione Veritatis unde'''
ms_lees_4691	Ms Karen Lees	55.0	27.1		'''Fuga vitae suscipit tenetur; A quaerat 	 Soluta nemo labore ex'''	'''Note: Optio voluptatem debitis ab	 then Fuga mollitia neque'''
justin_jones_9135	Justin Jones	35.0	37.1	19.2	'''Note: Sequi nemo earum	 then Aliquid possimus nobis facilis'''	'''Alias ea; Voluptatem quod harum veniam cum 	 Id hic natus libero magnam blanditiis'''
mr_mason_7319	Mr Vincent Mason	55.0		69.2	'''Placeat rerum	 Earum veritatis quae Atque ducimus repellendus reprehenderit dolor'''	'''A delectus nobis fuga explicabo	 Nostrum quasi dolorem aliquam ad Porro ipsum culpa iste'''
rosie_taylor_1308	Rosie Taylor	89.0	57.1	3.2	'''(Delectus et ducimus) 	 Dicta dolores sunt and Voluptate nobis quae et'''	'''Unde facere inventore	 Odio accusantium eveniet doloremque unde aut Impedit unde optio enim'''
jasmine_cox_8578	Jasmine Cox	1.0	55.1	55.2	'''(Quis repellendus) 	 Temporibus totam ducimus blanditiis itaque laudantium and Rem voluptatibus praesentium'''	'''Quae error; Quia magnam 	 Eius labore'''
dr_wallace_1804	Dr Philip Wallace		24.1	84.2	'''Sunt sapiente quidem rem esse: Ipsam dolorem facere	 Necessitatibus pariatur porro'''	'''Note: Rem ipsam ea cupiditate praesentium similique	 then Laboriosam maxime soluta iure'''
phillip_murphy_2730	Phillip Murphy	88.0	11.1	4.2	'''Facilis soluta	 Minima Doloremque delectus ipsa blanditiis'''	'''Repellendus debitis veniam aliquam: Beatae voluptates pariatur velit	 Omnis quisquam'''
karen_barrett_4108	Karen West-Barrett	3.0	14.1	64.2	'''Corporis; Facilis sit 	 Similique minus'''	'''Cum quia soluta officia ipsa	 Aperiam reiciendis ipsum Ipsum harum eligendi fugiat totam delectus'''
craig_dean_1081	Craig Dean	20.0	83.1	87.2	'''Consequatur animi	 Ab adipisci eum Sapiente maiores assumenda dicta ad'''	'''Note: Excepturi beatae quo voluptatibus eius	 then Ad ullam'''
