username,name,score,salary,rating,message,description
janet_lane_9443,Janet Lane,74.0,51.1,43.2,'''Odit similique minima, Laudantium eos Ipsam placeat beatae qui''','''Illo fuga: Dolorum, Minima'''
mathew_scott_6445,Mathew Scott,90.0,21.1,37.2,'''Quaerat excepturi nisi, Eum assumenda Eum laborum''','''Dolores fuga cupiditate dicta vel: Eos quia, Voluptatum iure laborum'''
mr_jackson_4452,Mr Jonathan Jackson,68.0,53.1,76.2,'''Note: Fugiat, then Blanditiis alias qui commodi velit''','''Vitae: Rem, Quaerat accusantium officia saepe'''
dr_nolan_7139,Dr Glenn Nolan,44.0,31.1,10.2,'''Ea corrupti: Doloribus, Inventore voluptatum''','''Note: Quaerat cumque, then Nostrum'''
lynda_brown_1291,Lynda Brown,88.0,52.1,10.2,'''(Aperiam quia repellendus beatae) , Voluptates corporis and Tempora dicta molestias distinctio''','''(In) , Nobis id voluptas ad and Nihil nostrum velit'''
dominic_robertson_1738,Dominic Robertson,15.0,26.1,58.2,'''Suscipit, Repudiandae unde architecto eum officia Unde ad doloribus''','''Note: Cum rem, then Possimus excepturi voluptatum'''
ian_rahman_5734,Ian Barker-Rahman,20.0,39.1,3.2,'''Illo; Culpa atque , Est itaque velit''','''Incidunt nisi neque; Commodi eum similique laborum , Veniam explicabo suscipit numquam'''
mr_ward_7990,Mr Toby Ward,,49.1,10.2,'''Nisi magni voluptas; Fuga saepe rerum nostrum , Perspiciatis aspernatur id''','''Note: Quos ut, then Iusto minima'''
terry_gould_3028,Terry Gould,40.0,79.1,98.2,'''Doloribus accusantium magnam: Sapiente officia hic et, Iure harum non fugiat animi possimus molestiae''','''Amet voluptate nihil, Error maiores unde consectetur unde debitis Voluptate aliquid ipsum'''
jacob_woodward_5446,Jacob Woodward,3.0,34.1,18.2,'''Maiores; Nihil , Porro deserunt deserunt quas ratione''','''Neque tenetur molestiae, Dolorem similique earum explicabo Quos itaque nulla exercitationem ducimus'''
stanley_campbell_0469,Stanley Campbell,37.0,15.1,67.2,'''Note: Corrupti vel reprehenderit vitae at, then Facere voluptates''','''Note: Atque exercitationem quia, then Ullam esse'''
ms_cross_2247,Ms Heather Cross,4.0,67.1,80.2,'''Note: Earum dicta perferendis, then Quasi eius''','''Corrupti officiis veniam nesciunt rem, Dolores totam Temporibus placeat voluptatum'''
declan_harrison_9895,Declan Harrison,34.0,11.1,36.2,'''Alias cupiditate ut; Ut , Exercitationem''','''Eum reiciendis iste itaque, Quod illum eveniet Quidem'''
howard_shepherd_1755,Howard Shepherd,22.0,27.1,46.2,'''(Quod placeat quas) , Non quod repellendus and Eligendi id non veniam''','''Distinctio molestiae iusto; Cumque magni assumenda , Voluptas illo quod provident hic'''
