# This is a comment line to skip
name;username;score;total_count;salary;description;summary
Megan Thompson;megan_thompson_6496;89.0;93.1;16.2;'''Economic necessary growth; Entire year exist though letter Success glass''';'''Toward instead: Must; Performance against'''
Claire Simon;claire_simon_8402;41.0;14.1;100.2;'''Note: Writer TV imagine; then Outside growth hit success''';'''Of modern; Any describe different sound ; Child describe'''
Jeffrey Jackson;jeffrey_jackson_9849;39.0;50.1;74.2;'''Year call eight degree later; Item she Agency group interview cost sign''';'''Claim partner; Yard Nothing'''
Samantha Thompson DDS;samantha_dds_3209;;13.1;75.2;'''Call: House use; Son keep TV policy minute''';'''(Option data matter) ; Result without and So'''
Katherine Jones;katherine_jones_1630;70.0;30.1;27.2;'''Note: Near early system imagine peace; then Who official''';'''Cause throw; Either issue Professional protect thousand feel section'''
Christine Villanueva;christine_villanueva_9205;65.0;14.1;50.2;'''Doctor check; Of wide teach ; Not fear''';'''Sign spend base performance none; Management see Painting for billion scientist wall'''
Amy Pearson;amy_pearson_6897;100.0;22.1;97.2;'''Result board; Edge effect animal guy make adult ; Former''';'''(Various friend) ; Whose explain inside and Offer'''
Tiffany Smith;tiffany_smith_3335;62.0;24.1;38.2;'''Traditional land too; Development culture current ; Responsibility individual from''';'''Significant pretty within benefit true; List field leave relate Owner word lawyer'''
Crystal Paul;crystal_paul_5226;29.0;43.1;37.2;'''(Skill during window) ; Of and Exist theory expert fund''';'''Note: Avoid side he; then Water authority some citizen sport five'''
Kerry Manning;kerry_manning_5181;11.0;65.1;25.2;'''Recognize actually; Sea Adult beyond serve already''';'''Note: So bed power woman; then Character region deep worker lawyer'''
Kimberly Mcdowell;kimberly_mcdowell_4155;30.0;23.1;89.2;'''Land camera safe personal; Federal Plant central exactly level know''';'''Nice defense standard: Work recently lead; Appear building'''
o;elizabeth_harris_9601;35.0;51.1;4.2;'''Something skin can; Entire ready Kind whole chance''';'''Somebody cost another: Thousand around help others; Husband however energy'''
Kimberly Castro;kimberly_castro_3958;47.0;67.1;12.2;'''Property: Response; Mr middle off carry peace when''';'''(Middle oil) ; Decade would and Method social'''
Jenny Brown;jenny_brown_4052;91.0;73.1;86.2;'''Administration list boy; Administration player enjoy rich produce choose Answer tend place base large''';'''Last try; Born than tree figure decision least gun Cultural final'''
Michael Bradford;michael_bradford_4870;13.0;26.1;63.2;'''Foot goal day time big; We direction because card ; Southern''';'''Note: Place skill cold start energy; then Apply ago check'''
Michelle Rosales;michelle_rosales_0320;91.0;;19.2;'''Note: Happen world control; then Improve throw traditional''';'''(Really) ; New affect outside wrong trouble human and Hospital treat rule pass'''
Taylor Gray;taylor_gray_3939;73.0;17.1;12.2;'''Son method gas; See result player figure ; Baby card small''';'''Big girl power house: Run outside race without; Head call evening'''
Crystal Hammond;crystal_hammond_5140;10.0;28.1;2.2;'''Have type; He floor bring happen decide prevent Both arm''';'''Nature full never; Day yourself our Effect father go value television'''
David Mitchell;david_mitchell_8371;16.0;20.1;;'''At network executive: Certain where administration; Seat respond training''';'''Can chance receive; Thousand if discover though To including'''
Andrew Arnold;andrew_arnold_1713;37.0;18.1;84.2;'''Note: Catch that court few produce; then Thing entire everyone''';'''(Term huge) ; Church dinner former and Do ahead all economic speak paper'''
Ashley Williams MD;ashley_md_5825;27.0;10.1;97.2;'''Owner turn month choice; Budget read training feel Relationship''';'''Others statement particularly; Born drive prepare ; Republican'''
James Jensen;james_jensen_8289;30.0;95.1;71.2;'''At no feeling street teacher; Purpose Least TV''';'''Find consumer per; Lot address work Task event agreement'''
Melanie Fuentes;melanie_fuentes_3451;10.0;37.1;17.2;'''Today television next; Perform card place ; Oil appear''';'''(Condition contain enough affect industry) ; Total market including system Mr and Great draw'''
Douglas Ferguson;douglas_ferguson_1542;68.0;8.1;52.2;'''Idea; Few garden ; Itself''';'''Learn major tax base range; Next ; Each read network'''
Mr. Isaiah Acosta;mr_acosta_9701;42.0;58.1;90.2;'''(Day room) ; Answer play woman wide and Money authority vote statement''';'''Yes move purpose clear issue; Certainly after collection including everybody face Agree foreign'''
Lori Saunders;lori_saunders_6957;17.0;87.1;10.2;'''Stage pick authority; Step conference Beyond message''';'''Who citizen less side upon couple; Like traditional today under front Her local'''
Donald Green;donald_green_4053;7.0;85.1;63.2;'''(Indeed) ; Lay job and Official home month wind really''';'''Push station; Draw red ; Price other major memory network western'''
Stephanie Woodard;stephanie_woodard_4309;22.0;25.1;49.2;'''Center glass first; While continue garden ; Bank project employee have but''';'''On major only mean: Without improve near; Degree remember here sound'''
Timothy Clark;timothy_clark_9697;52.0;57.1;9.2;'''Ahead sit long crime; Focus check green ; Three west message''';'''Civil modern: Or rule establish hair; At professor'''
Joshua Wilson;joshua_wilson_3753;7.0;39.1;70.2;'''Church particular; Claim not great fire professor Discussion pattern''';'''His there; Congress yet that remain Bad poor'''
Angela Holden;angela_holden_8656;46.0;75.1;87.2;'''Note: Listen race tonight east; then Brother around side family''';'''Note: Section or; then Character government heart ok'''
