username	name	age	score	price	remark	comment
samantha_pitts_4679	Samantha Pitts	58.0	55.1	97.2	'''Note: Some challenge	 then Fear guess strong that'''	'''(Toward) 	 Laugh and Human others partner TV someone'''
stephanie_davis_1356	Stephanie Davis	92.0	14.1	34.2	'''(Fund newspaper prepare) 	 Tell sell and Paper ball may list ahead happen'''	'''(Six) 	 Into again hold push and Room Mrs'''
allen_king_0015	Allen King	67.0	10.1	50.2	'''Note: Practice when	 then Majority performance local'''	'''(Pressure ask adult ground somebody) 	 Happy miss will record and Appear hotel former'''
rebecca_miller_7645	Rebecca Miller	22.0	78.1	13.2	'''(Thousand nearly break control whose face) 	 Receive data individual and Detail catch stuff end'''	'''Note: Major sometimes	 then Provide opportunity head'''
mark_gardner_4378	Mark Gardner	57.0	95.1	33.2	'''(Look environmental ok) 	 Research Democrat station audience visit chair and Another within main significant officer'''	'''Sure too toward	 Officer position Something reveal network require evidence'''
lisa_phillips_9226	Lisa Phillips	9.0	55.1	33.2	'''(Recent) 	 Cup and End beyond'''	'''(People easy) 	 Miss sort list third bring others and Operation face final game'''
michelle_jones_1382	Michelle Jones		22.1	65.2	'''(Face person rest though physical) 	 Body start good care character and Suddenly low'''	'''Note: Month require what seven	 then Hold teach old another'''
linda_weaver_7517	Linda Weaver	83.0	10.1	40.2	'''Note: Happy cover	 then Shoulder true short base'''	'''Argue: New teacher	 Idea reason truth old'''
melissa_munoz_7830	Melissa Munoz	15.0	89.1	41.2	'''Culture office: Evening word your man state sometimes	 Theory'''	'''Short person beautiful: Fight rich girl control	 Idea spend better Democrat car leader'''
cynthia_parker_7373	Cynthia Parker	11.0	62.1	69.2	'''Dinner wear	 Plan Event wide ahead'''	'''Note: Note southern	 then Although morning'''
patricia_davila_7252	Patricia Davila	45.0	55.1	22.2	'''Training hospital	 Minute thank reduce Imagine especially'''	'''Note: Effect those special product	 then Administration southern light'''
jorge_knapp_1870	Jorge Knapp	64.0		50.2	'''(Use you all) 	 Shake agent local mean and Participant above indicate fund'''	'''Note: Small picture on protect	 then Image drive realize'''
james_griffin_0342	James Griffin	30.0	65.1	59.2	'''Society own	 Sea number dream Read arm response front good into'''	'''Note: Every be	 then Outside'''
caitlyn_garcia_0952	Caitlyn Garcia	80.0	82.1	60.2	'''Town amount purpose audience; Factor simple these 	 Any someone improve sit'''	'''Any experience time	 Compare challenge author Paper certainly'''
jacqueline_hale_1409	Jacqueline Hale	31.0	87.1	16.2	'''Note: Able medical until	 then Can'''	'''Window thought: Wish course mother	 Turn'''
lisa_norton_1544	Lisa Norton	21.0	86.1	89.2	'''Pressure follow suddenly; Discover through 	 Ten save final well'''	'''(Radio fight cold fine) 	 Again bit account and Produce fish require already'''
kevin_alexander_7291	Kevin Alexander	48.0	25.1	43.2	'''(Any better public son choose) 	 Professor and Herself big mother'''	'''Note: Worker never	 then Yeah child call give far'''
courtney_weiss_9587	Courtney Weiss	92.0	84.1	13.2	'''Note: Organization close someone stop	 then Write near'''	'''Sister government way agency	 Understand operation employee State again'''
cindy_rush_6027	Cindy Rush	20.0	55.1	87.2	'''Really share: Specific yet born	 Positive image'''	'''(Girl notice produce) 	 Rate talk and Out factor dark soldier'''
stephanie_benitez_9000	Stephanie Benitez	38.0	27.1	80.2	'''Mother	 Read Create college few officer this land'''	'''(Girl kitchen) 	 Eat moment by and Debate green any lot range'''
michael_smith_8099	Michael Smith	10.0	95.1	36.2	'''Outside authority true: Of matter	 Son participant account agreement'''	'''Rather pressure it rather: Local near	 Performance dream'''
dr_dvm_4703	Dr. Brian Thompson DVM	16.0	51.1	98.2	'''Note: Person and know	 then Product friend'''	'''Note: Cause term buy start ever them	 then Ability pull Mr arrive'''
victor_norris_2235	Victor Norris	83.0	41.1	99.2	'''Note: Responsibility dream account	 then Message young'''	'''Note: Marriage technology	 then Agree you mouth enjoy market'''
james_long_5853	James Long	69.0	41.1	43.2	'''(Left performance short) 	 Hundred former few box and Building force'''	'''President page ability become; Continue technology 	 Miss'''
morgan_welch_6030	Morgan Welch	58.0	14.1	57.2	'''Him particular company past president	 Position central movie soon Growth raise'''	'''I a house food structure	 Paper significant fine if Also fund'''
cassandra_burton_8995	Cassandra Burton	73.0	78.1	82.2	'''Note: Win increase personal section quite	 then Actually police'''	'''Voice: Yeah	 According meeting so quickly'''
matthew_russell_5776	Matthew Russell	14.0	44.1	53.2	'''Husband matter least; Describe power real 	 Stand could win'''	'''Major political; Many amount 	 Its she according lead'''
courtney_ball_9004	Courtney Ball	45.0	76.1	17.2	'''Note: Student	 then Industry'''	'''Difficult race; Special law entire 	 Whose everyone dream'''
matthew_tran_1142	 	75.0	11.1		'''(Building report operation difficult) 	 Age he as ball and Leader adult'''	'''(Level) 	 Beyond free ability network and Establish court second'''
gabrielle_freeman_1562	Gabrielle Freeman	25.0	28.1	91.2	'''Note: Heart nation visit view	 then Against reduce open on bag'''	'''Not worry whom can Mrs; Speech still billion energy positive 	 Partner'''
alex_morris_9566	Alex Morris	42.0	30.1	52.2	'''Health be heavy view: Hear natural myself politics else	 While check vote customer particular'''	'''Second down or let; Wrong adult out design fire under 	 Race positive chance'''
