# This is a comment line to skip
username,total_count,rating,price,note,summary
hayley_sinclair_8161,73.0,82.1,2.2,'''Deserunt molestias architecto in: Accusantium fugit cum quas, Facere quam alias''','''Note: Quos occaecati nam vitae assumenda velit, then Tempore commodi temporibus'''
dr_jones_5356,57.0,67.1,30.2,'''Eveniet quisquam vitae: Autem quo facilis, Consequuntur provident doloremque doloremque saepe''','''Repellendus molestias asperiores, Impedit Reprehenderit veritatis'''
glen_armstrong_7571,41.0,39.1,85.2,'''(Sequi eum) , Tempora eveniet and Vero eum sed tempore''','''Minima magni ea: Quasi et, Est explicabo quibusdam harum tenetur facilis'''
abbie_ali_4200,23.0,67.1,53.2,'''Magnam incidunt: Velit non, Molestiae perferendis''','''Pariatur neque dignissimos ea; Eligendi placeat , Dolores earum adipisci maiores aut perspiciatis'''
raymond_barnett_7055,,67.1,14.2,'''Fugiat cum: Enim hic sapiente suscipit, Pariatur fuga ut odio repudiandae''','''Nostrum quod tenetur: Sapiente porro repudiandae, Error natus quas consequatur pariatur laudantium'''
ms_heath_1836,47.0,18.1,,'''Molestias magnam vitae; Nulla aspernatur , Magni consectetur alias cumque''','''(Ea) , Perspiciatis corrupti nemo sequi explicabo and Harum at rem impedit'''
georgina_dixon_8130,47.0,93.1,43.2,'''Natus officia tempore accusantium autem velit: Quod molestiae odit, Nobis molestias rerum quisquam fugiat''','''Libero enim; Voluptatem at sint facilis , Consequatur modi soluta'''
nicola_thompson_7771,10.0,76.1,82.2,'''Quia, Dolores fugit repellendus ut Fugiat molestias assumenda necessitatibus''','''Assumenda velit itaque corporis; Tempora esse totam , Saepe'''
zoe_hale_1643,81.0,4.1,60.2,'''Quo, Dolores Cum minus animi impedit facere''','''Consequuntur odio quo porro; Dolorem , Consequuntur delectus'''
mr_evans_3190,22.0,,29.2,'''Deleniti quibusdam, Quia ea hic recusandae Molestiae in corporis dolores quam eius''','''Eius; Deleniti aliquam molestias delectus , Maxime repudiandae natus repellat eos hic'''
lynda_clark_3142,59.0,61.1,51.2,'''Note: Magnam, then Quibusdam sunt occaecati laudantium''','''Asperiores repudiandae, Vel ea Possimus iusto doloremque'''
sian_young_2811,34.0,7.1,28.2,'''Sequi harum; Error accusamus maxime , Totam consectetur''','''Nulla tenetur dignissimos nihil; Explicabo placeat enim , Reprehenderit'''
mrs_dawson_4548,7.0,2.1,87.2,'''Note: Magni illum, then Quidem eius''','''Natus nulla quidem possimus; Rem occaecati laborum voluptates , Odio fuga nam veritatis'''
shannon_hall_3210,16.0,10.1,77.2,'''Quibusdam, Ab maiores aperiam asperiores rem Distinctio perferendis quod id soluta''','''Quia est; Harum , Et eos qui in nesciunt'''
dawn_griffiths_0312,18.0,23.1,87.2,'''Ratione repellat fugit dicta dolorem, Praesentium nisi Quis nulla''','''(Excepturi enim molestiae commodi veritatis) , Totam deserunt sunt and Explicabo corrupti illum placeat'''
dominic_alexander_1562,90.0,45.1,100.2,'''Note: Ea cupiditate eligendi iure, then Rerum''','''(Cumque laudantium optio exercitationem minus) , Nemo placeat vel and Qui'''
gemma_glover_8679,49.0,71.1,84.2,'''Dolorem pariatur: Nobis eum dolorum commodi, Blanditiis''','''Ipsum dolor, Doloribus Aliquam id expedita corrupti vel'''
mrs_edwards_3639,25.0,68.1,72.2,'''Et impedit iusto consequuntur exercitationem; Illum dolorem , Praesentium totam saepe consectetur eos''','''Autem ipsam, Ad ipsa fuga libero neque Ea illum ab'''
mr_davies_4871,98.0,37.1,59.2,'''Deserunt expedita laboriosam, Molestiae maiores esse Magnam neque deserunt deserunt''','''Totam; Voluptatibus placeat natus tempore , Quibusdam id'''
jasmine_charlton_9781,86.0,91.1,16.2,'''(Recusandae) , Quo soluta eveniet and Vero dignissimos eos magni''','''Molestias excepturi, Distinctio architecto tempore voluptatem Recusandae'''
elliott_singh_2306,12.0,46.1,13.2,'''(Eaque quae quaerat iusto) , Impedit quae recusandae nihil and Autem consectetur corrupti quidem sunt occaecati''','''(Unde) , Corrupti iste vero alias and Voluptatem fugiat'''
abdul_simpson_4197,54.0,61.1,35.2,'''Note: Incidunt sequi ea reiciendis esse, then Unde itaque ab consectetur''','''Vitae ex, Veniam doloremque ipsam Tempore cum quos'''
anna_spencer_3524,54.0,25.1,80.2,'''(Voluptates alias) , Dolorem suscipit nihil ad and Assumenda amet eligendi asperiores''','''Eum; Eos blanditiis at , Delectus'''
dr_moore_5011,43.0,61.1,51.2,'''Perferendis unde nemo; Repellat aliquam dicta , Commodi fugit sint''','''(Delectus pariatur culpa tempore) , Inventore eveniet aliquid aut perferendis and Ut amet nemo dicta'''
