# This is a comment line to skip
name	age	price	total_count	message	note
Bradley Hall	31.0	47.1	88.2	'''Get direction; Industry 	 Fire guess'''	'''Seek international without	 Here positive through culture care enough Everything turn discover heart'''
Michael Jenkins Jr.	44.0	19.1	26.2	'''Inside kid long another safe; Media 	 Free new role whom or'''	'''(Natural) 	 Product treat and Until lead door there grow'''
Richard Montgomery	30.0	7.1	77.2	'''Everybody	 Reflect discuss Popular somebody party'''	'''(Kind customer word) 	 Forward by heavy and Customer will character occur turn'''
Nicole Stevenson	64.0	31.1	21.2	'''Note: Job reduce imagine	 then Season ten student while'''	'''(Plan better claim) 	 Control baby and Where right design run'''
Mary Howell	39.0	75.1	84.2	'''(Game strong) 	 See budget and Learn some eat deep outside growth'''	'''Note: Green	 then Sound idea language young everything'''
David Spencer	42.0	18.1	92.2	'''Worry partner: Compare argue strong class into describe	 Keep rise worker kitchen conference plant'''	'''(Hit) 	 Area difficult set hot and Painting listen produce'''
Crystal Bradford	15.0	11.1	26.2	'''(Knowledge because) 	 Allow hotel decade political and Thing game'''	'''Tough end control end; Fire research born 	 Condition argue'''
Brenda Parrish	89.0	41.1	29.2	'''Six garden admit section pick	 Trial treatment up Finally fine'''	'''(Off threat minute) 	 As find and Her'''
Jason Mata	52.0	70.1	76.2	'''Box itself live; Season threat 	 Begin help issue memory former you'''	'''Have far; Child up set development board 	 Simply even head how particularly bag'''
Gwendolyn Chapman	34.0	94.1	73.2	'''(Trouble billion speak conference act realize) 	 Interview and Instead wish important nature'''	'''Worry now news right stuff clearly: Attack need or	 Long you expect national'''
William Smith	57.0		100.2	'''Involve bad house	 Read his Series happy'''	'''Along hold lead assume; Design appear 	 Another staff energy'''
Mary Bush	19.0	32.1	93.2	'''(Life executive) 	 System school while however and Stand pretty'''	'''(Keep indicate) 	 That involve during and Me final'''
Peter Beck	44.0	4.1	1.2	'''(Everything yeah step argue civil) 	 Energy deep and Result have send identify'''	'''Easy read before country	 Contain Reduce beyond act'''
John Clarke	63.0	61.1	17.2	'''(Hold) 	 Newspaper modern theory employee and Because century'''	'''Poor work method recognize guy: Son within state quickly	 Out citizen'''
e	35.0	16.1	35.2	'''Note: Green view	 then Minute media world'''	'''West participant situation community station; Vote hour 	 Throw'''
Charles Johnson	40.0	6.1		'''End; Agree 	 News spend issue fine light establish'''	'''Note: History	 then Maybe daughter property human create'''
Nicholas Wallace	73.0	88.1	23.2	'''Note: Interesting age	 then Account school career'''	'''(Table difficult five little this on) 	 That camera successful and Bed'''
Erin Mccann	50.0	77.1	6.2	'''(Local performance) 	 Seem hear day director and Truth too'''	'''Common such full simply blood huge; Expect history 	 Although'''
Tricia Thompson	16.0	44.1	78.2	'''Live inside: Pressure thank easy best wish can	 Once'''	'''Thing produce feel	 Enough hot meet interest Direction while method'''
Shawn Gutierrez		16.1	73.2	'''(Church his man) 	 Adult officer environmental candidate and Pressure actually financial'''	'''Attorney base expert; Poor Republican prove 	 Situation state stop my wait'''
William Crane	47.0	57.1	93.2	'''Ask structure; Shake less let 	 Manage personal your laugh'''	'''(According power beyond black) 	 Put pattern radio and Effort day ball art ever many'''
Matthew Miles	62.0	95.1	80.2	'''Note: Buy beyond	 then Table bill'''	'''(Meeting fall) 	 Ahead and Pretty represent'''
Megan Townsend	27.0	4.1	10.2	'''(Whole beyond) 	 Describe determine house and Hand it'''	'''(Gun wait both) 	 Find ok Congress security throw and Firm hospital reveal'''
