# This is a comment line to skip
name	username	total_count	price	score	description	note
Dustin Parker	dustin_parker_1709	27.0	28.1	43.2	'''His reduce: Though thing	 Bring itself'''	'''(People song just into case) 	 Court speak space and Rise choose world'''
Jennifer Serrano	jennifer_serrano_4091	97.0	6.1	68.2	'''Leader bill evidence: Price discuss	 Avoid'''	'''Note: Save tax let religious	 then Purpose specific'''
Ryan Smith	ryan_smith_8061		93.1	86.2	'''(Figure) 	 Deal west final and Bank your still community'''	'''Simple: Current exactly some	 Owner debate miss cold voice each'''
Scott George	scott_george_5554	86.0	89.1		'''(Laugh same class issue) 	 Class war push lot street and Thousand girl establish'''	'''Answer; Rich rich year behavior true statement 	 Ask see should ok'''
Samantha Wright	samantha_wright_0020	8.0	44.1	21.2	'''Note: As thing season	 then Occur'''	'''Offer	 Several carry glass Often'''
Michael Haynes MD	michael_md_5323	29.0	40.1	54.2	'''(Discuss bar down free) 	 Federal big explain and Center'''	'''(Fine business political) 	 Politics help and Drive direction'''
Ross Gray	ross_gray_1643	67.0	37.1	91.2	'''(Center customer PM cold) 	 Successful get and I hit'''	'''Note: Collection think personal hard	 then Hear draw use education'''
Sharon Nelson	sharon_nelson_7361	28.0	72.1	1.2	'''(Not challenge determine others) 	 Help produce fall speech and Character foreign together plant turn exactly'''	'''(First administration) 	 Pick and Form management allow daughter piece include'''
James Allen	james_allen_1609	69.0	96.1	40.2	'''Movement instead; Interest point year range 	 What hair'''	'''Feeling still	 Culture but Son class factor story'''
Lisa Garner	lisa_garner_8474	85.0	25.1	45.2	'''Note: Claim sister marriage much medical reality	 then Economy individual name'''	'''Same recognize success former: Task	 Campaign sit'''
John Lopez	john_lopez_3847	56.0	96.1	25.2	'''(Training strong speech section man) 	 Five may mind simple firm and Finish project'''	'''Evening allow back relationship; Direction vote sister 	 Watch expert role car'''
 	mariah_brooks_6794	32.0	6.1	26.2	'''Decision civil	 Would final Your hear player'''	'''Study laugh: Thousand many	 Traditional over wonder major'''
Jonathan Rodgers	jonathan_rodgers_7775	5.0	40.1	24.2	'''Serve	 Value Sit why standard'''	'''(Suffer avoid million sister idea) 	 Theory pass should and Century trouble'''
Erika Jordan	erika_jordan_0055	54.0	70.1	31.2	'''(Control) 	 Group back and Reach staff national successful'''	'''Rule apply wear; Audience opportunity 	 Agent room'''
Tristan Owens	tristan_owens_2862	64.0	89.1	44.2	'''Thousand three poor and: With really generation	 Impact tonight when'''	'''Note: Once us	 then Per political figure quickly add'''
Jamie Foster	jamie_foster_1199	87.0	97.1	42.2	'''(Matter address) 	 Way and Surface long subject conference tax'''	'''Themselves positive situation: Child past yeah system	 Well wall drop'''
Kim Solis	kim_solis_4892	93.0	34.1	99.2	'''Bring tough weight	 With all agent Up family stock'''	'''(Decide) 	 Different however less reason present manager and Stuff position national agency'''
Andre Martinez	andre_martinez_5084	80.0	8.1	46.2	'''Smile television to; Team 	 Partner record some'''	'''Law guess exist	 Energy after bank Free all'''
Katherine Barnes	katherine_barnes_6616	79.0	64.1	14.2	'''Between; Four understand 	 Necessary'''	'''Phone water unit every	 Those notice professor although force all Science stuff class'''
Jaime Grimes	jaime_grimes_5741	1.0	28.1	57.2	'''Better organization	 Mind space culture Author sister option'''	'''City night; Food we offer much above state 	 Budget industry'''
Bradley Villarreal	bradley_villarreal_6839	98.0	100.1	43.2	'''(Clearly) 	 A determine southern history and Either of gun significant'''	'''Establish interview six: Deal girl	 Drop once almost all stock'''
Joseph Johnson	joseph_johnson_9044	80.0	75.1	26.2	'''(Investment room degree) 	 Campaign finally wait and Character range right'''	'''Appear same economy: Friend event much national remember son	 Wrong alone each despite'''
Richard Thomas	richard_thomas_6591	12.0	44.1	71.2	'''(Will) 	 Himself guy and Show decide'''	'''Note: Talk let here successful relate participant	 then Over specific power'''
Katelyn Miller	katelyn_miller_9433	37.0	85.1	20.2	'''War pattern soon yard: Thus machine feel	 Go'''	'''(Pull line participant pay) 	 Order fast major and Significant wear especially sister keep'''
Kelly Nelson	kelly_nelson_4006	17.0		9.2	'''(Pressure) 	 Themselves address eight and Individual significant key order dark million'''	'''Way mean scientist wear	 View summer raise Although I represent'''
David Osborne	david_osborne_6420	68.0	58.1	44.2	'''Entire; Order performance himself 	 Production'''	'''Story Congress energy yourself: Rock heavy away	 Cut this'''
