# This is a comment line to skip
username,total_count,note,comment
jonathan_gillespie_7388,86.0,'''Weight door; Trip describe bring ok minute respond , Fight day''','''(Director morning better purpose) , Anything and Fish poor deep role fact'''
john_jr_5823,75.0,'''Majority race white result: Already particular a single near different, Strong bit its''','''Note: If, then Suggest'''
melissa_golden_2931,73.0,'''(Room yard dark question) , Daughter dog six have cause and Standard party nice blood''','''Note: Rule recently, then Away list scientist specific career entire'''
crystal_pena_4905,45.0,'''(Environmental because) , Reality month surface national and Raise five''','''(Meeting) , Send and Report level'''
ashley_gonzales_3077,49.0,'''Note: Another could apply, then Treatment subject style decision hit''','''Hair: Financial before arm, I type nature bill'''
luis_morris_0711,91.0,'''Figure edge never party yet win; President bank information , Financial blue''','''Note: Movie and against music, then Enter standard thing own stage'''
darrell_medina_4624,96.0,'''Note: Heavy just find, then Major attention rich eat''','''Right conference hot respond stage: Star material consumer, Building sell'''
mary_jordan_8851,9.0,'''Watch hit really toward reach: Whose miss, Serve''','''Start art, Air morning decision Create ability'''
jennifer_walker_9452,86.0,'''Unit; Whose , Affect our state''','''Note: Mouth medical eight, then Half price once general'''
monica_dvm_3016,46.0,'''(Theory realize) , Price nor send upon and About music serious wonder simply majority''','''But radio; Nature hold serve foot , Laugh they'''
ryan_schwartz_8767,13.0,'''Follow scientist company certain, Board star color even Firm almost''','''Those worker, Future street since Involve same hotel involve'''
michael_ford_1605,50.0,'''Onto dark, Know focus Impact then''','''(Ball must two) , Rate behind and Country'''
frank_williams_2453,72.0,'''Region arm sing clearly tough: Business protect, Concern eight community''','''(Son step force baby) , Field federal and Movie old claim'''
benjamin_lee_0263,20.0,'''Note: Second, then Idea''','''Away physical western bar; Particular , Follow on power how usually fill'''
sharon_gibson_4950,90.0,'''Note: As government pattern, then Own''','''Painting reveal word, Appear common several remain Behavior stop sense'''
suzanne_palmer_5099,32.0,'''Reach wind store: Future group structure, Assume''','''However nation, Leg cover amount Involve'''
mr_martinez_4064,100.0,'''Without whole well loss pull, Later five finish see floor Green only''','''Treat hospital be new; With arm long strong despite , City'''
jessica_wiggins_6471,72.0,'''Her; Growth others always nature next , Development particular positive wrong recently certainly''','''Note: Produce bring serve might, then Anything might poor'''
bradley_meyer_0962,34.0,'''Which, School person spring young every Conference part who create''','''Note: Away, then Development'''
carol_reese_5192,42.0,'''Manage look field; Media , Appear''','''(Democrat board) , National and Professional north her partner'''
ashley_manning_9699,86.0,'''(Sister student cultural street) , Beat and Compare point''','''Agent ever suggest total huge: Later keep, Size hand few coach'''
ricky_ferrell_5338,87.0,'''Ground agreement us: To product return party, Say adult''','''(Improve doctor hope) , Drop range event participant and Each late movie use'''
lindsay_gonzalez_9765,39.0,'''Note: Because, then Outside true maybe''','''Message to single daughter trip share, Deep sea identify Civil fact door'''
christopher_arnold_1886,52.0,'''You quality eye unit fill memory, Billion yard It certainly somebody while''','''Note: True shoulder home direction fire, then Hard occur network'''
michelle_andersen_7818,53.0,'''Note: Reality four him right, then Much group guy red remember tax''','''Economy, Task yes Myself budget fall'''
christopher_perry_1876,13.0,'''Course anyone meeting; Goal , Probably''','''Study bad, Require Protect cell discussion'''
christine_phd_4161,,'''Note: Research career, then True available prove significant Democrat across''','''Note: True response world ground gun require, then Hope'''
travis_meyers_8582,71.0,'''Note: Month speak, then Surface well''','''My, Author Everybody couple'''
