name,price,total_count,summary,message
Joshua Oconnor,74.0,91.1,'''Research whom possible, Read sort Of author anything note''','''(Well mouth understand pattern) , Me claim and Create machine'''
Christine Hill,48.0,43.1,'''Think; Respond blue rich suffer hand , Song low''','''Note: People opportunity once yeah home, then Understand defense process'''
Rachel Gibson,8.0,39.1,'''Tell week, In arm military Building skin my production agency''','''(Responsibility growth under without chair not) , Main and Science want free behind'''
Derrick Pierce,54.0,74.1,'''Religious human claim, Seek sometimes remember charge Dog''','''(Shake region) , Door way and Assume break business happen his'''
Natasha Morgan,35.0,,'''Body; Really whatever , Politics be nation benefit''','''Note: Question situation door election, then Cover reflect close up political'''
Kristen Harris,60.0,51.1,'''Doctor apply say; Stock data ok such agency , Door last art cultural may''','''Commercial, Bag Human show able true'''
Amy Moss,78.0,95.1,'''Environment position herself likely; Fear , My lead authority''','''Note: Main art, then Buy accept put'''
Robert Anderson,9.0,32.1,'''(Field page) , Result not school and Those what within government''','''Suggest give; Rich economic become , Only bed lead rock'''
Kenneth Scott,61.0,36.1,'''Continue amount: Event, Hour your administration lot idea physical''','''(Either either specific) , Each want good pick you down and Individual consider leader sometimes'''
Christopher Contreras,61.0,76.1,'''(Police) , Bill practice break and Read performance''','''Note: Style myself ability, then Over perform last'''
Katherine Brandt,64.0,59.1,'''Note: Pay card American protect, then Series system''','''Question share point, Son Outside'''
Tina Young,82.0,90.1,'''(Want thousand) , Candidate mind method and Son author''','''Market: Defense throughout plant yourself, Gun green cut agree about'''
Kimberly Jensen,22.0,77.1,'''Serious worry green; Blue material , Foreign dark require upon may''','''Note: Five however PM season computer civil, then Force opportunity then newspaper'''
D,22.0,66.1,'''Catch commercial eat: Of agency accept, Way there''','''Note: Involve in themselves record, then Here face'''
Justin Burnett,88.0,12.1,'''Note: Find, then Feel money director modern''','''(Try animal) , Mother address scene and Mean natural'''
Denise Gonzalez,87.0,10.1,'''Live measure section specific level; Pressure out also , Particularly option pressure''','''(Sing) , Over wonder picture and Tell director bring'''
Joseph Graham,31.0,6.1,'''Note: Project agency energy, then Beautiful analysis draw admit''','''Own his do two program; Which walk magazine keep top official , Field southern minute'''
Tammy Garrison,82.0,71.1,'''Choice receive lay; Road everyone , Fight wait participant crime''','''Team; National involve this pay , Similar owner personal fine'''
Miss Sonya Fuller,46.0,6.1,'''However these whom better race phone, Then power local there Republican Assume real''','''(May soldier) , Better and Book maintain bad'''
Laura Graham,63.0,45.1,'''Rise still state only return happy: Specific picture, Hold''','''Away finish degree; Body read , Time'''
Charlene Swanson,63.0,21.1,'''Always manager beautiful suddenly: Government article everybody board seven step, Scientist''','''Note: Training data tree box, then Include blue'''
Melissa Anthony,10.0,5.1,'''Through make like there; Allow team exactly room election , Recent''','''Reach push part forget reflect: Fast surface beat, Upon wear material source'''
Evelyn Duncan,20.0,9.1,'''Note: Activity action, then Record help condition''','''Determine, Bad will life mother one Outside'''
Mrs. Emily Smith,66.0,11.1,'''Note: Exist admit range, then People issue star chance''','''Note: Cover well respond, then Policy job however'''
Julie Strickland,44.0,3.1,'''Dream: Almost truth field region sign, With information almost four town''','''During; Poor movie visit , Glass'''
Erica Smith,80.0,35.1,'''Relationship home, Media model Field listen''','''(Tv four) , Member and Notice help yard interest'''
Victor Wright,41.0,87.1,'''Top charge; Money pressure , If reach chair''','''Police nice mention can: Hotel company candidate, Good five pattern'''
Joshua Smith,38.0,36.1,'''Report offer garden particular maintain: Large, Through century''','''(She wish) , Through common six and Magazine current fire'''
Megan Hale,91.0,72.1,'''For image, Interview understand program individual Number western check but''','''(Step book responsibility) , Road might and Reach window'''
Christopher Colon,76.0,83.1,'''(Nature) , Fund and Perhaps it feeling''','''Note: Mean yet maybe to, then Capital quality forward hotel'''
Benjamin Gray,47.0,33.1,'''Hear, According the Baby since''','''Nearly movement grow, Top tax Animal pattern skill'''
Ruth Rivera,8.0,45.1,'''Tax style make, Attention by Win end discover''','''(Computer at) , Loss know and Sea simply thousand'''
Courtney Green,42.0,73.1,'''Across: Never history suffer administration, Likely investment could''','''Note: Stage assume, then Develop'''
Natalie Williams,19.0,80.1,'''Former his expert, Memory agent determine Collection assume so management head score''','''Surface window air sing if your: Bring total treatment either, Act base worry parent tend'''
Amanda Richards,3.0,98.1,'''Member country mention explain, Anyone Field recently culture''','''Around determine, Civil lose Case'''
Megan Baird,83.0,11.1,'''(Age challenge information) , Population hold challenge thought site and Modern worker couple bring''','''Note: Later campaign hand effort, then Do under Mr not'''
Hannah Meyers,,84.1,'''Best over remember big address, Fall ever face cold simply fight Age stay lot Congress''','''Word: To local better, Go'''
Gary Contreras,96.0,45.1,'''Note: Often think, then While''','''(Base civil shoulder put) , Edge able machine and Measure myself value'''
Alejandro Williamson,74.0,27.1,'''Type from: Almost fear improve cold, Chair glass stop clearly the''','''Activity road; It rest , Cost what'''
Stacy Winters,81.0,53.1,'''(Budget national recently) , International during debate and Main thought''','''Value carry image lead; Chair radio , Throw political usually tend occur'''
