name,username,total_count,price,rating,message,comment
Tracy Peters,tracy_peters_2263,23.0,88.1,85.2,'''Sit dignissimos commodi: Dolorum sunt sit totam, Quas nisi''','''Note: Sequi dolore alias, then Beatae facere consectetur rem molestias officia'''
Sian Griffiths,sian_griffiths_4465,18.0,36.1,52.2,'''Aliquam earum, Provident Hic numquam''','''Hic rerum: Sunt cumque, Nulla ab delectus sunt'''
Ellie Doyle-Turner,ellie_turner_3997,63.0,45.1,17.2,'''(Veniam optio natus) , Ipsum eaque cupiditate and Suscipit dignissimos''','''Ipsa quibusdam: Accusamus ab adipisci quos, Amet dolorem perspiciatis soluta beatae'''
Andrew Anderson-Brown,andrew_brown_5717,,49.1,98.2,'''Accusantium quibusdam: Id quaerat laboriosam, Officiis vero porro''','''Note: Fuga optio modi dicta natus quidem, then Velit ducimus repudiandae'''
Mohamed Bowen,mohamed_bowen_0999,82.0,24.1,39.2,'''Harum molestiae quibusdam quidem consectetur non; Voluptate vitae voluptatem , Deleniti sunt provident''','''Provident: Quam fuga quibusdam facere, Magnam nulla dolorem'''
o,henry_hall_1067,5.0,24.1,38.2,'''Perspiciatis libero ex laudantium, Ullam optio Minima''','''Facere quia eos, Est atque Optio nisi autem'''
Valerie Warren,valerie_warren_0330,4.0,25.1,94.2,'''Sit nobis iste consequuntur ex ipsam: Aperiam aliquam, Omnis''','''Repudiandae nihil ipsam: Nemo consequuntur, Placeat'''
Leah Cook,leah_cook_9675,78.0,51.1,21.2,'''Note: Autem distinctio voluptas, then Est omnis''','''(Autem odit accusamus voluptas officia ipsum) , Cum inventore itaque and Suscipit nesciunt minima'''
Miss Beth Jones,miss_jones_6415,73.0,14.1,73.2,'''Ab quasi, Quis molestias debitis natus Architecto minus''','''Note: Eaque, then Id natus reprehenderit provident sequi'''
Paige Stokes,paige_stokes_1360,19.0,75.1,69.2,'''Nostrum dicta: Accusamus exercitationem fugit, Eum tempora rem''','''(Soluta fugiat iure a porro) , Dolore labore quod and Quo exercitationem sit'''
Heather Slater,heather_slater_4311,12.0,,35.2,'''Repellendus vitae; Ea , Laudantium tempora voluptate similique dignissimos''','''Ut ipsum voluptate: Animi nemo neque debitis blanditiis, Itaque ducimus consequatur'''
Ms Pamela Hyde,ms_hyde_7658,58.0,68.1,79.2,'''Adipisci cupiditate, Mollitia aliquid Nisi reiciendis modi facere tempora''','''(Quibusdam in explicabo) , Rerum consequatur repellendus and Totam dolor quam similique'''
Megan Payne,megan_payne_0563,44.0,20.1,56.2,'''Ipsam odio neque: Inventore, Voluptates sapiente sequi sed perspiciatis''','''Note: Deserunt molestias suscipit perspiciatis, then Libero inventore incidunt error culpa'''
Sylvia Watson,sylvia_watson_5860,43.0,78.1,88.2,'''Dolorum provident dolor nam: Voluptatibus dolores, Modi dolore voluptas''','''Aspernatur, Repudiandae eveniet magnam Doloremque totam'''
