name,salary,rating,total_count,note,review
George Hill-Gibson,77.0,24.1,29.2,'''Note: Tempore repellat, then A animi animi voluptatem''','''Earum, Possimus Incidunt asperiores voluptatibus nostrum rem nisi'''
Miss Sian Lamb,62.0,17.1,11.2,'''Note: Eveniet commodi, then Alias doloremque''','''Occaecati tempore; Accusamus ea fugit , Voluptatibus assumenda sequi'''
Miss Paula Miller,4.0,2.1,85.2,'''In a architecto quam sit, Magni Deserunt quidem consequatur qui''','''Veniam, Dolor Ex vitae molestias possimus minus incidunt'''
Suzanne Barnett-Reynolds,29.0,17.1,24.2,'''(Quas velit) , Ea ad and Consequuntur alias''','''Provident sequi provident alias magni: Eos ullam asperiores, Dolorem facilis'''
Mrs Chelsea Mitchell,11.0,6.1,12.2,'''Modi eaque: Nisi pariatur aut possimus, Corrupti quam tenetur dolorem''','''Tempore iusto fuga temporibus ad: Voluptates neque illum iure deserunt, Magni dolorum dolores'''
Marie Kerr,87.0,56.1,,'''(Autem) , Et aut quas perspiciatis and Fugit modi beatae''','''Magnam ad rem deleniti voluptate, Ut dolores fugit unde nam ducimus Maxime deserunt earum magni'''
Mr Barry Hart,32.0,46.1,86.2,'''Qui rem explicabo recusandae occaecati omnis: Minima tempore odit ipsa dolor, Modi a aliquam minima''','''Note: Reiciendis doloremque, then Ab veritatis eum hic'''
Leslie Knowles,1.0,97.1,90.2,'''Note: Laboriosam accusantium dignissimos, then Porro quidem possimus''','''Placeat occaecati velit velit; Doloribus suscipit ad facere , Asperiores perspiciatis consequatur'''
Christian Cross,55.0,27.1,30.2,'''Soluta expedita atque voluptates sunt facilis maiores; Officiis , Nulla sequi voluptatibus''','''Note: Perspiciatis, then Eos officia'''
l,62.0,11.1,65.2,'''Hic ipsam: Dolor dolorem, Ullam omnis assumenda excepturi vero''','''Laudantium distinctio quas; Aut odit hic , Ducimus consequuntur'''
Mr Gregory Harding,,75.1,86.2,'''Porro velit ut ipsum velit iusto; Eius ex maiores , Saepe porro''','''Note: Quibusdam deserunt tenetur excepturi provident, then Nesciunt'''
Joan Lee-Steele,30.0,37.1,27.2,'''Note: Dolorem quibusdam voluptate velit aspernatur, then Pariatur delectus mollitia''','''(Vel fugiat) , Occaecati ratione nihil libero and Quis doloremque'''
Rita Collins,40.0,33.1,49.2,'''(Nulla excepturi) , Maxime consequatur and Corrupti possimus officiis quia''','''(Ipsum doloribus enim) , Dignissimos consectetur autem and Consequuntur'''
Amy Long-Mills,97.0,43.1,27.2,'''Facere eum ab ipsa: Blanditiis repellat error repellat, Aperiam''','''Quisquam eveniet ad provident aspernatur: Perspiciatis quam quasi ea, Sed consequatur labore hic nobis laudantium'''
Lynn Wright-Young,75.0,33.1,77.2,'''Provident; Ipsa , Repudiandae''','''Note: Nisi dolor deserunt, then Numquam reprehenderit'''
Bethany Dyer,28.0,3.1,55.2,'''Fugit: Sint debitis laborum, Atque eaque delectus corporis rem''','''(Eum ipsam reiciendis) , Fuga impedit ea numquam itaque amet and Eius consectetur praesentium dolorum sequi'''
Roger Woods,38.0,76.1,8.2,'''Nihil cupiditate harum quos eos: Suscipit possimus aliquam commodi, Dolorem voluptatem illum accusamus''','''(Doloribus error veritatis tempora nulla) , Consectetur perspiciatis in and Molestias eos cumque repellendus neque'''
Harry Gray,15.0,79.1,61.2,'''Accusamus; Tenetur repellat , Facere tempora''','''Mollitia cum rem vero veritatis, Commodi ducimus Provident tempora distinctio voluptatum earum corrupti'''
Max Brown-Kennedy,36.0,28.1,88.2,'''Repellat: Ea sint exercitationem nemo illo, Praesentium laboriosam exercitationem''','''Numquam debitis earum commodi, Quaerat iste corrupti magni cupiditate Velit aspernatur numquam repudiandae quasi'''
Eric Campbell,26.0,79.1,84.2,'''(Nemo dolores) , Asperiores similique and Expedita''','''Quos quis maiores; Aliquam , Deserunt reprehenderit quas earum'''
Victor Herbert,51.0,48.1,89.2,'''(Odit vel) , Consectetur excepturi accusamus and Perferendis rem qui''','''Note: Voluptatum incidunt, then Excepturi fugiat'''
Dr Russell Allan,79.0,3.1,61.2,'''Molestias: Aperiam, Doloremque possimus asperiores exercitationem maxime''','''Note: Architecto inventore facere earum culpa, then Fuga deleniti illo'''
Susan Rogers,61.0,23.1,64.2,'''Note: Recusandae non, then Molestias sunt''','''(Placeat quaerat) , Laboriosam voluptatibus and Assumenda impedit earum similique'''
Dr Ross Smith,94.0,97.1,76.2,'''(Soluta) , Tempore beatae animi odio and Sed suscipit labore''','''Note: Nemo repudiandae quia cupiditate eaque suscipit, then Inventore impedit'''
Dr Jenna Williams,66.0,19.1,53.2,'''(Odio similique) , Harum nesciunt and Ut molestias voluptatum tempora''','''Earum nobis voluptas voluptas: Doloremque dolorum voluptate, Similique molestiae eos modi'''
Victor Gallagher-Chamberlain,59.0,,30.2,'''Consectetur rem alias officia debitis; Maiores vitae provident unde , At soluta veritatis''','''(Fugit cum et voluptate) , Nobis libero ipsam and Suscipit vitae asperiores'''
