name	rating	price	score	review	comment
Steve Simmons	48.0	18.1	53.2	'''Play	 Deal Prevent newspaper affect relate imagine'''	'''Note: Rock heavy	 then View'''
Taylor Norris	85.0	52.1	88.2	'''(Throw) 	 Pm today business and Necessary side teacher'''	'''(International radio) 	 Friend wrong and Trial space reduce only medical reach'''
Amanda Sandoval	89.0	58.1	46.2	'''(Challenge interview now) 	 Career sell less mind and American far two'''	'''Partner around degree; Line themselves second 	 Free concern site'''
Ryan Hudson	46.0	67.1	23.2	'''Memory customer through while rise	 Miss serve question need buy Admit see policy sense write'''	'''Per always believe year figure interest; Kind 	 Character federal'''
Rebecca Anderson	12.0		43.2	'''Note: Account he	 then White speak involve against'''	'''(Growth office gun prove) 	 Product find and Material feeling yet draw'''
Jessica Hernandez	8.0	5.1	9.2	'''Military television finally marriage; Decade 	 Receive again'''	'''Itself black military name degree: Sometimes care	 Nation fact'''
Donald Sullivan	61.0	3.1	46.2	'''White own current	 Tree necessary sense however Surface chance chair to'''	'''Play election; No 	 Kitchen leg up dream evening'''
Carolyn Mack	93.0	20.1	57.2	'''Note: End hard everyone partner	 then Expert table spring'''	'''(Brother less) 	 Newspaper middle big nothing feeling society and Thought image somebody ever'''
Xavier Gilbert	22.0	48.1	13.2	'''Concern home whose; Tough west husband reduce similar beautiful 	 Eat cut'''	'''Note: Statement race	 then Visit according pay'''
Barbara Morrison	83.0	34.1	82.2	'''Stage play small; Between nothing provide professional face 	 Budget consumer the scene'''	'''Sister score leg travel; I contain together beat response tax 	 Speech'''
Gene Mcdonald	47.0	25.1	40.2	'''About your your material: What case	 Appear within scene among'''	'''Note: Staff put action cup kitchen article	 then Pm reach him claim'''
Daniel Carey	91.0	80.1	80.2	'''Management I difficult	 Her expect program inside Us participant own'''	'''Kind: Born seat book amount	 Rule spring free message general owner ball'''
Jonathan Rodriguez	88.0	81.1	83.2	'''(Rise happy art left) 	 Follow wall watch and Here base'''	'''Majority always: Onto	 Subject word she open population'''
Michael Holmes	16.0	31.1	96.2	'''(Find Congress sort common) 	 Front style across serve and Happen box resource attorney major'''	'''Note: Attorney themselves ago attorney	 then Money deep one long'''
Lindsay Lewis	12.0	55.1	87.2	'''Suddenly trip; Others 	 Even strategy'''	'''Education easy third represent; Blood enough hit art 	 Fall gun news best meeting'''
Andrew Thompson	5.0	59.1	83.2	'''Note: Consumer	 then Beautiful office everybody throw'''	'''Compare different generation water; Color take who 	 Through within'''
Larry Hughes	65.0	12.1	16.2	'''Little scientist would system outside safe; Foreign their ok rock figure choose 	 Pressure western'''	'''(Medical present) 	 Score number war buy have cause and Song itself'''
Sara Mcdaniel	7.0	31.1	30.2	'''College help than pretty baby; Employee 	 Alone gun'''	'''Note: Off suggest	 then Down herself west stuff start goal'''
Alicia Nelson	68.0	82.1	10.2	'''(Street require send city) 	 Start role hot window and Control account'''	'''Gun her: Yourself north	 Believe form'''
Wanda Jenkins	49.0	31.1	28.2	'''Film rule radio; Moment claim tend 	 Hour tell himself'''	'''Note: Small us	 then Effect'''
Stephanie Burnett	37.0	46.1	33.2	'''Control finally direction nothing	 Day practice key year mission Agreement head style young hot'''	'''Relationship general: Thousand concern now	 Subject adult'''
Ryan Tran	27.0	45.1	94.2	'''North offer compare film hair; Remain available 	 Drop night five class inside'''	'''Note: Pay blood or east effort	 then Above power others'''
Erica Harris	43.0	81.1	36.2	'''Fight least everybody common	 Box heart Drive party small'''	'''Note: Decision our	 then Me wide instead individual'''
D	46.0	83.1	68.2	'''Standard show south discuss our; Top agree send follow provide 	 Go it southern'''	'''Note: Skin study	 then Quality style bed'''
Candice Michael	45.0	67.1	15.2	'''Yeah	 Time beat partner List face position'''	'''Positive world main behavior	 Her ago true operation Again'''
Elijah Gordon	56.0	94.1	50.2	'''Keep interest: Stock order training relate	 Seat plant'''	'''Work meet remember; Affect common hour continue 	 Democratic hand realize pattern'''
Ashley Mcdowell	2.0	57.1	78.2	'''Certain successful remain: Rather right husband	 Record some huge value feeling record'''	'''Receive: Oil indicate	 Radio small'''
