username,name,price,age,review,note
alexis_ramirez_0168,Alexis Ramirez,55.0,9.1,'''Note: Store school old it, then Arm as''','''(Next dinner) , Skin build and Analysis that near'''
brian_walter_6033, ,70.0,77.1,'''Information care, Material receive program Off''','''Will wait; Summer do body , Different imagine entire'''
andrew_clark_1222,Andrew Clark,53.0,79.1,'''Have war per; General money , Project your''','''Usually suffer number institution; Kid moment image few southern ok , Early college federal prepare'''
benjamin_johnson_1566,Benjamin Johnson,70.0,18.1,'''Television shoulder; Century attorney sea , Reduce''','''Everyone, Must often network special coach take Wait so personal although Mrs less'''
yvonne_hensley_7390,Yvonne Hensley,,63.1,'''Note: Religious remain, then Face language''','''Note: Huge at prepare, then Couple simple tree summer catch'''
benjamin_sanchez_5748,Benjamin Sanchez,84.0,89.1,'''Ready should, Price thing paper Left their cell''','''Note: Maybe program American sea, then Develop professor'''
nicholas_dds_7230,Nicholas Mcknight DDS,47.0,33.1,'''Church speech; Institution race discuss , Establish first focus if''','''Usually card: Ability star eat, Against factor anything television'''
julia_russell_5526,Julia Russell,46.0,72.1,'''Note: Size girl book ground few, then Simple model character''','''Hit may people bag: Go, Mind finally'''
mr_rios_9671,Mr. Tyler Rios,79.0,42.1,'''Note: Nor provide song history huge, then Time visit beat manage return''','''Visit; Civil , Prevent president'''
heather_roman_5426,Heather Roman,24.0,99.1,'''(Stop article) , Simply eat source scene and Claim yet cut herself''','''Note: Million key, then Others out mention'''
jeff_murray_6187,Jeff Murray,89.0,14.1,'''Suffer discover project: Cultural list space term, Say teach who gun''','''Staff rich doctor seem painting; Operation find put although position , President ever'''
andrew_liu_9646,Andrew Liu,83.0,10.1,'''Head specific; Hit their , Per dream check he head''','''Note: Skin interview eight, then Spend'''
molly_jones_1960,Molly Jones,85.0,6.1,'''(Those expect) , Democratic argue and Describe husband''','''Government; Everyone financial music thing , Ahead present'''
richard_smith_7503,Richard Smith,56.0,8.1,'''Note: Success red family, then Job religious''','''Indeed lot road this leader education agreement, Manage close theory usually picture almost Couple girl yard'''
daisy_brown_2112,Daisy Brown,99.0,29.1,'''Rule chair painting; Whose car several speak , Bag possible son arrive''','''Note: See sell, then Catch where'''
melinda_cain_3154,Melinda Cain,68.0,61.1,'''Political near; Issue word , Entire subject''','''Note: Do second street, then Thought knowledge'''
sean_goodman_6932,Sean Goodman,43.0,,'''Note: Course, then Religious test modern''','''(Study change) , Subject explain election and True training its pull culture'''
mr_ii_5452,Mr. John Cobb II,45.0,13.1,'''(Since break) , Way they conference one and Hand information''','''Product right thousand though; Church ahead get ahead shake capital , Authority Mrs this'''
glen_mccoy_2690,Glen Mccoy,99.0,30.1,'''(Food occur something war thousand human) , Stop worry or involve explain and News mean wide''','''Note: Star glass, then Skill group no'''
allison_hawkins_2881,Allison Hawkins,18.0,87.1,'''Think people director: Senior, Hour student manager''','''Note: Recognize mission, then Author enjoy level'''
mark_cruz_5116,Mark Cruz,21.0,96.1,'''Strategy young: Mind dream blood, Arm little''','''Party above either, Culture tough together Part site wife'''
leonard_rose_4210,Leonard Rose,30.0,76.1,'''Note: Guy break team laugh service, then Suddenly anything''','''Station front interview, Pull will edge Teacher place director include'''
