# This is a comment line to skip
username;rating;salary;price;review;message
victor_hope_6066;74.0;54.1;51.2;'''Explicabo maiores: Ut consequuntur; Voluptates maxime quasi minima''';'''Non asperiores; Sapiente magnam vel ; Odit ea'''
jemma_mills_6409;1.0;15.1;4.2;'''Error maxime porro; Quae ut ; Est iste minus ratione quam atque''';'''(Molestiae porro iste architecto) ; Enim and Nostrum'''
leanne_carter_7887;19.0;17.1;81.2;'''Note: Unde commodi soluta; then Laboriosam''';'''(Quas laudantium debitis quod voluptas) ; Quod rem ratione and Reiciendis'''
dr_fuller_9247;12.0;82.1;20.2;'''Nostrum numquam ipsam sapiente suscipit; Atque qui reiciendis Id ratione voluptates magni porro''';'''Quo; Quaerat Maiores labore consequuntur odit'''
ms_bennett_2987;14.0;3.1;76.2;'''Hic odit quo commodi eius; Corrupti corrupti quidem non ; Voluptatum nihil reiciendis numquam libero''';'''Eaque saepe soluta; Esse tempora minima ex Officiis accusantium reprehenderit'''
dr_robinson_2752;5.0;32.1;24.2;'''Error suscipit; Exercitationem dolore omnis optio ; Amet laborum accusamus vero''';'''Nisi; Et Commodi velit quibusdam'''
rachael_palmer_7868;48.0;6.1;99.2;'''Facilis molestias error eaque at placeat; Voluptatum tenetur nesciunt ; Ratione voluptas ab''';'''Aut voluptatum voluptatibus; Accusamus nam ; Molestiae nesciunt molestiae'''
lynn_howe_3074;50.0;14.1;92.2;'''Note: Laboriosam; then Eaque maiores''';'''(Veniam assumenda distinctio) ; Non and Nostrum'''
rachael_hall_0910;71.0;37.1;90.2;'''Note: Libero aliquam eaque inventore; then Voluptatibus libero eos repellendus''';'''Natus; Earum ut velit Nihil reprehenderit'''
rachel_white_4017;7.0;37.1;57.2;'''Magni repellendus; Aliquam quo voluptates Iste cumque harum''';'''(Doloremque suscipit dolor fugiat commodi) ; Tempore saepe placeat quo and Incidunt'''
jay_bell_6872;84.0;18.1;72.2;'''Accusantium; Recusandae error sequi cupiditate dolorum beatae ; Libero est hic nostrum''';'''Tempore ipsam: Quidem dolorem; Suscipit voluptatum'''
miss_chadwick_3351;21.0;41.1;;'''(Mollitia repellat) ; Beatae voluptate fugiat and Magnam est deserunt suscipit''';'''Note: Explicabo ab recusandae esse; then Consequuntur maiores enim'''
gail_sharp_1399;87.0;;90.2;'''Note: Ab tempore a optio perferendis illo; then Cum saepe''';'''Officiis perferendis; Sint blanditiis ipsam ; Molestias eos eaque'''
lewis_lee_9594;79.0;98.1;83.2;'''Note: Sint distinctio quisquam autem; then Voluptates ratione''';'''Omnis animi eum blanditiis exercitationem: Assumenda animi; Necessitatibus facilis'''
alex_baldwin_8690;51.0;17.1;73.2;'''(Necessitatibus itaque) ; Exercitationem vitae dolores labore and Doloribus dolorum consequatur doloremque''';'''Note: Nostrum nulla; then Asperiores deserunt nemo'''
mr_norman_4004;51.0;61.1;4.2;'''(Debitis qui quod soluta) ; Natus quisquam possimus nemo and Cupiditate iste''';'''A dolorem aut; Provident animi nulla quidem Iure'''
mr_read_4902;49.0;8.1;26.2;'''Note: Porro quaerat asperiores expedita saepe facilis; then Ab sed''';'''Quis; Molestias consectetur recusandae corporis Iste qui'''
mr_newman_0892;;56.1;84.2;'''Tenetur assumenda; Dolor dicta autem Officiis recusandae laboriosam''';'''Note: Veritatis occaecati; then Qui distinctio nisi'''
mr_brown_8330;88.0;58.1;49.2;'''Note: Totam voluptatem; then Dolorum adipisci consectetur tempora quod''';'''Note: Libero in iste ullam expedita necessitatibus; then Necessitatibus perspiciatis molestiae'''
michelle_birch_4076;56.0;1.1;13.2;'''Note: Architecto veritatis; then Itaque temporibus mollitia qui voluptatem aspernatur''';'''Voluptatum voluptate: Ipsa aspernatur; Expedita necessitatibus'''
richard_saunders_8996;37.0;4.1;75.2;'''(Magni excepturi perferendis) ; Officiis and Sapiente dolorem consequatur et''';'''Ducimus porro; Id assumenda earum Ipsum reiciendis'''
mr_rees_0253;98.0;7.1;97.2;'''Note: Dolore; then Ut iure deserunt''';'''Quis; Nostrum dicta ; Nostrum animi expedita nostrum'''
gavin_schofield_9831;90.0;9.1;92.2;'''Note: Adipisci accusamus facere voluptatem ad; then Voluptates placeat impedit alias''';'''(Praesentium dolore doloremque) ; Maxime dignissimos ullam and Tempora porro error'''
carole_howard_2599;5.0;22.1;29.2;'''A sed animi eligendi nesciunt; Pariatur dicta ; Molestiae odit dolorum''';'''Recusandae aliquid; Totam esse occaecati id Debitis quasi'''
