name;score;rating;total_count;description;note
Sarah Rogers;96.0;77.1;62.2;'''Early program price space event: Realize various cover opportunity family will; Staff audience college who''';'''Oil: Item above treat; Economy stock price'''
Robert Howard;59.0;61.1;78.2;'''Coach treat yeah; Put Price put''';'''Middle understand; Around ; Tough cost theory'''
Nicole Peterson;98.0;36.1;99.2;'''Name example; Theory money standard interest Step evening us sign''';'''(Region song guess) ; Medical successful win and Involve condition water different picture'''
Jessica Ball;13.0;44.1;3.2;'''(Firm in floor) ; Glass follow baby hot history by and Staff exactly open''';'''Someone relate two level expect; Air matter everything ; Man popular wide hear'''
e;23.0;34.1;99.2;'''Note: Southern cup race; then See lot quickly''';'''Clear style keep; Serious reflect relationship figure laugh ; Never rule'''
Darren Thornton;1.0;92.1;63.2;'''Believe after ahead sign eight night; Since spend call ; Everybody''';'''Green teach full; Day ; Buy recognize for grow candidate'''
Vanessa Snow;3.0;22.1;7.2;'''Military; Image professional develop ; Child continue''';'''Note: Politics set; then System down protect'''
Stephanie Baker;60.0;98.1;54.2;'''Window far future; House you writer someone commercial season These win''';'''Image; Little center national Recent community wait left within'''
Austin Lewis;59.0;59.1;35.2;'''(General medical system) ; Study only four new government senior and American join image center''';'''Note: Environmental challenge near; then Program safe pick per'''
Anthony Schneider;63.0;60.1;80.2;'''Animal; Late traditional heart Force sound feeling''';'''Religious after yet sort music spring; Form somebody religious live large ; Relate education'''
Ronald Santos;80.0;95.1;20.2;'''Since stuff cell: Pass base lot if; Early for''';'''And behavior; Population plan national lay hospital north Behavior so'''
Amy Robinson;43.0;81.1;17.2;'''Activity side table cause; Care common address ; Although still''';'''Many skill fly; Return age Be direction concern'''
Donna Reed;30.0;;26.2;'''(Firm add center) ; Five pressure fly decade and Writer think degree already site''';'''Early first; Win happy moment she Huge career'''
Melissa Smith;73.0;47.1;49.2;'''Price; Today ; Pattern perform great somebody beat draw''';'''(First moment probably three) ; Include east with religious threat and Bring discussion actually'''
Mary Carter;82.0;39.1;50.2;'''Feeling tree nothing; Others law Language heavy''';'''(Now focus this) ; Front and Professor however'''
Steven Brewer;41.0;100.1;45.2;'''Long herself heavy bill ago: Lay common choice expect; Along four billion''';'''Traditional property decide ago large; Prevent memory will trial Reduce local lose'''
Rachel Butler;46.0;23.1;78.2;'''Note: Food care; then Simple along''';'''Realize push: Head box drive low within; Model style'''
Ashley Butler;85.0;92.1;16.2;'''Note: None tough truth; then Interest position suddenly''';'''Form pull let; Care ; Administration respond'''
Michael Carter;46.0;94.1;50.2;'''(Piece entire do) ; At election something and Maintain require want nearly eat''';'''Rate level west skin; Resource guy ; Include'''
Emily Mcdowell;58.0;3.1;5.2;'''He house; Long wide determine Generation energy receive''';'''Series bill movie particular effort money: Already; Age standard sell democratic'''
Melinda Williams;98.0;13.1;32.2;'''(Color none) ; People and By job understand''';'''(Citizen image stop TV rule) ; Member health under and Partner show unit financial'''
Richard Strickland;82.0;3.1;95.2;'''Subject short rise sit order top; Necessary industry Difficult character''';'''Like agree common; Newspaper understand or factor manager He fact father follow'''
Phyllis Dunn DVM;;19.1;49.2;'''Back only through right; Media cut reveal school Protect near''';'''Word decide sing: Discussion computer meet; Grow minute half late'''
Lorraine Owens;95.0;31.1;100.2;'''Guy; Talk Issue cup feeling''';'''Child hotel leave something; Choice pass couple Statement personal'''
Tyler Smith;67.0;13.1;61.2;'''Note: Give long station population; then Wish''';'''Culture; Always far study pick ; Maybe room key what ever'''
Linda Tate;23.0;49.1;16.2;'''(Become ground) ; Reduce prepare and Identify present their it war''';'''History throughout; Thought have vote ; Build expect start start'''
Christopher Johnson;98.0;35.1;6.2;'''Congress store trouble class test; Everyone view ; Various bring medical ago''';'''Note: Every author; then Manager'''
Jennifer Gonzalez;35.0;13.1;88.2;'''Note: Forget painting and; then Though at''';'''(None) ; Where into require civil your none and Area season note'''
Alex Porter;46.0;44.1;72.2;'''Spring risk; No marriage nothing develop ; Condition allow local fill''';'''(Yourself seat politics) ; Inside and Task able name'''
Carolyn Larson;14.0;80.1;70.2;'''Note: Else guy it; then Recently blue''';'''Note: Common someone; then Today move'''
Adam Contreras;20.0;42.1;51.2;'''Note: Property rock; then Sense''';'''(Beat security event energy smile) ; Score and Arrive unit sure if fine'''
Patricia Tucker;39.0;94.1;29.2;'''Note: Make too; then First''';'''Note: Than require lawyer glass; then Air these official audience door number'''
Debbie Neal;51.0;52.1;82.2;'''Note: Piece her speak; then Half person modern billion''';'''When degree: Building daughter answer simply; Hand'''
Jose Lopez;42.0;74.1;17.2;'''(Point energy mouth) ; Be and Provide''';'''Note: Continue everybody Republican; then Game eight'''
Emily Wright;75.0;37.1;;'''Note: Black image; then Available''';'''Environment once experience evening: Role detail; Look'''
Teresa Long;85.0;18.1;23.2;'''Note: Level; then Ball''';'''Note: Ok and way; then Use'''
Danny Savage;86.0;81.1;99.2;'''News design; Long really lawyer However white different''';'''(Political play) ; Wind activity reach and Staff it'''
Nancy Thomas;11.0;52.1;36.2;'''Rest run; Glass man when raise alone ; Imagine last serious''';'''Own throughout: Affect new few blood; Travel this short officer inside'''
Steve Chaney;30.0;21.1;33.2;'''Head: Rock; Interview''';'''Stage yet; City involve ; Financial opportunity knowledge fire'''
Christine Hunter;4.0;26.1;41.2;'''Never own; Prove may nice Deal modern yeah alone seven''';'''New soon: If wonder poor rich follow; List school man food'''
Keith Kelly;44.0;58.1;25.2;'''Note: Economy artist population us; then Least meet teach growth keep get''';'''Note: Maintain heart; then Buy second hot compare'''
Morgan Lowery;46.0;60.1;65.2;'''(Ask well relationship) ; Second space science and truth and Where mouth war necessary allow''';'''Happy authority trouble case: Attack Mrs; Ask rate establish early create population'''
Robert Wilson;46.0;15.1;55.2;'''Doctor join left; Big education quite perform Teach future smile''';'''(Put image begin remember) ; Factor daughter seven series like and Treat require international bag'''
Elaine Kelly;64.0;33.1;43.2;'''(Girl if under place) ; Force chair and Movie entire''';'''Travel dark majority letter fill they; Thing usually today Right ready right'''
Adrienne Ramos;23.0;75.1;70.2;'''(Strong) ; Interview sound and Budget without against worry ball above''';'''Note: Camera; then Nor its future late'''
