username	name	age	price	score	note	comment
edward_marquez_3002	Edward Marquez	85.0	93.1	37.2	'''Fill result until professional traditional why	 Bit so Attack away admit than PM both'''	'''Note: Among guy order	 then Future professor kid seven'''
elizabeth_may_3482	Elizabeth May	47.0	98.1	5.2	'''Artist term for cut	 Recently method Subject child rate past listen'''	'''(Management history him door) 	 Which dinner drug and Food build remain'''
gregory_rogers_4206	Gregory Rogers	59.0	83.1	42.2	'''(Might grow) 	 Measure too analysis and Term nothing side'''	'''Professor hope; Case nature why page 	 Approach'''
lori_brown_1271	Lori Brown	67.0	48.1	62.2	'''Detail: Few political	 Rock'''	'''Those; Identify six attack middle nearly hot 	 Term support price area understand'''
john_scott_2799	John Scott	88.0	94.1	77.2	'''Us continue	 Technology outside budget none Health'''	'''Friend Congress	 Quite Play value'''
randy_wood_3512	Randy Wood	6.0	27.1	72.2	'''Ago reflect finish along issue: Source most exactly kind	 Realize without'''	'''(Heavy check buy space) 	 Real poor and Your produce'''
matthew_johnson_1640	Matthew Johnson	51.0	57.1	59.2	'''Note: Member senior reality hand	 then Gas even remain billion east'''	'''Performance nothing real research: Increase city executive	 Black quickly seven structure'''
jennifer_watson_9461	Jennifer Watson	90.0	69.1	58.2	'''Note: Effect listen brother game focus	 then Herself final institution'''	'''Area hand	 Order sort although Great analysis how'''
sergio_martin_1715	Sergio Martin	39.0	89.1	95.2	'''Out pass cultural	 Suffer peace final wrong three couple Because'''	'''Baby successful show teacher: Pass table significant	 Too scene center'''
jennifer_klein_1851	Jennifer Klein	56.0	88.1	17.2	'''Test	 Institution follow Television detail structure'''	'''Measure: Their weight	 Cut heavy'''
ashley_smith_0666	Ashley Smith		94.1	2.2	'''(She page again remember think) 	 Story and Threat'''	'''Situation career	 Hear him store training listen career pretty Rock evidence'''
andrew_olsen_7204	Andrew Olsen	51.0	27.1	69.2	'''(Bed exist early sell) 	 Cause when and Example level property'''	'''Whatever assume	 Vote sound tell morning recently Free carry'''
miss_howard_9994	Miss Rebekah Howard	94.0	6.1	42.2	'''Loss woman; Lot 	 Simply'''	'''Note: Western administration choose	 then Personal building attention'''
nathaniel_cox_9812	Nathaniel Cox	54.0	43.1	32.2	'''Note: Require so could point close article	 then Image only'''	'''(Someone accept commercial) 	 Market goal cut and Understand drop get buy such'''
tamara_bishop_7209	Tamara Bishop	6.0	32.1	88.2	'''(This cost truth my) 	 Never give floor sing front owner and Skill night'''	'''Note TV democratic manager while	 Others Response paper within reflect'''
regina_holmes_6128	Regina Holmes	40.0	98.1	50.2	'''Note: City success usually	 then Me rock activity'''	'''Manage card	 Voice Bar hotel stop'''
erin_flores_1598	Erin Flores	72.0	50.1	27.2	'''Speech per	 Free time hot man environment Morning city factor'''	'''Wife day; Phone those 	 Book child important realize board hope'''
phillip_berry_9514	Phillip Berry	7.0	49.1	16.2	'''(Cause now raise to college) 	 Level threat occur about and Spring culture'''	'''Note: Home	 then Growth this she'''
shirley_rogers_9118	Shirley Rogers	38.0	60.1	35.2	'''Total range baby; Political majority growth social 	 Along skin'''	'''Adult talk responsibility evidence; While discussion reality force 	 Including simple drive late'''
michael_huff_3522	Michael Huff	38.0	28.1	85.2	'''Body although	 Painting issue Yourself'''	'''Bank stop focus medical; Rest take 	 Identify phone then every'''
teresa_barron_7375	Teresa Barron	80.0	18.1	15.2	'''Tonight	 Word step Page listen'''	'''Compare contain here threat; Course 	 Simply training exist'''
mary_turner_1030	Mary Turner	20.0	19.1	84.2	'''(Nothing today) 	 Reflect risk and Education either ago'''	'''(Me mission their similar middle) 	 Give field and Range try enough'''
paul_nunez_2246	Paul Nunez	79.0	39.1	21.2	'''Art responsibility leg; Describe training morning together answer 	 Candidate skin sure'''	'''Hand throw message executive; Free with community effect for 	 Political media service'''
janet_long_0537	Janet Long	1.0	97.1	90.2	'''Responsibility current simply	 Stand enjoy century herself month Upon'''	'''Note: Case outside practice	 then Stay group into Congress control'''
michael_mack_2050	Michael Mack	87.0	6.1	87.2	'''Miss war	 Rule soldier just treatment Outside'''	'''(Knowledge democratic five) 	 Campaign health eight and Technology finally single wall'''
danielle_wilson_2538	Danielle Wilson	42.0	43.1	99.2	'''Note: Help room	 then Reduce heavy despite consumer dog discussion'''	'''Note: Rule chance think	 then Visit official treatment'''
