# This is a comment line to skip
username;name;rating;age;price;comment;note
john_soto_2298;John Soto;80.0;83.1;68.2;'''Look reason traditional budget author; Most across of Sign west new''';'''Minute enter: Return can; Home such necessary'''
michael_hendrix_1575;Michael Hendrix;56.0;95.1;53.2;'''Note: Here defense include senior popular; then Although leave upon picture wall''';'''Note: Size figure happen into student; then Condition benefit member benefit suggest'''
melissa_collins_2860;Melissa Collins;65.0;53.1;32.2;'''Note: Too; then Customer more process''';'''Note: Per compare care; then White section'''
miss_white_8824;Miss Lynn White;32.0;39.1;93.2;'''Traditional account whether debate final; Early language ; To third others whose''';'''By drug town unit lot; Allow Fact relationship high'''
michelle_perez_8190;Michelle Perez;44.0;49.1;82.2;'''Increase despite network price; Song open already use century record If south current''';'''Note: Receive; then International election recent child'''
dr_jackson_0005;Dr. Brenda Jackson;100.0;99.1;84.2;'''Any; Per ask vote trial ; Music''';'''Skill hear board buy star especially: Happen seven area rest; Party development make'''
emily_fernandez_3489;A;9.0;67.1;13.2;'''(Least season bit) ; Future analysis and Film president southern we choose case''';'''Law within fear office: Where lawyer school; Man upon'''
karen_spencer_2862;Karen Spencer;61.0;2.1;98.2;'''Just majority benefit; Small long difficult own maybe Suffer''';'''Population mouth; Campaign discover important or pretty something ; Box share receive call'''
michael_davis_1375;Michael Davis;100.0;17.1;98.2;'''Note: Style entire; then Country''';'''Note: Type environment life lose; then Look much something'''
nicole_parker_1013;Nicole Parker;60.0;55.1;58.2;'''Note: Yeah address summer; then What''';'''Fund candidate just dream: Economy which bring take administration; Nation policy southern'''
benjamin_herrera_0831;Benjamin Herrera;99.0;21.1;31.2;'''Billion go owner may; Choice study Say however''';'''(Particular) ; We and Project successful wrong nice'''
amy_stanton_4732;Amy Stanton;87.0;19.1;2.2;'''(Place how) ; Then and Almost claim under''';'''Present look: Near world huge second; Region surface beautiful owner red attack'''
theresa_rich_2896;Theresa Rich;56.0;42.1;22.2;'''Building possible travel mean; Poor learn art sort could contain Dream deal board''';'''Available similar world; Little yes task letter ; Stop real'''
cody_johnson_0665;Cody Johnson;;65.1;95.2;'''Note: Skill magazine several; then Happy appear difference argue''';'''Note: Go successful; then Somebody day'''
michael_morales_5772;Michael Morales;12.0;61.1;67.2;'''Technology simply than organization: Art way plan; Kitchen hour image Mr specific''';'''Institution speak: Address certainly; Particular child still support hundred'''
joshua_drake_1808;Joshua Drake;38.0;77.1;;'''Down perform: Perhaps stuff thought; Fear campaign company reveal''';'''Quite process every; From prove Thus'''
samantha_mcclure_0417;Samantha Mcclure;64.0;63.1;84.2;'''(Laugh) ; Threat argue and Medical article leg write''';'''Note: Health something hotel ago office camera; then Each fund bed'''
todd_alexander_3709;Todd Alexander;90.0;20.1;61.2;'''Note: Mission hot should year; then Experience evening single''';'''Source clear personal quickly color; Set defense ; These bed character name general'''
janet_short_4312;Janet Short;5.0;32.1;20.2;'''Create second view for prove building; Table big final thus Couple board source operation''';'''Sell; Reveal explain interview blood ; Interesting thing city phone'''
william_davis_8138;William Davis;42.0;52.1;34.2;'''Seem not according: Decision much process agency crime mind; Receive option turn''';'''Responsibility nothing tax forget parent; Kitchen sit rest cover everybody ; Thing decision'''
dave_greene_9416;Dave Greene;67.0;56.1;17.2;'''(Sit put give) ; Again member and Seem huge history together guess''';'''(Positive wish) ; Smile down either fast and Ten'''
jeremy_swanson_0944;Jeremy Swanson;9.0;;78.2;'''Garden; Nation instead another Way much successful other''';'''(Manage) ; Increase senior southern how father and Exactly'''
