# This is a comment line to skip
username;name;total_count;rating;score;review;note
william_wang_5443;William Wang;85.0;46.1;35.2;'''Note: If; then Upon near''';'''Tv card drop seat; Develop people ; Year history'''
kelly_cummings_3819;Kelly Cummings;59.0;77.1;74.2;'''Note: Street; then Concern president too simply''';'''Him today maintain official: Dream concern television; Born away'''
nicole_little_8729;Nicole Little;66.0;9.1;21.2;'''Money thus interview choose: Recognize north interest child see; Identify start investment deal''';'''Note: Hit everyone fine ground; then Unit food'''
jillian_gutierrez_8401;Jillian Gutierrez;61.0;75.1;15.2;'''Discussion consumer: Great finally mother rate perform; Four now''';'''Note: Grow certain; then Common treatment before actually'''
mary_white_9334;Mary White;19.0;42.1;87.2;'''Ahead design; Rise tree ; Research dog''';'''(Within) ; Safe debate tend and Pay ask economic trial per'''
matthew_diaz_5573;Matthew Diaz;81.0;54.1;82.2;'''Note: Commercial resource effort; then Move value building task live''';'''(Those especially) ; Must week show and As term'''
justin_hardin_8402;Justin Hardin;16.0;88.1;71.2;'''(Within suddenly southern customer) ; Management scientist and Send expect recent''';'''Traditional bill vote; Street Stage low how all'''
edward_jensen_7017; ;96.0;65.1;99.2;'''Dog; Claim per Impact international surface''';'''Training: Improve series section wide financial; Particularly everyone'''
bonnie_vargas_1999;Bonnie Vargas;84.0;58.1;93.2;'''Note: Less pattern up difficult; then Trouble break''';'''Bad century picture: Throw education church; Space money list machine'''
justin_mason_8901;Justin Mason;47.0;8.1;30.2;'''Note: Sure form; then Deal learn data role''';'''Note: With; then Air'''
jeanne_taylor_7294;Jeanne Taylor;4.0;52.1;61.2;'''Rock whatever: Smile; Claim million teach''';'''Little; Society product thought treat Treat'''
stephen_johns_5094;Stephen Johns;71.0;40.1;43.2;'''Any why; Century station ; Together off more effort treatment''';'''Of well together; Thank medical service grow Know leg arm'''
megan_smith_2135;Megan Smith;48.0;16.1;79.2;'''Read; American phone woman vote Picture none indicate''';'''(National) ; Head and Become'''
keith_flowers_8430;Keith Flowers;14.0;77.1;8.2;'''Simple whether run imagine assume; Democratic certainly site similar Smile''';'''Sister could wide; Pressure ; Quite member'''
alex_nichols_7687;Alex Nichols;6.0;77.1;63.2;'''Within range social; View issue Give inside its whom so''';'''(Well light character) ; Store and Whether wonder year'''
courtney_hudson_1756;Courtney Hudson;;66.1;50.2;'''(Technology trade professor) ; We still and Individual great''';'''Hit wait member; We its ; Politics north discuss'''
mark_hernandez_3915;Mark Hernandez;39.0;77.1;46.2;'''Significant same miss; Question Born dark choice''';'''Note: Rate travel; then Weight claim drop five'''
james_sosa_3163;James Sosa;24.0;29.1;31.2;'''Note: As usually run top; then Article machine administration before along''';'''Note: Practice; then Cultural'''
dale_flores_8867;Dale Flores;49.0;4.1;76.2;'''Note: Outside away activity; then Picture Mr''';'''Future happy make firm quickly; Field hard traditional hard run require ; Home professional whole'''
stephen_jackson_2138;Stephen Jackson;60.0;58.1;4.2;'''Note: Identify green; then Within number spring''';'''Note: Outside before seem fall; then Evidence bed thousand unit'''
sandra_lam_7377;Sandra Lam;42.0;22.1;68.2;'''Region hair positive: Long; Boy easy''';'''(Fill place) ; Experience inside woman and Another all'''
denise_dds_0939;Denise Reeves DDS;40.0;99.1;92.2;'''Any huge; Again man form each ; Direction such''';'''Ground husband; Job pattern Big interest'''
harold_collins_1579;Harold Collins;30.0;81.1;8.2;'''(Enjoy or rich) ; Change indeed couple form and Maintain ahead science''';'''(Water military force) ; Human difference page and Door individual interview'''
john_brock_2539;John Brock;57.0;65.1;48.2;'''Anything determine dinner: Sure section response; Receive nature can mention seat''';'''Mother senior: City visit success these eight process; Commercial goal reflect with continue'''
cody_conner_0653;Cody Conner;10.0;;58.2;'''Very start reach both: Owner purpose serve represent article; Eye for personal leg''';'''(Song) ; Dog return and Interest show along'''
denise_little_4700;Denise Little;12.0;98.1;62.2;'''(Most cost) ; Foot alone and Mention law''';'''Often also service memory clearly soon; Commercial future stop born ; Foot build'''
holly_carey_5974;Holly Carey;60.0;19.1;53.2;'''Note: Officer political; then Area head matter billion president''';'''Note: Teacher; then Concern building'''
mariah_lynch_8014;Mariah Lynch;47.0;54.1;48.2;'''Decision general catch; Guess make ; Need only face strategy best''';'''Become in: Catch opportunity real key; Like born like travel down'''
zoe_ruiz_5677;Zoe Ruiz;60.0;74.1;;'''Note: Prove general; then Rich statement manage woman surface''';'''(Because true wife old) ; Theory be themselves laugh and Big old'''
justin_miller_8326;Justin Miller;37.0;84.1;77.2;'''Of; Dream Three effect experience dark believe''';'''Room strategy mean; Event opportunity report moment administration Tonight action without clear young purpose'''
kevin_brown_1435;Kevin Brown;58.0;71.1;17.2;'''(Responsibility theory heart choose play) ; Student name into and Star skin''';'''(Good yeah apply money) ; Push each many what point side and Include'''
ryan_brown_4498;Ryan Brown;82.0;95.1;28.2;'''(Assume picture strong) ; Majority service and Appear number''';'''Partner amount break; Manage machine save mean ; Economic wife fill develop'''
