# This is a comment line to skip
username;salary;age;summary;description
antonio_gaines_8515;20.0;18.1;'''(Race public young) ; Recent summer hear and Artist participant Republican face increase''';'''Not; Study Early sense home try cold'''
ms_rhodes_9736;66.0;53.1;'''Learn; Serious deep Fear pattern''';'''(Be) ; Car everybody ground evidence blue and Institution another themselves artist program'''
juan_jones_2443;76.0;22.1;'''Note: Account design; then Build region''';'''End lay whatever never; Wear let central people ; Then'''
james_delgado_2142;43.0;99.1;'''Security lot but: Job low own; Direction statement describe''';'''Pattern own environment mission: We maybe door east; Yes avoid community team protect third'''
dawn_bradley_3340;22.0;88.1;'''Note: Place ago; then Bad interest Mrs''';'''Talk baby technology community; Today bad find Near remain affect TV ball compare'''
tina_hoffman_4816;3.0;69.1;'''Note: Test itself two; then Action size interesting''';'''Unit us; Eye voice by ; Something identify four'''
robert_wright_7778;16.0;5.1;'''Tough even require far tell; Our art Strong require our sometimes''';'''Any game stock wrong: Hotel impact send; Society whom'''
christina_andersen_5819;36.0;45.1;'''Need; Long lawyer yet situation medical With conference I''';'''Note: Wish; then Kind support'''
jennifer_alexander_8748;6.0;70.1;'''Note: Family more factor cover; then Yourself little responsibility attorney''';'''Pay family line: Such role though; Wind clearly fill'''
stephanie_fox_5672;40.0;80.1;'''(Enough project fall) ; He budget suffer and Way still''';'''Effect ability field student: Space six involve; Serve minute'''
savannah_villarreal_4849;59.0;71.1;'''Note: Worry; then Quickly grow team''';'''Forget guy sort economy let eat: Business property remain; Hotel head'''
shane_thompson_8076;2.0;82.1;'''(Among officer little) ; Save contain sense and Well role late speech method''';'''Full; Dark area ; Necessary left'''
sarah_wilson_6752;;6.1;'''Meet company star; Economic paper sure although Yes article''';'''Note: Right enter; then Clearly drug'''
harold_jenkins_3378;29.0;35.1;'''Coach sell single alone: Official; Hospital similar program partner sister''';'''Note: Suggest; then Opportunity'''
kevin_welch_5247;23.0;50.1;'''Rate realize rise building: Sure up human market; Right its hair population''';'''Each interview board: Candidate together security; Health'''
justin_lewis_5118;25.0;50.1;'''(Thank away look short yeah) ; Note so all last mention and Would relate put''';'''Keep: Environmental say; Various power option'''
jesse_rasmussen_2965;20.0;87.1;'''Other material consider; Work site perhaps into someone pretty Help stay ball''';'''Example; Finish fall office money ; East everything'''
sean_lewis_1866;10.0;84.1;'''Generation commercial training; Stay while Traditional court science require''';'''Environment; Together field Information become offer'''
lisa_walsh_0196;59.0;18.1;'''Step stand candidate: Perhaps through scientist daughter enough subject; Size trip''';'''Value; Remain air Group these'''
zachary_collins_7358;40.0;9.1;'''Task guess understand model; Media Black church low''';'''Back sort discover; Firm Door program'''
antonio_moran_5110;56.0;19.1;'''Nice goal political happy; Budget political best Reveal peace''';'''Tv myself work one: Challenge reduce; Head produce third'''
scott_johnson_5531;25.0;86.1;'''Note: Technology growth physical side character; then Bank environment''';'''(Trade will why agent) ; Own example table and Election woman expert pick upon'''
jimmy_morse_1519;51.0;87.1;'''Challenge century use; Place ; North tree heavy mouth who''';'''Note: Unit save; then Guess not value page land'''
