# This is a comment line to skip
name;username;salary;score;comment;message
Mr Ross Macdonald;mr_macdonald_7844;76.0;48.1;'''Natus distinctio quidem minima; Vero ; Sequi ipsam labore impedit nesciunt''';'''Laboriosam nobis voluptate asperiores; Natus aliquam ullam mollitia nulla Odio quasi'''
Jamie Wright-Armstrong;jamie_armstrong_8885;63.0;55.1;'''Note: Ex sed unde; then Similique cum dolores''';'''Minus accusantium est; Eaque maxime ; Deserunt'''
Joel McLean;joel_mclean_1946;91.0;51.1;'''Note: Esse eius commodi corporis; then Ipsa repellendus odit autem''';'''Dicta; Corrupti quos qui sapiente ; Neque quae'''
Jeffrey Poole;jeffrey_poole_4683;42.0;18.1;'''Note: Optio; then Rerum distinctio ut quae''';'''Quas dolorem; Consequatur distinctio delectus Dolor blanditiis debitis'''
Dylan Horton;dylan_horton_7150;93.0;98.1;'''Note: Rem omnis; then Aliquid blanditiis''';'''(Ducimus reiciendis illum) ; Dignissimos dignissimos nam and Eius sequi eligendi'''
Peter Ford;peter_ford_6118;47.0;51.1;'''Note: Quisquam quam ratione neque suscipit; then Fugit''';'''Pariatur ab commodi; Repellat facere In nisi ea laborum inventore'''
Mr Dean Taylor;mr_taylor_0825;77.0;3.1;'''Note: Alias quo; then Reprehenderit''';'''Distinctio tempora maiores ad voluptatum ipsam: Dolorem; Non eveniet'''
Rosie Cole;rosie_cole_1047;30.0;14.1;'''Ut; Exercitationem illo ; Veritatis consequatur''';'''Expedita nesciunt ab dolorem incidunt: Eos deserunt; Ipsam non'''
Mark Kirby;mark_kirby_0313;57.0;68.1;'''Illo nam aspernatur; Veritatis doloribus blanditiis Corrupti mollitia aut''';'''Reiciendis: Voluptate quas; Tempore sint iusto'''
Arthur Roberts-Bailey;arthur_bailey_8437;95.0;80.1;'''Note: Ab inventore; then Veritatis''';'''Ducimus reprehenderit amet soluta ea laborum: In eos cumque; Soluta'''
Ms Beth Bennett;ms_bennett_5237;32.0;75.1;'''Commodi quam sapiente; Sint harum Deleniti officiis sint''';'''Maiores natus; Minima ; Itaque sed corporis'''
Patrick Craig;patrick_craig_3389;38.0;19.1;'''Voluptates quam veniam nulla reiciendis expedita: Quam; Est''';'''Cupiditate consectetur ratione excepturi: Quaerat esse repudiandae ducimus consequatur; Id inventore fugiat neque atque'''
Elliott Robinson;elliott_robinson_2022;94.0;62.1;'''Quis odio fuga nemo minima aut: Excepturi esse libero; Dolores neque et quae''';'''Sit voluptatibus iste praesentium maiores; Error molestiae Harum ducimus saepe sapiente'''
