name;salary;age;total_count;review;summary
Michael Jones;38.0;46.1;56.2;'''(Last think) ; Hard score PM one agreement and Add trade pattern''';'''Dinner agree work buy issue; Increase plant stay See art shoulder source'''
Jesse Oconnor;11.0;31.1;;'''Note: Be event degree; then Entire expect institution''';'''Note: Account hard stage; then Loss accept'''
Kyle Wall;18.0;28.1;54.2;'''Event; Picture hotel organization ; Contain''';'''Note: Finish result; then Science'''
Kirk Dawson;4.0;15.1;60.2;'''Against until long; Those remain foreign ; After reason''';'''West teach event large; Right rather born test rest ; Door result matter'''
Shannon Mcdonald;30.0;93.1;49.2;'''Maybe such room; Pull body according What heavy argue necessary''';'''Explain claim him dog: Order; Mouth third teacher'''
A;89.0;47.1;49.2;'''Note: Member; then Hour level husband get''';'''Bag present; Eight his ; Grow because'''
Rachel Mccullough;85.0;85.1;68.2;'''Leg kitchen specific soon responsibility meeting; More born challenge ; Compare''';'''Reveal entire happen thus until; Any push we ; Child less easy west build'''
Scott Mckay;85.0;32.1;70.2;'''Note: Exist tree; then Thousand college''';'''Beat campaign woman; Page hospital ; Hard attorney space business'''
Joseph Payne;46.0;9.1;99.2;'''Note: Ready rich your; then Whose store according in movement''';'''(Important) ; Leave skin soldier industry and Discussion kind before'''
David Henderson;53.0;39.1;99.2;'''Show seat provide: Lay current notice; First total''';'''Mission court former wish; Still Participant final always'''
Mariah Huang DDS;10.0;63.1;42.2;'''Build which probably; Want and yourself debate stop ; Whole specific''';'''Pick as; Executive Car agreement base glass various'''
Thomas Carney MD;62.0;37.1;3.2;'''Ball compare network art: Term political employee themselves; Peace former''';'''(Contain approach behind which) ; Type almost middle agency skin and Catch practice her'''
Kevin Mejia;48.0;;36.2;'''Admit security land interest walk: Fact whole billion; Consider well tax loss''';'''Note: Office physical end when argue; then Myself heart town'''
Nicole Espinoza;13.0;51.1;96.2;'''Shake three: Ground lot town; Important inside performance choice writer play''';'''Compare relate industry start; Great medical Ahead'''
Karen Robertson;96.0;95.1;92.2;'''Name and police; Who type Draw four''';'''Note: Budget activity small; then All I mouth south'''
Victoria Vaughn;84.0;47.1;7.2;'''People down trip management shake sense; Happy Seat artist''';'''(Themselves lead) ; Detail line work event when brother and Safe chance body'''
Elizabeth Hernandez;7.0;68.1;9.2;'''Series; Window senior notice land interesting physical ; Live likely store bar check somebody each''';'''(Could head watch) ; Fire deep and Trip reveal'''
Sarah Holloway;26.0;60.1;68.2;'''(Various tonight per product stock) ; Interest road and Control will''';'''Note: Pass hold source; then Look scene when it'''
Beth Reid;43.0;63.1;61.2;'''(Partner tell catch) ; Unit lay magazine and Better service sea''';'''(Act statement wind to) ; Successful war sell to and Father best we'''
Michael Holder;78.0;53.1;36.2;'''Old eight blood; Course itself reduce instead beat Good compare scientist if responsibility''';'''Radio seat; Sit central buy space Culture care down onto up word'''
Alison Gallagher;40.0;32.1;19.2;'''Note: Cut performance best; then Audience moment''';'''Mean someone simply; Action ; House baby'''
Raymond Baker;;24.1;8.2;'''Note: Purpose total dog; then Once white''';'''Test: Discuss action believe; Number'''
