name	username	rating	salary	total_count	description	comment
Amanda Rodriguez	amanda_rodriguez_1581	38.0	57.1	67.2	'''(Magazine dinner back both hotel) 	 Likely and Ability whom final trouble in husband'''	'''(Form manager effect) 	 It let and Enough article for surface degree'''
Crystal Reeves	crystal_reeves_7486	78.0	13.1	73.2	'''Source from share; Trip market ground raise 	 Charge report close'''	'''(Power defense) 	 Final year and First policy poor race'''
Alexander Mccullough	alexander_mccullough_5202	47.0	24.1	13.2	'''Effort friend summer: Well somebody	 Focus fight school better'''	'''Always administration order decision local perhaps; Clearly truth 	 Seven very'''
Oscar Powers	oscar_powers_2113	63.0	78.1	96.2	'''Same ability court	 Even win enter Know his'''	'''Cost fall	 Only letter no phone Let'''
Cory Johnson	cory_johnson_6674	11.0	55.1	13.2	'''Analysis: Every assume seat	 Than level'''	'''Shake first; Summer leave kind consider here 	 Answer learn yeah'''
Joseph Adams	joseph_adams_8284	62.0	25.1	46.2	'''Up response: Require	 Prove carry tree water'''	'''Success	 American hour six Listen reason single'''
Robert Carlson	robert_carlson_3805	25.0	86.1	47.2	'''(Least down) 	 Will every voice successful and Five buy up manage section man'''	'''Note: Hundred fall	 then Ok beyond team skin road'''
x	jeffrey_md_6187	26.0	76.1	56.2	'''Note: Attorney different citizen property	 then During him parent visit'''	'''Sister describe development	 Community management cover air Friend very'''
Christopher Thompson	christopher_thompson_4569	53.0	60.1	83.2	'''Note: List inside view	 then Arrive growth'''	'''Glass; Work treatment 	 Field author'''
Steven Patel	steven_patel_9192	27.0	30.1	82.2	'''Alone science	 Population picture sometimes Reveal'''	'''Simple environmental however; Stage effect much community everyone 	 Usually place'''
Cesar Barr	cesar_barr_3923	25.0	88.1	54.2	'''Shake involve: Back their face clearly your	 Here'''	'''Artist from: Language	 Success cost'''
Courtney Bradshaw	courtney_bradshaw_6167	98.0	68.1	90.2	'''Ability quite; Because information group house car 	 Important close'''	'''Toward; From despite 	 Say'''
Lucas Rodriguez	lucas_rodriguez_5068	94.0	38.1	74.2	'''Money	 Even West south never soldier cup'''	'''Process seven; International Congress 	 Piece card management'''
Kelsey Li	kelsey_li_5305	71.0	72.1	63.2	'''Let own account; Front among fall follow under 	 Head service'''	'''Occur economy kid: Letter go own cause strategy trial	 Loss order'''
Samantha Vazquez	samantha_vazquez_4013	19.0	32.1	13.2	'''Anything entire region world that	 They measure Floor'''	'''World continue and: Similar third	 Agent part whether strong rock'''
Austin Scott	austin_scott_5114	76.0	21.1	96.2	'''Note: Attention son	 then Pull feeling stop east space not'''	'''Election prepare	 Stay consumer tax environment Watch likely'''
Allen Mitchell	allen_mitchell_3188	52.0	52.1	56.2	'''Hope interesting available research simple whatever: Have anything level could	 Senior truth man'''	'''It at	 Concern force Knowledge operation international'''
