# This is a comment line to skip
username;name;age;price;note;review
amber_rivers_0314;Amber Rivers;20.0;19.1;'''Follow design; Education same couple standard ; Budget activity treat''';'''Ground item upon account behavior realize; Quickly message now skill ; Actually whom'''
megan_diaz_1520;Megan Diaz;18.0;38.1;'''Note: Reveal market; then Process detail''';'''(North contain student) ; Notice society note evidence commercial and Different kitchen cold'''
christopher_kline_3620;l;81.0;91.1;'''Note: Case; then Reveal soon future''';'''During military concern begin; Guess his ; Leg away finish respond often'''
kristin_mitchell_3048;Kristin Mitchell;23.0;100.1;'''Poor society should; Program professional company ; By''';'''Note: Firm; then Nothing standard single'''
william_johnson_2151;William Johnson;37.0;39.1;'''Four own spend see kid: Rock huge address language suddenly; Teacher experience current probably start''';'''We every security structure; Lawyer listen read Travel test final edge yet'''
theresa_malone_9517;Theresa Malone;78.0;90.1;'''(Social away relationship person return) ; Section sport entire and Various''';'''Street; Out music finish within Box explain life itself'''
jeffrey_fox_4747;Jeffrey Fox;74.0;42.1;'''Attack; Rock Manage interview skill''';'''When school off billion; Concern While who none'''
eddie_mitchell_8251;Eddie Mitchell;19.0;1.1;'''Person; Despite remain you today Last worker board eat''';'''Note: Serious any thus than seek; then Loss'''
dawn_nunez_6890;Dawn Nunez;89.0;1.1;'''Note: Believe; then Clearly sell''';'''Town maintain; Recognize who majority because cup Conference blue'''
chelsea_clark_7431;Chelsea Clark;12.0;11.1;'''Mother; Support improve attack Customer''';'''Experience high: North memory reality; Little southern today drop'''
patricia_rivera_9506;Patricia Rivera;40.0;;'''Note: Stuff; then And''';'''Film: Large; Represent western appear program blue'''
patrick_rivas_2306;Patrick Rivas;;61.1;'''(Movement) ; Story call door and At partner sort''';'''Unit several short; Serve same ; Would statement difficult fire'''
ian_gordon_3843;Ian Gordon;24.0;69.1;'''Security rise professional record sport; Level attorney ; Enjoy half again''';'''Officer economic: Plan read deep; Approach now side financial'''
jordan_taylor_9372;Jordan Taylor;17.0;78.1;'''Between free; Month much newspaper that seven court Those mind present along still''';'''Democrat statement quickly stop; Series have of major increase laugh ; Great cold no'''
tracy_mills_6667;Tracy Mills;77.0;43.1;'''Fact else thousand: Trouble store like significant; Site pay''';'''Note: Pressure; then Product sign'''
adam_krueger_3703;Adam Krueger;72.0;39.1;'''Note: Cause; then Play help''';'''(Power) ; Create study behind unit leave simply and Collection do floor find today'''
miranda_williams_5176;Miranda Williams;38.0;67.1;'''Computer: Mission wall statement street education born; Factor''';'''Dinner wide forget couple: Action ahead; Research sure and'''
kimberly_johnson_3025;Kimberly Johnson;31.0;57.1;'''Attention serve community hot them mind: Offer fly mission; Would''';'''(Not spend set several dog) ; Church mind beyond much and Write own'''
joshua_cantrell_4311;Joshua Cantrell;33.0;35.1;'''Young line meet: Power; Young''';'''Note: Win; then Anything build'''
paul_george_9811;Paul George;89.0;41.1;'''Note: Range day dog; then Get move trial really''';'''Game health single ago: Understand end morning all hold; Defense agent'''
colleen_smith_7443;Colleen Smith;67.0;70.1;'''Several laugh song notice; Training approach Let win special''';'''Mother support born; Left ; Firm outside plant'''
james_lee_5382;James Lee;88.0;19.1;'''(Century use) ; Social college father tell executive down and Son southern down situation''';'''Note: She; then Former spend provide head'''
