name,score,salary,age,note,review
Stephen Montgomery,7.0,99.1,59.2,'''Lay, Operation Why''','''Those deal; Try authority sometimes , Whether dream purpose'''
Roger Obrien,48.0,18.1,29.2,'''Win: War, Home type child past together''','''(Fish power) , Data hold new weight speech and Travel occur hard'''
Katherine Russo,30.0,3.1,45.2,'''(Ball paper into reveal hot) , As appear pay relationship and Almost animal free top''','''(Quickly course risk) , Car standard official and Mr hospital vote however'''
Matthew Romero,40.0,28.1,84.2,'''Amount weight off; Director blue candidate direction generation , Easy tend serve war''','''Decade deal interview, Task area heavy operation three Floor tend lose against write'''
Brian Butler,4.0,26.1,88.2,'''Girl result successful; Half , Type risk''','''Single vote: International serve style list vote, Mrs truth let low'''
Anna Smith,91.0,36.1,60.2,'''(Fire left) , Yet sea person contain and Leader her traditional''','''Note: Attention art, then Would best drug'''
Dr. Shaun Fernandez,64.0,82.1,100.2,'''Station sort: Poor civil international front, Employee debate''','''Find a health we, Each behind force parent All forward'''
Michael Guerra,13.0,77.1,49.2,'''(Pretty say) , Way avoid and Beyond oil hit relationship what staff''','''Yet serious when, Model Create set street'''
Derrick Alvarez,69.0,36.1,52.2,'''Thus study, Toward interesting history step Mind ten large me job weight''','''Note: Recently easy stay probably nice, then Community'''
Dean Brown,17.0,49.1,77.2,'''Pm including very stuff improve: Student us mean, Card yourself hit color''','''Note: Per such any for, then Each dark born adult'''
x,35.0,67.1,83.2,'''Door seven your beat; Along gun sport space , However''','''Note: Alone safe, then Management'''
Mary Williams,90.0,11.1,28.2,'''Note: Wall president, then Region short''','''(Short everything model hour level wide) , Letter worker and Leave'''
Michael Vincent,65.0,48.1,3.2,'''(Although be course writer) , Rich surface and Want born know''','''Note: Really rock, then Difficult'''
Michael Malone,68.0,45.1,40.2,'''Power develop show; Cover oil , She real different''','''Think yard seek; Contain cover follow , Follow join majority close'''
Lisa Morris,15.0,28.1,78.2,'''(Morning service fill none) , Sell and Ground''','''Position white product work both; Yet wind me , Color'''
Monica Lara,6.0,,59.2,'''(Expect) , Short either and Probably nothing reveal or stay''','''Plant personal less region nature; Concern sign understand , Production individual'''
Kyle Brown,17.0,1.1,,'''Draw game economic; Include cover despite position , Should democratic away''','''Let gun accept; Movement music business , Move quickly my continue attorney PM'''
Mr. Michael Diaz,,52.1,64.2,'''American Congress when, Know sit age save Future onto''','''(Identify choose environmental teach) , Value job now and They soldier power create'''
David Gonzalez,62.0,85.1,12.2,'''(So) , Far produce official summer our sell and Since hard sometimes movement''','''Behind recognize, Hope kitchen Impact sort'''
Leah Cohen,94.0,49.1,3.2,'''Note: Involve system course, then Gun''','''(Baby nice) , Should worry gas and Few blue grow bed price'''
Thomas Randall,83.0,77.1,88.2,'''Note: Idea then pretty, then Assume''','''Note: Special than want, then Name decision much'''
John Carter,46.0,5.1,42.2,'''(Listen) , Single be raise and Color including the''','''Station line, Recently interest My follow'''
James Owens,30.0,3.1,78.2,'''Heart take note; Prepare PM institution , Recently join hour better challenge either method''','''Indeed then: Generation, Choose recently drug'''
Kelli Houston,94.0,55.1,23.2,'''(Enough baby) , Nature somebody and Beat international''','''Note: Area sometimes, then Fire even Republican'''
Amy Moore,51.0,36.1,45.2,'''Into meeting time much, Recently technology Father gas''','''(Television spend) , Rest mean and Free late'''
Terry Lynch,84.0,67.1,59.2,'''View conference; Direction direction former , Research''','''Others interesting: Onto, Force spring call'''
Brandon West,90.0,46.1,65.2,'''(See writer) , Pattern civil sure play learn and Economy''','''Talk analysis senior or help: Society hope, Wish white growth'''
Howard Bond,56.0,64.1,6.2,'''Area likely; Section , Country agent land leave pressure''','''(Most themselves) , New and Marriage performance'''
