# This is a comment line to skip
username;name;rating;score;remark;review
alexis_castillo_3416;Alexis Castillo;6.0;95.1;'''Group: Score century money allow; Material affect''';'''Note: Determine account side nearly; then Child amount technology party art'''
derek_preston_8475;Derek Preston;93.0;62.1;'''Seven next; Rise out enjoy into His what''';'''Husband west authority piece: Hour; Show popular decade'''
alexandra_mendoza_3981;Alexandra Mendoza;60.0;30.1;'''Industry floor third; Stage technology arm weight often ; Protect hard skin teach professor''';'''Administration reduce project build picture; Around fall try ; Plan'''
kenneth_dds_4889;Kenneth Gutierrez DDS;81.0;;'''If employee strong it; Factor able although Often great quickly''';'''Note: Store possible; then Form generation product what son'''
christopher_schwartz_7168;Christopher Schwartz;63.0;96.1;'''Others listen measure: Another development future decision; Race song far''';'''Himself clearly: Course teacher follow understand; Already account'''
billy_jr_3847;Billy Dominguez Jr.;84.0;2.1;'''Agency down sense; Of ; Little agree by leader''';'''Authority serious between: Discuss push necessary probably; Maintain series'''
carla_campbell_8449;Carla Campbell;97.0;67.1;'''Vote hit level: Leg surface fall order; Approach piece''';'''Second drive: Carry finally actually; Service agent receive outside list'''
jennifer_miller_1262;Jennifer Miller;8.0;12.1;'''A option: Enter ever like such; Miss''';'''(Candidate say explain) ; Choose special dog and Itself relationship feeling'''
william_adams_1308;William Adams;58.0;65.1;'''(Stock fall field) ; College data next member and Manager real girl whose today''';'''Should doctor; How human agent ; About off'''
jeremy_rush_3956;Jeremy Rush;56.0;63.1;'''Note: At off; then Power huge''';'''(Music trip subject forget enough seem) ; Physical must eat and Sort team will them scientist'''
valerie_patton_3834;Valerie Patton;52.0;7.1;'''(Ever result in individual the) ; Set rock perform now and Pm''';'''Note: Cultural white; then Everybody among hair'''
taylor_hamilton_9553;Taylor Hamilton;100.0;6.1;'''Note: Long million modern kid without; then Pick ask occur possible light''';'''(Already author) ; Too show month financial and Hair'''
laura_shaw_1807;Laura Shaw;27.0;1.1;'''Worker author rich lose trial: Of; Six run expect their certainly''';'''Note: Free upon; then Until south international place book'''
anthony_vaughan_2674; ;73.0;22.1;'''Note: Up; then By position address''';'''Help he walk record; More rock ; Economic bad'''
miguel_young_6548;Miguel Young;;69.1;'''Note: Himself yard computer prepare; then Laugh''';'''Republican billion yard; Economic college worker Up material whole image'''
sean_keller_0830;Sean Keller;80.0;77.1;'''Prepare lose require: Choose; Develop nice the politics challenge audience''';'''None; Decision return other figure Mrs Activity Republican throughout former'''
melissa_cherry_6377;Melissa Cherry;10.0;78.1;'''(Imagine buy someone small give) ; Model and Stand activity husband''';'''Why shake hundred; Bank prepare store ; Small quickly enjoy'''
robert_smith_9453;Robert Smith;25.0;44.1;'''Let conference foreign; Then Last resource girl least''';'''Floor; Over simple ; State democratic friend'''
renee_wong_9219;Renee Wong;100.0;20.1;'''Popular series; Represent audience ; Education PM page political feel''';'''(Believe measure food consider style) ; Fact tree and Coach'''
chad_wells_4238;Chad Wells;100.0;45.1;'''Pick pressure office: Where later; Act whole''';'''Population analysis: Lawyer reflect; Effect why law executive ten'''
karen_reed_7064;Karen Reed;3.0;95.1;'''(Wish yeah) ; Store and Early''';'''Cost small perform; Your down recognize ; Carry'''
