username	name	rating	price	remark	review
benjamin_daly_6034	Benjamin Hargreaves-Daly	97.0	66.1	'''Modi sapiente dolorem: Officia accusantium quod rerum	 Occaecati adipisci ipsum atque'''	'''(Sed nostrum quasi) 	 Error delectus odio quia and Vel animi et repellat'''
jason_adams_7247	Jason Adams	24.0	5.1	'''Praesentium: Aspernatur labore sit	 Inventore voluptatem alias'''	'''Nesciunt	 Ad provident voluptate eaque Placeat nisi ea quo ab nihil'''
tony_waters_5738	Tony Rogers-Waters		61.1	'''Note: Maxime vel repudiandae	 then Soluta repellat omnis blanditiis eaque deserunt'''	'''Dolorum quos ipsa dignissimos	 Quam ab assumenda sint Natus'''
emily_wood_1414	Emily Wood	49.0	29.1	'''(Laudantium numquam suscipit) 	 Veritatis deleniti doloribus and Magni delectus ducimus architecto sapiente'''	'''(Officiis quasi nesciunt sed) 	 Magni quam ex magnam ab and Odio natus'''
shannon_mccarthy_9902	Shannon McCarthy	48.0		'''Corporis vitae excepturi	 Adipisci laudantium quo at Vitae'''	'''Laborum aliquid eveniet; Dicta modi nemo exercitationem 	 Illo'''
stephanie_richardson_1086	Stephanie Richardson	20.0	80.1	'''Ut eius fugit dolores: Pariatur mollitia	 Sapiente nisi'''	'''(Reprehenderit debitis optio) 	 Quod reprehenderit tenetur and Nobis'''
jason_bradley_9803	Jason Murray-Bradley	24.0	52.1	'''(Fugit accusantium atque nulla) 	 Sint minus and Alias perferendis'''	'''(Dolor dolore maiores) 	 Sapiente quisquam and Tempora'''
denise_robinson_7460	Denise Harris-Robinson	2.0	6.1	'''Excepturi totam eos nulla	 Omnis itaque Aut esse'''	'''Placeat error earum; Cumque aut magni perferendis eius 	 Voluptatibus amet quod eligendi provident optio'''
keith_kelly_9023	Keith Kelly	26.0	88.1	'''(Sunt ex eaque officiis) 	 Voluptate voluptatem dolore ut and Autem maxime'''	'''Distinctio fugit animi eos aspernatur: Nihil voluptatem	 Necessitatibus deserunt blanditiis deleniti doloribus'''
eric_richardson_9301	Eric Richardson	18.0	3.1	'''Alias velit natus corrupti	 Earum ipsum laboriosam ex aut Saepe officiis deserunt'''	'''Dignissimos odit; Minima tempore ipsam iste 	 Aliquam adipisci quasi'''
marie_collier_1491	Marie Collier	86.0	18.1	'''(Quam sit velit assumenda) 	 Neque tempore porro dolorem voluptatum and Explicabo officia fuga temporibus mollitia numquam'''	'''Voluptas iusto ea; Nisi at 	 Asperiores soluta sit facilis minima'''
vanessa_johnston_1175	Vanessa Knight-Johnston	56.0	93.1	'''Veritatis praesentium	 Facere provident adipisci Praesentium amet'''	'''Nemo dolores; Voluptatum aspernatur quasi cum 	 Qui ullam temporibus'''
paula_green_2239	Paula Green	68.0	95.1	'''Note: Impedit	 then Magni'''	'''Blanditiis tempore molestias; Molestiae 	 Dignissimos nam iusto'''
gareth_roberts_4397	Gareth Roberts	2.0	78.1	'''(Illum) 	 Incidunt corrupti ad and Quos dolore eos autem magnam ratione'''	'''Quia dolorum: A sapiente unde	 Voluptate sed explicabo ducimus'''
brian_collins_6634	Brian Collins	43.0	16.1	'''Note: Quo	 then Architecto harum asperiores reiciendis inventore similique'''	'''Note: Id autem	 then Cum aliquam dicta'''
liam_walsh_0407	Liam Walsh	90.0	76.1	'''(Ipsam perferendis magnam) 	 Fugiat nostrum animi and Natus voluptatibus error dolor quo'''	'''Atque reprehenderit; Similique eligendi 	 Harum dolorem reiciendis delectus veritatis'''
mrs_tucker_8192	Mrs Maureen Tucker	67.0	97.1	'''Note: Ipsa modi suscipit	 then Ullam velit'''	'''Repudiandae itaque maiores	 Amet molestias maiores quo Temporibus soluta commodi accusamus'''
hilary_lee_0527	Hilary Lee	83.0	91.1	'''Excepturi; Placeat omnis veritatis sunt 	 Natus architecto dolor'''	'''Mollitia ducimus: Adipisci hic quaerat vel praesentium	 Officia facilis'''
leanne_brown_9550	Leanne Brown	67.0	20.1	'''Neque assumenda ad atque excepturi consequatur	 Quo placeat vitae Quis voluptatibus ratione consequatur'''	'''Nobis	 Numquam doloremque magni Reprehenderit quam quae'''
gavin_singh_5107	Gavin Singh	49.0	62.1	'''Note: Facilis voluptatem quos assumenda	 then In accusamus fugit'''	'''Ipsum sunt: Dolorem	 Fugiat suscipit nesciunt'''
mrs_taylor_3319	Mrs Dorothy Taylor	25.0	62.1	'''Note: Alias similique soluta	 then Quisquam in labore quam'''	'''Quo	 Quas magnam Quas at quas'''
kathryn_sanders_9791	Kathryn Sanders	57.0	66.1	'''Repellendus sequi ducimus: Fuga similique numquam excepturi nesciunt	 Assumenda'''	'''(Deleniti) 	 Cum quasi incidunt sit and Amet nemo'''
georgina_hardy_4900	Georgina Hill-Hardy	70.0	36.1	'''Note: Cupiditate adipisci	 then Dolores'''	'''(Inventore cumque beatae) 	 Quidem dolorem voluptatum and Et repudiandae'''
karen_burgess_1071	Karen Burgess	27.0	23.1	'''Eligendi tenetur distinctio: Libero facilis iste hic a	 Alias'''	'''(Voluptatem) 	 Assumenda enim magni and Sapiente optio eos neque'''
gareth_clarke_8128	Gareth Clarke	91.0	75.1	'''Dicta; Iste cupiditate dicta 	 Error quasi maxime consequuntur fugiat'''	'''Fuga	 Veritatis quis est nihil Deleniti iusto dicta ea mollitia'''
tom_hooper_6693	l	26.0	84.1	'''Ipsum adipisci voluptates vel: Consequuntur aliquid	 Aperiam cum'''	'''Magni optio; Fugiat 	 Ipsum expedita'''
connor_johnson_5484	Connor Johnson	54.0	63.1	'''Quibusdam suscipit aspernatur exercitationem; Ab 	 Nesciunt eligendi quae'''	'''Fugiat asperiores in recusandae ab; Autem 	 Iste adipisci'''
eric_knight_6235	Eric Edwards-Knight	77.0	82.1	'''Occaecati molestias mollitia; Ex ex 	 Culpa totam'''	'''Veritatis eligendi modi: At quidem	 Deserunt'''
liam_khan_4615	Liam Khan	70.0	48.1	'''Quaerat explicabo sed; Recusandae saepe eligendi 	 Hic error quibusdam consectetur aperiam numquam a'''	'''Commodi culpa vitae rerum; Esse nesciunt saepe occaecati cupiditate atque 	 Ab autem'''
