name,total_count,remark,description
Joseph Sullivan,15.0,'''(Nulla earum) , Consequuntur laborum and Sapiente at praesentium libero''','''(Saepe ad) , Minus vitae voluptatum explicabo nulla and Neque expedita quidem'''
Benjamin Ward-Green,26.0,'''Omnis velit; Porro nesciunt sapiente , Corporis voluptate quia rerum voluptatibus''','''Note: Porro quasi, then Repellendus'''
Dr Derek Mason,79.0,'''Note: Consequuntur magnam veniam, then Omnis quibusdam tenetur''','''(Soluta voluptatibus) , Quos recusandae optio aliquam and Libero'''
Bethany Howard-Hall,40.0,'''Similique sed: Minus, Laborum''','''Distinctio itaque: Illum quod, Vel illo quibusdam quia'''
Dr Mark Andrews,25.0,'''At modi; Similique sint illum , Possimus''','''Illum non sint, Explicabo quo autem Debitis possimus necessitatibus temporibus omnis qui'''
Leigh Watkins,14.0,'''Tenetur iste eius; Deleniti quas , Totam facere praesentium aperiam enim''','''Voluptates, Veritatis molestias voluptatem Quis maiores hic voluptates molestiae'''
Ruth Dobson,61.0,'''(Necessitatibus repellendus alias magnam) , Corrupti quae and Eos culpa dolore illum''','''(Odit facilis illum excepturi) , Neque labore and Quidem'''
Lynn Blackburn,67.0,'''Enim soluta; Nobis adipisci perspiciatis consequatur , Impedit neque''','''(Saepe) , Rem totam and Dolorem inventore assumenda'''
Denise Lee,57.0,'''Note: Nobis dolore, then Quod enim quo dolorum blanditiis''','''Maiores esse minus illum sapiente: Accusamus explicabo, Fuga cum repellat porro reiciendis'''
Ronald Kirby,44.0,'''(Rerum sit ratione nihil corporis) , Aperiam and Consequatur''','''Fuga, Veritatis quas Ex qui perspiciatis'''
Mrs Jasmine Marsh,55.0,'''(Voluptates soluta eos) , Quas molestias and Saepe ipsa''','''(Possimus nam sit) , Veniam quis aliquam and Omnis quia'''
Marian Sykes-Lord,37.0,'''Porro: Recusandae dolore, Autem laboriosam''','''Rerum aliquid nulla, Similique non quibusdam Fugit autem'''
Miss Pauline Smith,40.0,'''Quaerat optio architecto quam maxime quo ducimus, Excepturi quod ad recusandae Incidunt alias rerum soluta''','''Veritatis suscipit perspiciatis; Eligendi atque , Ut sint corrupti'''
Jane Richardson,2.0,'''Note: Magnam pariatur esse accusamus quibusdam, then Exercitationem assumenda odio quam''','''Note: Quibusdam suscipit quibusdam, then Fuga nemo impedit laboriosam'''
Mr Tom Pratt,94.0,'''Dolore deleniti minima ab; Exercitationem , Maxime quod facilis''','''Note: Nisi aliquam, then Est temporibus repellendus est'''
Colin Jones-Dobson,11.0,'''Architecto fugit impedit sint; Corrupti quasi , Deleniti maxime''','''(Corrupti cupiditate maxime) , Quod consequuntur quidem and Iusto doloribus nemo'''
Dr Lewis Lewis,47.0,'''Ab neque; Nam maxime dolores cupiditate , Minima voluptatibus ipsa''','''(Ipsa) , Vel quisquam dolor accusantium numquam and Quo est atque sapiente'''
Miss Marion Rhodes,7.0,'''Repellendus repellendus, Quo voluptatum Temporibus perspiciatis officia eveniet''','''Note: Provident illum quod assumenda suscipit, then Dolorem rem fuga numquam'''
Stephanie Byrne,87.0,'''Pariatur, Dolores Ratione culpa enim''','''Note: Maxime, then Illum perferendis placeat'''
D,1.0,'''Repudiandae voluptatem iste, Quo esse quod asperiores Dolorem fugiat''','''(Explicabo nulla) , Recusandae magni deserunt amet and Quasi consequatur soluta'''
Amelia Griffiths,53.0,'''Non consequuntur temporibus repellat nihil sequi, Quibusdam vel eum fugit doloribus ipsum Eveniet''','''Note: Rem aut, then Maiores accusantium commodi'''
Abdul Francis,30.0,'''Cumque eum perferendis, Modi eos fugit Molestias consequatur amet dolores''','''Vel placeat molestias quos vero, Cum Eum debitis nesciunt nobis'''
Christine Simpson,,'''Ad nemo assumenda; Repellendus nemo , In provident''','''Eius explicabo sit; Possimus atque repudiandae , Beatae nostrum animi'''
Miss Olivia Holmes,70.0,'''Expedita voluptates tempore ad repudiandae libero; Rem eveniet laborum , Quasi hic veritatis deleniti''','''Repudiandae sint: Mollitia totam, Voluptas dolorum'''
Brandon Kay,77.0,'''(Eius occaecati) , At illum and Aspernatur dolorem''','''(Natus architecto) , Porro totam id aliquam quas atque and Ex'''
Toby Wilkinson,69.0,'''Dolor excepturi enim ipsam: Atque perferendis et ab fuga, Provident''','''Delectus voluptatibus: Eveniet id, Dolorum autem quod enim'''
Christian Martin,38.0,'''Beatae aspernatur voluptas; Praesentium in earum ad cupiditate , Reprehenderit voluptatem doloremque mollitia''','''(Dolorem placeat quis corporis) , Hic expedita rerum dolores and Tenetur placeat praesentium'''
Gemma Ingram,100.0,'''Note: Ex quaerat velit voluptates eveniet perspiciatis, then Rem''','''Natus ipsa tenetur: Optio repellat possimus, Quae nostrum'''
Patricia Smith,62.0,'''Voluptatum asperiores similique excepturi; Labore quod recusandae , At maxime''','''Note: Autem, then Ad eos harum ipsum'''
Joseph Collins,86.0,'''(Aut id rerum totam velit laudantium) , Ullam sint and Temporibus sit''','''Ipsam nesciunt maiores: Qui natus dolores quisquam atque aut, Libero quae doloribus aut'''
Zoe Harris,54.0,'''Note: Dignissimos aliquam cumque, then Quo eos dolor officia''','''Note: Minima quis soluta sit, then Facilis a vero culpa quisquam'''
Dr Guy Taylor,28.0,'''Labore nulla iure minima; Natus eaque , Quisquam''','''Asperiores expedita: Expedita, Nesciunt voluptas'''
Douglas Slater,91.0,'''Delectus voluptate saepe; Similique autem consequatur , Ex iste officiis''','''Quia; Nam nemo , Nesciunt atque doloribus'''
Mr Kyle Cox,38.0,'''Note: Architecto veniam sit eius eligendi eveniet, then Vel''','''Magni eos eum exercitationem, Sapiente iste Ea inventore porro'''
Ms Jessica Harrison,21.0,'''(Provident commodi voluptatibus ducimus) , Nam atque and In tempore aspernatur officiis''','''Sint consequuntur dolores repellendus possimus perspiciatis; Doloribus praesentium , Et non quasi'''
Paul Jones,54.0,'''(Repudiandae voluptas dolorum) , Maxime and Dolore debitis assumenda iste''','''Rerum ipsa voluptate: Repellat occaecati eligendi, Dolores nesciunt quia consequatur deleniti'''
Ms Gillian Taylor,100.0,'''(Alias officiis a eum quidem) , Sit exercitationem corrupti and Excepturi enim''','''Note: Aliquam ab inventore ab facere, then Alias consequatur adipisci voluptatibus pariatur cumque'''
Derek Howard,90.0,'''Quisquam facilis accusamus inventore: Occaecati non magnam, Quos aspernatur accusamus''','''Note: Odio eligendi beatae, then Explicabo libero adipisci aspernatur nulla sint'''
Mr Glen Mitchell,23.0,'''Maiores perspiciatis veritatis sed animi occaecati, Saepe tempora Dicta nesciunt''','''Doloribus assumenda minima, Dolores tempora quisquam inventore Perferendis'''
'Jodie O''Neill-Williams',89.0,'''Aut nesciunt: Laborum labore, Dolore voluptas''','''Architecto explicabo delectus perspiciatis; Quos nulla consectetur non , Minus necessitatibus magnam similique'''
Alice Patel,23.0,'''(Amet ullam corrupti) , Ratione officia quae distinctio and Perferendis iste ipsa maiores eius''','''Note: Doloremque explicabo, then Laboriosam'''
Mrs Chelsea Graham,70.0,'''Animi aliquam aspernatur iste ex autem, Ut quas Quasi ullam praesentium distinctio officiis occaecati''','''Quia dolores; Sequi , Illum quam quos vel'''
Mr Karl Robinson,98.0,'''(Nobis) , Sequi esse and Distinctio unde dolor velit''','''Debitis eligendi, Doloremque accusantium Animi id numquam'''
Nicholas Potts,83.0,'''A corrupti repellat: Eum iusto facilis assumenda, Quidem laboriosam''','''Consequuntur, Impedit odit non qui Hic libero'''
Ms Patricia Harris,73.0,'''Fugiat harum reiciendis, Consequuntur dolores Explicabo''','''Note: Ducimus praesentium pariatur, then Possimus'''
Conor Russell,8.0,'''Note: Officiis fuga quos pariatur in, then Aliquid quasi eveniet quas''','''(Laudantium) , Voluptates eligendi quos ab blanditiis and Numquam et aut qui'''
