username;name;price;salary;message;summary
shane_hurst_6283;Shane Hurst;97.0;99.1;'''Concern begin to; Page ; Company science recognize''';'''Note: House skin; then Plant race spring'''
cathy_davis_6425;Cathy Davis;25.0;32.1;'''(Participant up wait child huge) ; Oil than already head allow and Yes research''';'''(Friend serve book power career) ; Education example and Animal business create'''
renee_phillips_7809;Renee Phillips;29.0;11.1;'''Note: Safe produce establish however; then Let then father act rate''';'''(Beat agreement senior the) ; System grow later and Maintain tonight'''
monica_serrano_9811;Monica Serrano;26.0;47.1;'''Tree recognize; Play certainly support wait ; One by after''';'''Side own; Understand produce ground Pass age'''
jason_carter_5726;Jason Carter;65.0;13.1;'''Continue stand can: Happen send; Ready claim live''';'''Eye generation; Challenge cup amount learn Responsibility risk'''
jeremy_steele_7759;Jeremy Steele;65.0;30.1;'''Her: Drive member; Religious mission''';'''Her: Away sign; Culture garden military'''
sarah_gill_2895;Sarah Gill;60.0;91.1;'''Impact why: Final here; Sort issue industry current''';'''Too Democrat; Season than claim staff industry ; Author respond expert child get'''
dr_martin_1202;Dr. Robert Martin;53.0;48.1;'''Note: Participant them; then Authority something for''';'''(Level three wind) ; Husband question act and Lay interview better'''
andrea_sutton_9307;Andrea Sutton;46.0;50.1;'''Must stuff; Leader past central ; Leader where personal''';'''Wall rate could general worry; Everything now eat evening ; Specific hundred fall floor laugh'''
kaitlin_griffin_9135;Kaitlin Griffin;42.0;25.1;'''Note: Long some; then Data leg test so''';'''Least decade event huge; Price north ; Quickly admit'''
kristina_tate_0313;Kristina Tate;19.0;75.1;'''Note: Front force; then Source''';'''(Subject manager nation doctor measure her) ; Many life and Suddenly summer position investment TV together'''
christopher_allen_7579;Christopher Allen;21.0;36.1;'''(Phone modern) ; Which and Change sense together project''';'''Movement only; Style scientist ; Peace effort what guess purpose'''
holly_allison_8584;Holly Allison;21.0;78.1;'''Show imagine art participant kid; Form here moment Morning kind''';'''Consumer: Always resource suggest; Lawyer guess easy seven'''
allison_moore_2263;Allison Moore;50.0;61.1;'''Thank attack; Dream Chair result wide red than half''';'''Season two style use: Ago; History dream officer style out executive name'''
rachel_rodriguez_8717;Rachel Rodriguez;75.0;69.1;'''(Exactly trial) ; Item drive imagine and Speak claim''';'''Note: Every occur growth each; then Total'''
jeff_nelson_2930;Jeff Nelson;;29.1;'''Environment politics per speech; Case scene early Product radio''';'''(White sister today) ; Source gun and Choose door do community ability'''
savannah_mcmillan_5260;Savannah Mcmillan;77.0;62.1;'''Away everything simply second nearly; Culture goal Occur movement brother''';'''Know likely someone: Baby key would; Hundred discussion would'''
lori_walker_5855;Lori Walker;11.0;15.1;'''Major environmental state; Edge ; And crime president''';'''Add: Tree good meeting fine almost current; Total'''
danny_webster_9760;o;80.0;98.1;'''(Make indeed or memory watch) ; Enough center authority and Effort trial lose letter''';'''There public sign student; Often product no hear style Note budget'''
timothy_irwin_9075;Timothy Irwin;88.0;;'''Per see: Republican approach; Occur where she phone student''';'''Note: Under remember her age player; then Final beautiful'''
kevin_goodwin_7966;Kevin Goodwin;30.0;9.1;'''Note: Mean thus; then Tonight''';'''Often sign: Student place; Office boy all local'''
james_phillips_3513;James Phillips;46.0;8.1;'''Note: Attorney sea development; then Section take''';'''Among hard tree: Almost month either; Finally three'''
