username	name	salary	age	total_count	message	description
ashley_wang_3717	Ashley Wang	96.0	93.1	4.2	'''Behind; Music herself discover open shake 	 Five cover'''	'''Tonight house: Choose car continue store	 Anything score yet'''
james_wilson_6988	James Wilson		22.1	20.2	'''Note: Want give performance	 then Sport end that lawyer'''	'''(Best ten control technology more win) 	 Ten maybe and Contain particular none technology on'''
faith_cunningham_1338	Faith Cunningham	62.0	45.1	32.2	'''(Data bad purpose can level) 	 Everything wall save less foot forward and Company career result hit'''	'''Many couple; With high memory 	 Fear able agreement religious'''
sherri_taylor_0346	Sherri Taylor	29.0	48.1	35.2	'''Note: Week reduce most	 then Compare concern might clear effort respond'''	'''Quite job painting	 Policy around Action will evening be over maybe'''
brian_roman_0715	Brian Roman	15.0	52.1	95.2	'''Note: Majority continue debate	 then Class early'''	'''(Itself their whose provide edge understand) 	 Themselves and Field'''
jessica_moore_0829	Jessica Moore	97.0	1.1	68.2	'''Poor wait decision	 Open development Important above may mouth'''	'''Note: Activity home ground win	 then Special current professional'''
scott_austin_2841	D	84.0	17.1	77.2	'''Fear direction	 Sport view candidate Ten when history memory'''	'''(Rock employee plan stage) 	 Deep and Baby'''
teresa_keith_1666	Teresa Keith	99.0	26.1	40.2	'''Much on official; Wonder art 	 Case field movie'''	'''Indicate travel debate rule ok stand: Occur tree	 Either well'''
tracy_castro_3147	Tracy Castro	38.0	96.1	61.2	'''When able: Culture success suddenly so new	 Special writer ability'''	'''Note: Do	 then Either support'''
christina_ruiz_0753	Christina Ruiz	48.0	100.1	62.2	'''(Politics) 	 Stock difficult and Modern live water'''	'''Sort condition success responsibility though; You son table just 	 Respond role now happy'''
stacey_lee_0308	Stacey Lee	75.0	8.1	87.2	'''Note: Know food least standard source indeed	 then Focus drug this'''	'''Note: Maybe	 then National'''
nicole_munoz_8048	Nicole Munoz	43.0	65.1	71.2	'''Note: Eight pay	 then Central game mother'''	'''(Another sort) 	 Believe best option and Mouth material'''
david_moore_3750	David Moore	77.0	22.1	86.2	'''(Clearly fear democratic wrong development) 	 Pressure class with and Onto join century'''	'''Nice strong	 At trip world early World most strong'''
timothy_garcia_9050	Timothy Garcia	6.0	90.1	90.2	'''Note: Paper eat present plan matter	 then Near realize within'''	'''(Exactly family reveal even wide rich) 	 Small and Game see second computer hard let'''
brian_williams_1025	Brian Williams	92.0	73.1	14.2	'''Start: Throughout piece laugh stage	 Phone number'''	'''Note: Interest former sister before reveal	 then Customer than'''
nicholas_mcbride_1698	Nicholas Mcbride	42.0	47.1	57.2	'''Reason final teach perhaps: Risk story paper	 See together method'''	'''Note: Computer resource item attack land	 then Research cup'''
tamara_phillips_2275	Tamara Phillips	13.0	95.1	16.2	'''Note: Visit position	 then Set way reflect'''	'''Understand off note thought hundred mission	 All Anyone hotel easy receive me article'''
