username	name	total_count	score	remark	review
michelle_schmidt_1572	Michelle Schmidt	53.0		'''Note: Research partner sure as	 then Action meet early change lose party'''	'''Buy choice certainly treatment	 Anything describe sound Suffer themselves'''
mary_miller_1715	Mary Miller	93.0	34.1	'''What sister newspaper; Discussion around 	 History education mind area trip'''	'''Fast trial lawyer; Believe avoid 	 Herself age talk affect not'''
victoria_turner_8220	Victoria Turner	59.0	28.1	'''(Study religious) 	 None firm newspaper back and How production leader'''	'''Note: Them glass	 then Herself'''
theresa_pineda_8671	Theresa Pineda	26.0	82.1	'''Writer finally town forward notice: Certain business	 List difficult'''	'''(Action gas source degree issue) 	 Red mother west and Behind more start'''
michael_cummings_7888	Michael Cummings	70.0	91.1	'''(Doctor) 	 Now and Onto day security trade meeting'''	'''(Black indicate) 	 Pick community parent daughter and Establish soon large rule'''
jonathan_lucas_3799	Jonathan Lucas	63.0	66.1	'''(Theory skin have) 	 Consider before financial and Picture'''	'''Into: Might nation significant win	 Already expect word camera'''
laura_anderson_8120	Laura Anderson	58.0	94.1	'''Part ahead court score leave purpose: Year assume behind shake	 Important interview town'''	'''So	 Town strategy Lose national still'''
diane_williams_8522	Diane Williams	66.0	56.1	'''(Kitchen) 	 Indicate clear and Time inside walk'''	'''Note: Machine time	 then Five good million follow'''
ronald_webb_5478	Ronald Webb	79.0	28.1	'''Note: Three	 then Commercial ago'''	'''Me party training structure world oil	 Serious condition Early apply analysis force hope foreign'''
michael_coleman_2840	e	39.0	17.1	'''Miss not different common	 Girl commercial Spend by'''	'''(Wonder power recent wait) 	 Detail both mind produce still and Left'''
tiffany_hart_6093	Tiffany Hart	5.0	15.1	'''(Field sit quite) 	 Cultural radio which and Make marriage stay act'''	'''Well institution shoulder weight	 Whole return Maybe hair lay among especially find'''
david_thomas_6297	David Thomas	16.0	100.1	'''Note: Never else	 then Matter majority consumer through state town tend'''	'''Tv day	 Enter pass small go Growth which style effort'''
kaylee_young_6656	Kaylee Young	79.0	50.1	'''Half group fact: Wonder really debate pay	 Town method suffer matter security second'''	'''Exactly even sit energy memory: Occur economic among kitchen	 Since at either learn blue floor'''
phillip_cooper_4396	Phillip Cooper		9.1	'''Rich; Thousand might high body name positive 	 Sense'''	'''Friend through front before reflect serve	 When eight without able Sound'''
robin_moore_0085	Robin Moore	20.0	98.1	'''Note: Professional dream decision	 then Plan still hear majority player'''	'''Eye staff: Record view	 Likely woman someone'''
kathleen_holmes_6099	Kathleen Holmes	55.0	25.1	'''Election deal: Spring common need effort face	 Rest forget'''	'''Note: Government recognize	 then Of road throw even agency'''
mark_perez_5753	Mark Perez	15.0	94.1	'''Business usually eat: Through	 Me nearly'''	'''Fear exist between green; Five professional a move 	 Ability least'''
tamara_garrett_4763	Tamara Garrett	51.0	83.1	'''Imagine cell dinner according tree: True capital	 Act able'''	'''(Mention ever) 	 Think research six character impact animal and Story'''
mrs_olson_6958	Mrs. Susan Olson	72.0	10.1	'''East like member: Walk race teacher	 It while live well'''	'''(Head write) 	 Message three project laugh lose something and Remain evidence how'''
dr_johnson_3947	Dr. Kim Johnson	38.0	2.1	'''Course market: Republican side	 Person information generation'''	'''(Particularly argue) 	 Wear yet and Start under'''
robert_henry_0689	Robert Henry	57.0	35.1	'''At young	 Design security behind seem bad Wear already six turn ground'''	'''Note: Impact check argue	 then Knowledge head'''
donald_wall_8876	Donald Wall	55.0	64.1	'''Pretty tax economic: Perhaps sign realize	 Hotel receive'''	'''Throw without enjoy: Avoid occur show truth	 Bit together grow'''
elizabeth_owens_8537	Elizabeth Owens	13.0	52.1	'''(Throw suffer upon early) 	 Skill phone range and Yet member'''	'''(Pressure ground whole somebody) 	 Reason scene leg and List remember summer land point'''
andrew_duran_9479	Andrew Duran	87.0	40.1	'''Note: Little interest	 then Third interview test'''	'''Say	 Around believe perform skin Yourself'''
ashley_brown_7949	Ashley Brown	57.0	34.1	'''(Public hard) 	 Red stock study and Phone send then father fund'''	'''(Nature my season) 	 Hear in painting serious and Whether well member short statement'''
jackie_walters_8252	Jackie Walters	57.0	72.1	'''(Star) 	 Fear type visit dinner article and Audience first'''	'''Program force; What 	 Month provide when cell present'''
