# This is a comment line to skip
username,age,score,price,comment,remark
craig_carter_3066,90.0,43.1,18.2,'''Nulla autem iusto sequi; Delectus ullam occaecati , Odit minus''','''Note: Earum veritatis, then Modi ex sequi ullam'''
shaun_edwards_6065,71.0,,97.2,'''Placeat animi: Veniam occaecati tenetur, Error qui fugiat''','''Modi; Hic , Minus dolore nobis adipisci accusantium'''
mrs_harrison_9079,93.0,52.1,66.2,'''(Facere dignissimos eum) , Nobis error necessitatibus and Sit facilis aspernatur''','''(Similique) , Maxime ratione accusamus and Aperiam debitis eius'''
dr_fuller_4496,66.0,47.1,15.2,'''(Amet nisi quidem) , Libero ipsa eveniet pariatur non harum and Cumque nulla''','''(Distinctio) , Doloremque repellendus and Odit tempore unde'''
mrs_smith_8540,65.0,64.1,17.2,'''Id delectus magnam ea; Molestiae , Sequi ex maxime''','''Note: Assumenda tempore, then Fugit at laborum ducimus impedit'''
christine_holden_2947,33.0,73.1,25.2,'''(Ipsa laborum sit) , Similique porro occaecati magnam ab and Facere itaque quibusdam''','''(Earum veritatis recusandae in) , Asperiores and Quo'''
mr_scott_9738,16.0,67.1,38.2,'''Veniam laudantium: Quis ab aspernatur a et, Atque et corrupti''','''(Suscipit debitis eligendi nisi sint) , Tenetur minima and Placeat rem officiis totam'''
mr_stephens_7011,11.0,38.1,,'''(Laborum dicta) , Neque dolor beatae numquam and Sint animi''','''Cum voluptatem iste illo: Ratione consequuntur at ut, Quae laborum nobis fuga consectetur'''
mrs_kelly_4267,30.0,28.1,10.2,'''Explicabo impedit, Eos porro repellat Magnam laudantium quaerat est''','''Dolore assumenda labore pariatur, Deserunt Perferendis itaque beatae'''
richard_ellis_0533,65.0,66.1,13.2,'''Quo dolorum modi beatae: Architecto beatae placeat, Earum eius soluta''','''Explicabo dolores eaque animi itaque; Molestiae sint minus , Magnam tempora'''
mr_clarke_8720,85.0,62.1,32.2,'''(Nihil) , Ipsum voluptate tenetur and Beatae inventore deleniti nesciunt porro''','''Sunt, Necessitatibus fuga fugiat qui soluta enim Placeat consequatur et nisi'''
keith_newton_4538,70.0,63.1,48.2,'''Nihil asperiores accusamus voluptate vel est; Expedita aperiam vero , Odit voluptatibus sed''','''(Molestiae) , Ut repellat officiis beatae fuga nesciunt and Consequuntur fugit'''
arthur_ashton_4901,90.0,16.1,28.2,'''Tempora eaque; Et , Corrupti distinctio''','''Vitae, Perferendis doloribus Reiciendis eos'''
nicholas_lee_7383,91.0,7.1,70.2,'''Dolore magnam: Nobis placeat, Non dolorem cupiditate deserunt''','''Iusto fugit, Dolorum odio In'''
ms_forster_1233,27.0,63.1,25.2,'''(Deserunt sequi veniam nulla quasi) , Laboriosam id ipsum ipsam and Minima fuga hic''','''Et debitis ipsam praesentium alias: Amet exercitationem, Quas cum dolor'''
ms_cox_4199,35.0,34.1,33.2,'''Note: Officiis, then Totam mollitia iusto''','''Exercitationem, Ut adipisci voluptatibus quibusdam Ipsum ea sit quidem'''
joe_owen_1766,90.0,21.1,51.2,'''Earum vel, Fugit Iure magnam''','''Quis totam maxime voluptas, Numquam quod Accusantium ullam'''
dr_brown_3464,45.0,40.1,11.2,'''Note: Ipsum sint beatae delectus odio, then Tenetur nihil officia dolorum repellat''','''(Quaerat maxime porro) , Quis accusantium quis and Voluptatibus doloremque'''
dr_pearce_5668,48.0,72.1,48.2,'''Beatae optio repellendus ex, Doloribus accusamus Quidem cumque''','''Aliquid aliquam: Tempora dolor dolorum, Earum cum'''
miss_grant_1716,25.0,23.1,66.2,'''Id dolorum repellat voluptates, Doloremque soluta expedita Minima tenetur fugiat totam''','''Provident neque: Itaque eum, Fugiat non eligendi doloribus doloribus'''
pauline_schofield_7560,,21.1,83.2,'''Cupiditate voluptatem corporis fuga adipisci; Aut dolorem aliquam recusandae , Nesciunt numquam quisquam''','''(Velit earum quidem sit aperiam) , Quod placeat deserunt sunt and Delectus porro veritatis'''
