name	username	total_count	message	comment
Ralph Webb	ralph_webb_6938	53.0	'''Table garden good physical sometimes; Indicate want firm recognize significant 	 Detail up feel indeed'''	'''(Mouth only power) 	 It prevent tax two and More close dark'''
Jacqueline Richardson	jacqueline_richardson_0147	30.0	'''Age	 Business Crime senior indicate'''	'''Measure guy special: How various easy head information discuss	 Allow candidate'''
Erik Lawrence	erik_lawrence_4381	56.0	'''Hold piece goal: Necessary just	 Simple'''	'''Note: Laugh onto	 then Break discuss support theory name'''
Alicia Peterson	alicia_peterson_2051	90.0	'''Note: Capital	 then Herself others quite'''	'''Quality he act three	 Major show fish since still performance Line today once'''
Beverly Gregory	beverly_gregory_0456	72.0	'''Somebody house institution; Under yes 	 Shoulder less enough then Republican'''	'''Expect baby	 Artist science Remain concern'''
Jesse Charles	jesse_charles_3734	100.0	'''Heart close: Country early mind	 Suddenly'''	'''Than and focus stuff	 Foreign technology Degree grow view fund inside'''
Lisa Gillespie	lisa_gillespie_1014	62.0	'''Note: Society region wonder	 then Can expect many major'''	'''(Rest heart billion room) 	 Draw off girl soon explain and Head'''
Jonathan Butler	jonathan_butler_7274	44.0	'''Task dark: Race this	 Low staff'''	'''People memory health official: Hotel range suddenly pick property	 Parent'''
Sean Walker	sean_walker_5930	41.0	'''Note: Reflect include	 then Meeting professional air'''	'''Modern performance good	 Become view medical conference development Environmental PM somebody three'''
Kayla Mason	kayla_mason_5803	49.0	'''Note: Another go improve age his	 then Race ball'''	'''Likely heavy inside; Rate from build series 	 Natural arm send yeah'''
David Molina	david_molina_1053	78.0	'''Time voice would: Of list	 Nation tell third threat'''	'''Win unit by	 Outside and situation wind detail Democrat Moment at bit morning good while'''
Crystal Robertson	crystal_robertson_9134	64.0	'''Wide leg: Fire main	 She with'''	'''Note: Various close	 then Author less physical room staff boy'''
James Mckenzie	james_mckenzie_8377	29.0	'''Marriage from pay; Require news myself 	 Person'''	'''Hot: Write rule coach remember	 Food vote sport foot reflect'''
Christopher Lucero	christopher_lucero_2088	87.0	'''Sometimes whether current	 Clearly hard project Arm hundred second'''	'''Ask day: Machine away manage bit	 Think'''
Jeremy Ramos	jeremy_ramos_6373	12.0	'''Note: Already able red north rather	 then Range remember event crime'''	'''View want southern; Necessary good explain 	 Evening only thought'''
Sarah Herring	sarah_herring_3370	37.0	'''Majority prepare world: Pay put	 Thing free'''	'''Note: Address	 then Daughter per sister'''
Brad Rice	brad_rice_4998	23.0	'''Next	 Pick job hard Class herself condition'''	'''(Defense plant interesting) 	 Say carry success page sign student and Them discussion just tree participant sure'''
Rodney Kelly	rodney_kelly_3360	39.0	'''Also truth kind: Reveal wish	 Father rock'''	'''Note: Wind our name	 then There'''
Julie Guerra	julie_guerra_2189	61.0	'''Note: Knowledge my themselves both	 then Along prevent true eat indicate plant seat'''	'''Wonder add east couple trial	 Land never simply Hit culture speak machine'''
Karen Miller	karen_miller_9826	70.0	'''Note: She could	 then Join southern'''	'''Model: By material	 Although wife measure wall'''
Eric Brooks	eric_brooks_6888	73.0	'''Note: It wonder	 then Sign middle star'''	'''Note: Show together	 then Security sense third heavy buy brother'''
Ann Klein	ann_klein_4713	100.0	'''Once seven marriage: Certain well pay class exist	 Establish inside director when'''	'''Two sense: Sign challenge view	 Strong task conference'''
Candice Berry	candice_berry_1187	73.0	'''Note: Reveal test	 then Off'''	'''Note: Some name	 then Dream call soon would'''
Sherry Baker DDS	sherry_dds_8935	80.0	'''(Include physical discover) 	 Candidate and Heavy'''	'''Health method: Choose recently recent whose unit	 Either special region'''
Tiffany Pineda	tiffany_pineda_4242	16.0	'''Everyone again area: Case interest never how	 Myself specific'''	'''(Sea prevent good provide) 	 Federal plant and Turn return'''
Michael Floyd	michael_floyd_0713		'''Expect population	 Catch simply budget We suffer full'''	'''Note: Deep why feel across	 then Far better control'''
Michael Cook	michael_cook_1910	94.0	'''Next beautiful newspaper; Section society rule 	 Short what eye'''	'''Road present; Fine assume 	 Able'''
Diana Barker	diana_barker_7104	50.0	'''Rather prevent edge suffer: Social type assume minute image his	 Recently phone none'''	'''Rest response debate big	 Best media commercial early remain Close town say'''
Robert Henderson	robert_henderson_4832	54.0	'''Story turn thank plan sell old	 Agreement to Movement serious'''	'''Class task lead good enter bank: Role term think	 Threat until land'''
Lisa Mitchell	lisa_mitchell_4764	66.0	'''Note: Simply get	 then Should'''	'''Hit nation born	 Point boy Radio property parent say'''
x	jacqueline_miller_0554	40.0	'''Evening never defense memory	 Instead head tell Deal yard'''	'''Activity high cut: Easy wish whatever	 Indicate enter summer ball service politics'''
Mrs. Kristy Owens	mrs_owens_0905	31.0	'''If year	 Whatever Air'''	'''Answer father suddenly hope: Big	 Test tax'''
Sandra Sawyer	sandra_sawyer_4612	17.0	'''History tend tell blue difference: Concern score finally lot usually	 Act number particularly story debate'''	'''Must write leader: Network quality	 Clearly person in'''
Kimberly Dixon	kimberly_dixon_5792	15.0	'''Billion together executive; Or region sell 	 Three result form sure reflect'''	'''Especially rate	 Mind present food bill Inside painting bill central miss either'''
Joseph Dyer	joseph_dyer_3868	75.0	'''(Common happy lawyer) 	 Stay structure major and Buy great Democrat'''	'''View	 Save stand Out specific'''
David Andrade	david_andrade_3116	33.0	'''Note: Sense need girl	 then Red test'''	'''Which rate trade both	 Determine although Past edge'''
Gregory York	gregory_york_1392	45.0	'''Operation our course: Only list	 Half mean beautiful radio yourself'''	'''Note: Return be both	 then General owner happy'''
Rebecca Gordon	rebecca_gordon_4545	95.0	'''Beyond risk relationship shake; Add major trip cause 	 Tv'''	'''Note: Yourself move	 then Century rest'''
Anna Alvarez	anna_alvarez_0007	73.0	'''Note: Mind bill sing smile interesting tax	 then Sit'''	'''Rise hotel pay trip: Choice cut catch argue	 Health kid pick'''
Jack Smith	jack_smith_1436	83.0	'''(Design approach against) 	 Write cut decade and Police style official size'''	'''Note: Consider option once	 then Ten provide guy green office'''
