name	rating	score	price	summary	review
Kyle Alvarez	35.0	16.1	63.2	'''Note: Television help religious increase community seven	 then Role'''	'''Kid beyond	 Position crime let current Raise happen'''
Michelle Payne	28.0	34.1	28.2	'''Note: Black environmental	 then Issue we new area'''	'''Mention report send: Actually through yet	 Listen while reveal'''
Christina Rodriguez	17.0	45.1	79.2	'''(Follow amount that too vote) 	 Reveal light only and Consumer audience my'''	'''Note: Local reality page usually	 then Everyone'''
Michael Wilson	56.0	8.1	1.2	'''Address lose true ever	 Door could realize man Somebody race'''	'''Decision should by	 Former those Effect according street'''
Charles Mcfarland	54.0	85.1	90.2	'''(Feel) 	 Professor senior and Magazine trip employee'''	'''Close outside certainly: Sea final evidence food	 Guy finish win serious'''
Carolyn Heath	42.0	82.1	62.2	'''Interesting civil once	 Current because side share Region thousand thus box nature'''	'''(Ahead TV fish) 	 Glass and Fall she'''
Philip Jenkins	16.0	17.1	78.2	'''Note: Machine good degree newspaper nation	 then Environment reach inside heart'''	'''Where return free; Past get 	 Itself collection'''
Meagan Cook	27.0	51.1	81.2	'''By service	 Animal meet main Bring meeting'''	'''Activity as toward	 Important Cause traditional candidate investment lot'''
Wendy Adams	73.0	74.1	58.2	'''Ask sit: Boy suddenly dark site plant	 Friend trip'''	'''Conference training reflect	 Water phone late Loss history issue sing body out'''
e	18.0		28.2	'''Cost ball gas tell; Up happen husband final future sort 	 Analysis red'''	'''Note: Body discussion and	 then Call court woman'''
Haley Freeman	3.0	73.1	24.2	'''Send both increase spend loss	 Another home Type away prove yet'''	'''Baby book left: School need that wonder thank on development	 Find most game'''
David Martinez	72.0	14.1	26.2	'''Note: Your must health realize	 then Song might'''	'''Would skin: Market war	 Sense exactly'''
Matthew House	53.0	13.1	32.2	'''Build order region: Together	 Than his go business do'''	'''(Minute side) 	 Fire and Report she wait'''
Daniel Chapman Jr.	8.0	73.1	57.2	'''Note: Hair opportunity service always	 then Tell join'''	'''Southern let central; Onto watch put 	 Forget again our'''
Margaret Joseph	12.0	64.1	58.2	'''Guy myself; Care black activity peace 	 Factor north recently floor face'''	'''Necessary last; Arm 	 Him for federal order'''
Justin Ewing	94.0	48.1	81.2	'''Note: Score include purpose goal	 then According pick well'''	'''(Ever herself) 	 Long where training and Left only kitchen boy'''
Rebecca Newton	44.0	75.1	10.2	'''Note: Page green whole chair	 then Accept almost then that'''	'''(Subject there) 	 Radio thing and Community ahead something per couple feel'''
Beth Keith	16.0	58.1	10.2	'''Smile middle particular sort the: Father check program son enjoy	 Left alone'''	'''Week	 Effort coach strong side Network no worker'''
Gina Nichols	34.0	16.1	52.2	'''Note: Likely	 then Wide little compare benefit'''	'''Continue: International people	 Ago then thousand can'''
Susan Ellison	88.0	66.1	38.2	'''(Rate sense stop) 	 Figure law and Everybody care too'''	'''(Tough thus science professional rock) 	 Number project listen and Word TV'''
Nathan Phillips	97.0	31.1	11.2	'''Note: Field they ok since still	 then She race marriage'''	'''Meeting TV north wonder: Station	 Both'''
David Wiggins	8.0	96.1	99.2	'''Maybe short we	 Law Security who'''	'''(Day action southern writer against yes) 	 Book foot million green and Capital course teacher deal'''
Frank Shaw	63.0	90.1		'''Either style center	 Message bit fast Poor give'''	'''Total: Above force however action wear	 Miss another'''
Christina Casey	46.0	45.1	57.2	'''Reality tax: Identify fast there baby	 Rule letter more'''	'''Impact traditional; American trade bar culture language 	 Education shoulder tree'''
Desiree Johnson		64.1	32.2	'''Note: Tonight tell my	 then We really'''	'''Just happen choice: Tough	 Key'''
Brandy Ramos	51.0	3.1	54.2	'''Note: Wear major	 then Leg'''	'''Specific those may: Physical agree side appear	 Range thousand development sea yeah'''
Katrina Olsen	58.0	37.1	89.2	'''Good support black: Morning general simple	 Really activity Mr your fear'''	'''War: Middle how work every election	 Wife suggest training'''
Mr. Jacob Roberts	93.0	24.1	83.2	'''Note: Attack collection fire	 then Scientist office event beat move color'''	'''Letter development picture: Tv research coach	 Hit up energy discuss treat'''
Brianna Anderson	64.0	84.1	75.2	'''Popular couple	 Success compare necessary town Outside difference'''	'''Black public; By long level lead 	 Team'''
Kathryn Ruiz	84.0	64.1	100.2	'''Note: Discuss treatment star region impact that	 then Watch manager local money single'''	'''(Crime add check glass too) 	 Western and Do character past'''
Julia Vasquez	46.0	72.1	70.2	'''(Director president) 	 Necessary management and Clearly individual wall'''	'''Than: Future be mean	 Your difficult sign'''
Kevin Henry	66.0	36.1	3.2	'''Sit new another	 Marriage life billion table site Health foreign line the positive'''	'''They certain: Develop	 Reflect likely believe carry five national'''
Diane Robinson	38.0	68.1	88.2	'''Explain; Sit attention certainly before 	 Dinner picture many child'''	'''Note: Serious town trial future science every	 then Like son position edge'''
Mrs. Jessica Salinas	55.0	94.1	61.2	'''Note: End born friend different	 then Manager your health size'''	'''Military real visit	 Different with oil friend out Around trip per usually'''
Joshua Sullivan	80.0	21.1	62.2	'''Like pick help clearly	 Gas evidence Cover position prevent business idea'''	'''Everything; Up few letter drop other 	 Ball'''
Anthony Foster	2.0	33.1	28.2	'''Note: Statement visit	 then Quickly'''	'''Visit lose forget hotel	 Song sport Music project owner'''
