# This is a comment line to skip
username,price,total_count,comment,description
marc_wall_2647,70.0,38.1,'''Minima esse: Iure quod excepturi, Iure repellendus''','''Doloribus; Ut possimus nobis , Quis quae quia quibusdam'''
vincent_flynn_6372,75.0,43.1,'''Note: Ipsa veritatis deserunt alias, then Modi soluta facilis mollitia nam delectus''','''Ex et modi; In consequatur , Architecto magni quia deleniti'''
margaret_weston_3245,81.0,80.1,'''Illo, Laudantium autem Ducimus labore vitae''','''Nisi: Quasi quaerat non maiores ipsum, Error pariatur aspernatur vitae'''
kelly_johnson_7873,61.0,72.1,'''(Aliquam) , Ratione sint ullam and Excepturi nihil placeat''','''Ad veritatis aliquam maxime blanditiis: Quae unde nam incidunt, Et molestias quos'''
abdul_harris_7373,95.0,36.1,'''Note: Numquam sit tempora, then Placeat voluptates neque ex''','''Note: Sint modi, then Est provident itaque'''
stanley_walker_7342,9.0,94.1,'''Voluptas; Architecto , Nesciunt repudiandae fuga''','''(Libero esse) , Tenetur deleniti dicta illo and Reprehenderit excepturi consequuntur natus'''
mr_walker_2734,77.0,30.1,'''(Mollitia velit labore) , Voluptas pariatur and Possimus aliquam''','''(Consectetur nulla excepturi odio ullam) , Aliquam dolor and Cum impedit'''
martin_ward_3897,11.0,36.1,'''(Maiores distinctio cumque) , Repudiandae recusandae non and Explicabo ratione consequuntur eligendi''','''Note: Consequuntur vero, then Soluta officia'''
gerard_burns_0696,85.0,82.1,'''Dolores fugiat quisquam sed, Ducimus facere Commodi''','''Note: Distinctio harum, then Voluptatum vero harum tenetur'''
malcolm_sinclair_1666,7.0,99.1,'''Consequuntur iusto consectetur; Eius , Delectus illo impedit''','''Veritatis; Cumque , Nam suscipit incidunt perferendis quis'''
yvonne_turner_0786,56.0,35.1,'''Fugit rem; Corrupti cum , Id possimus deleniti neque''','''Sint tempora; Quisquam facere id , Voluptates facilis architecto nihil facilis'''
michelle_gardner_9149,32.0,69.1,'''Doloribus; Quod non , Suscipit nisi iste''','''Animi vel laudantium, Impedit voluptate id Corporis voluptates aliquam ipsa'''
anna_kay_9249,94.0,25.1,'''(Reiciendis dolorum) , Officiis maiores tempora and Suscipit ad voluptatum amet omnis''','''Note: Facilis reiciendis id hic rerum quis, then Vel necessitatibus maiores sint nulla soluta'''
carolyn_mann_2028,86.0,71.1,'''Impedit earum amet; Omnis fugiat , Tempore quos distinctio''','''Eos itaque quam deserunt; Atque dolorum est , Mollitia'''
jeffrey_ball_8940,57.0,1.1,'''(Placeat nemo illum) , Temporibus in maxime and Deleniti est''','''(Eveniet molestias culpa quas iure unde) , Dolores a esse odio vero vero and Enim laudantium'''
mr_gray_6099,75.0,41.1,'''(Soluta eveniet reiciendis voluptatibus excepturi) , Cum adipisci totam deserunt corrupti and Veritatis nisi laboriosam quam''','''(Tenetur culpa quasi) , Eius consequatur necessitatibus pariatur molestiae and Asperiores aliquam officiis officiis'''
richard_gibson_7423,66.0,5.1,'''Quo possimus blanditiis: Molestiae unde repellat, Voluptate''','''Voluptatibus, Quo voluptatem sit Placeat'''
dr_mason_3682,45.0,82.1,'''Possimus porro placeat ipsa animi; Ipsum voluptatem odit , Sit corrupti debitis eaque consequuntur''','''Note: Asperiores eveniet incidunt placeat totam laboriosam, then Debitis doloremque laudantium'''
jennifer_simpson_0260,80.0,34.1,'''Adipisci expedita quisquam: Libero ab, Perferendis voluptates natus quos''','''Architecto nostrum; Labore mollitia dolores corporis , In nulla'''
miss_sims_3885,77.0,56.1,'''(Porro cumque perspiciatis qui) , Molestiae totam at nulla officia and Quibusdam molestias''','''Amet minima: Rem odit fugiat consequuntur, Sapiente tenetur'''
miss_jones_1948,53.0,30.1,'''Note: Earum nulla nihil architecto, then Nemo consectetur accusamus''','''(Dolore consequatur qui facilis optio vero) , Praesentium nobis eligendi and Exercitationem pariatur'''
bethan_dodd_2458,17.0,56.1,'''Natus eveniet dolor sed dolor, Voluptates quisquam asperiores Quasi reiciendis''','''Error aliquid laborum est; Doloremque voluptatem vero earum , Est laboriosam illo pariatur recusandae voluptas'''
mrs_duffy_7541,11.0,99.1,'''Ad rerum laudantium sed nulla consectetur, Rem fuga ut Rerum''','''Perferendis quos alias, Minima blanditiis molestiae eveniet Qui consequuntur cumque esse magni'''
bruce_marsden_5233,31.0,9.1,'''Soluta laudantium illum, Esse Itaque vero''','''Repellendus veniam repudiandae rerum: Deserunt ipsum dolorem rerum, Quisquam veritatis optio'''
paula_young_8925,47.0,24.1,'''Quae: Reiciendis nulla, Fugiat consectetur''','''Note: Necessitatibus consequatur, then Laboriosam magni in a'''
lisa_lewis_6694,33.0,,'''(Nesciunt debitis hic eligendi natus) , Natus rerum iste voluptatem facilis nemo and Error et''','''Note: Odit, then Asperiores dolorum quia esse delectus ipsum quisquam'''
mr_white_8889,39.0,59.1,'''(Tenetur vel corrupti) , Eum illo odit and Maxime nihil provident nihil possimus''','''Ea ducimus: Accusamus optio quibusdam, Ad quaerat sint'''
carol_walters_8281,41.0,82.1,'''Note: Veniam mollitia, then Nobis consequuntur facilis non''','''Id ipsum: Quos quibusdam eos fuga consectetur, Voluptates omnis'''
darren_wood_3618,8.0,47.1,'''Ab quidem velit: Explicabo tempore, Quia''','''Sit non voluptatem nulla: Nihil impedit ex est illo, Minus odit iusto'''
ms_brown_5462,39.0,95.1,'''(Necessitatibus facere nisi optio recusandae) , Consequatur nobis soluta accusantium and Facere excepturi''','''Note: Ad doloribus laboriosam, then Dolorum voluptas'''
charlotte_rogers_4081,25.0,97.1,'''(Incidunt inventore expedita) , Dolorem reprehenderit hic id nostrum and Itaque cupiditate distinctio''','''Note: Qui sequi nobis, then Modi similique'''
dr_roberts_9264,77.0,75.1,'''Note: Voluptatibus harum laboriosam tenetur beatae, then Explicabo commodi dignissimos''','''(Voluptatum qui veritatis reiciendis) , Odio architecto dolores and Architecto ullam pariatur ea ad minus'''
dr_weston_4882,,65.1,'''(Unde tempora) , Facere harum dolores facilis amet and Quisquam magni nobis''','''Nisi nulla nisi; Sint aliquid vero ab , Ex'''
jake_cook_7875,19.0,88.1,'''Quod earum consectetur minus vitae: Dolorum veniam minus dolorem, Ullam deserunt''','''Veritatis eius; Quibusdam , Blanditiis pariatur mollitia'''
sara_matthews_5666,49.0,88.1,'''Note: Consectetur natus distinctio, then Minima dignissimos praesentium fugiat''','''Note: Modi incidunt consequatur sit, then Aliquam'''
