name,age,salary,price,description,review
Scott Russell,63.0,52.1,75.2,'''Rem: Incidunt perferendis consectetur, Maxime velit''','''Unde odit: Voluptatem ea iure, Tenetur facilis'''
Mr Robin Newman,,90.1,9.2,'''(Eveniet magni placeat quod) , Libero sunt iusto totam maxime and Aperiam''','''Ipsam: Voluptas reiciendis, Quisquam facilis aliquid atque'''
Simon Thomson,6.0,49.1,20.2,'''Omnis: Voluptatem ipsam quam, Quas''','''Note: A molestias, then Dolorem consectetur delectus recusandae'''
Emma Smith-Osborne,41.0,32.1,74.2,'''Quae voluptate sequi sed repellendus dolores: Voluptatum aut deserunt, Temporibus nostrum nulla''','''Dolores; Deserunt mollitia ipsam , Laboriosam beatae eligendi dolorum culpa'''
Francis Jordan,87.0,77.1,2.2,'''Note: Dolore dolorum, then Voluptatem ipsa nulla necessitatibus reiciendis maiores''','''(Voluptates totam) , Cum earum similique facere odit and Ipsam pariatur rerum'''
Mrs Jayne Collins,3.0,64.1,62.2,'''Aliquam sunt eveniet placeat; Voluptas , Magni commodi placeat''','''(Nesciunt recusandae ab) , Doloribus aliquid dolores voluptates and Suscipit quam dolorem expedita'''
Maurice Oliver,47.0,45.1,27.2,'''Labore suscipit nostrum: Nihil quo, Enim''','''Deserunt; Esse sint porro , Quam ab temporibus'''
Leonard Jones,24.0,78.1,,'''Enim facere, Sed ad Eaque eos''','''(Accusamus consequatur illum) , Corporis unde and Aperiam repellendus dignissimos'''
Sarah Rees-Wilson,86.0,93.1,31.2,'''Note: Occaecati cupiditate esse, then Rem''','''Omnis magni; Voluptatum pariatur , Consequuntur'''
Garry Turner,9.0,16.1,75.2,'''Quae sapiente sequi; Autem quam velit sit , Tempore aliquam corporis''','''Error quisquam illum quam: Magnam delectus error accusantium, Exercitationem'''
Stewart King,68.0,74.1,61.2,'''Ullam dicta eius quam: Ipsam asperiores tempore accusamus, Nam occaecati voluptatem''','''Harum mollitia non rerum, Similique est distinctio fugiat Voluptas a'''
Joseph Morris-Duncan,58.0,53.1,48.2,'''Eos veniam facere maxime: Officia suscipit, Tenetur repellat''','''Odio a: Vero vitae vero, Explicabo cum'''
Miss Beth Whitehead,35.0,8.1,86.2,'''Non aspernatur laudantium; Corrupti itaque atque , Magni sed''','''Vitae provident autem, Saepe modi deleniti neque officiis soluta Repellendus quo laborum deleniti'''
Dr Phillip Shaw,88.0,30.1,69.2,'''(Perferendis vero) , Repellat eaque ex voluptates quos and Nam vitae laudantium perspiciatis''','''(Harum odio iure) , Dicta officia placeat and Omnis aut dolorem quos neque nulla'''
Oliver Wilson,83.0,73.1,72.2,'''Note: Vero excepturi, then Dolore quasi molestiae mollitia possimus''','''Fugiat exercitationem cum unde, Ad nam Aliquam sed rerum'''
Mr Derek Shaw,97.0,50.1,37.2,'''Perspiciatis: Tenetur rerum ipsum eligendi, Iure provident''','''Neque ratione: Ipsam necessitatibus asperiores expedita nihil tenetur, Perspiciatis maiores sint dicta'''
Mr Gareth Allen,86.0,88.1,42.2,'''(Dignissimos rem soluta molestiae ad laudantium) , Quos cupiditate atque magnam adipisci velit and Recusandae''','''(Earum maiores doloribus) , Consectetur repellat blanditiis magni and Sapiente molestiae et possimus'''
Gary Lambert,33.0,46.1,49.2,'''Nulla cum possimus itaque: Exercitationem asperiores, Architecto ipsum tempora''','''(Cupiditate omnis voluptate consequuntur possimus) , Ipsum architecto and Velit distinctio debitis ratione debitis'''
Ms Marie Steele,11.0,20.1,49.2,'''Aliquid harum: A cupiditate ipsam, Suscipit maiores quis''','''Tempore nobis suscipit perspiciatis: Assumenda eius repudiandae cumque illo eaque, Vel eum ab sequi non'''
Mr Duncan Ellis,43.0,78.1,23.2,'''Note: Nam pariatur, then Amet repudiandae id eligendi voluptatibus iste''','''Aliquam voluptas aspernatur: Facilis aperiam eum, Quo'''
Dominic Taylor,59.0,25.1,25.2,'''Minima explicabo; Quidem fuga a et hic soluta , Sequi ex''','''A reiciendis; Rerum architecto doloribus fugit , Error totam repellat doloribus nihil repudiandae'''
D,48.0,97.1,79.2,'''Facere alias, At quo voluptas dolore Aperiam''','''Velit voluptas animi; Ea dolores nulla modi pariatur , Eos doloremque mollitia'''
Louise Jones,7.0,72.1,85.2,'''Note: Quas, then Cum eveniet nobis fugiat''','''Note: Optio assumenda quaerat iste cumque, then Eveniet distinctio in animi'''
Mrs Jessica Smith,9.0,59.1,12.2,'''Et animi: Illo facilis vero, Eius numquam voluptatibus veritatis''','''Note: Illum soluta quibusdam, then Laudantium accusantium laborum rerum alias impedit'''
Jasmine Sanderson,81.0,80.1,7.2,'''(Ducimus hic) , Rerum alias ab optio id and Voluptatum aperiam molestias ad''','''Note: Laborum magni saepe assumenda recusandae, then Ex laboriosam deleniti'''
Mohamed Holland,5.0,40.1,69.2,'''Note: Officia voluptatem, then Sequi''','''Reprehenderit ab fugit pariatur est nesciunt: Pariatur incidunt, Nobis magnam vero'''
Dr Donna West,36.0,91.1,60.2,'''Note: Quidem amet, then Repudiandae sed''','''Quos maxime doloremque quae deleniti magnam, Ullam quidem praesentium sequi Officiis quas'''
Kyle Carter,60.0,46.1,30.2,'''Note: Similique asperiores optio aspernatur, then Quibusdam eum''','''(Commodi rerum) , Libero dolorem culpa recusandae and Beatae nisi ullam animi adipisci'''
Miss Lesley Bartlett,39.0,,35.2,'''Dicta voluptatum dolorum ea aspernatur; Iusto quo tempore esse distinctio , Voluptas accusamus''','''Dolores hic tempore tempore, Quo culpa Fuga accusantium non'''
Max Shaw,10.0,3.1,75.2,'''Nisi et ab tempora: Molestiae, Minima sint aliquid qui''','''Debitis harum quas: Itaque non ex velit voluptatem, Omnis eos quam commodi quisquam'''
Tracy Evans,6.0,37.1,34.2,'''Repellat ea adipisci: Omnis similique, Fuga dicta temporibus''','''Recusandae saepe veritatis cum, Saepe perspiciatis Iure'''
Jay Brown,19.0,21.1,99.2,'''Occaecati: Aliquid consectetur laborum, Expedita corporis''','''Corporis laudantium, Magnam nihil ut ex Molestiae minus'''
Russell Burton,19.0,83.1,7.2,'''Eaque tempora; Sunt dicta fuga , Laboriosam''','''Placeat veritatis molestiae: Exercitationem, Officiis nam'''
Mrs Kathleen Higgins,20.0,7.1,11.2,'''(Dicta) , Fugiat and Dolorem occaecati doloribus nemo ad''','''Note: Praesentium rerum dolores, then Incidunt ipsa'''
Sharon Holloway-Wilkinson,5.0,63.1,50.2,'''Voluptatem facilis reprehenderit; Deserunt vero quam , Blanditiis''','''Reprehenderit, Cupiditate harum Assumenda rem nulla'''
Hannah Dunn,14.0,14.1,29.2,'''(Quos) , Unde magni atque eveniet iure illo and Laboriosam commodi odio ducimus''','''Perferendis eveniet laborum eum, Tenetur quisquam Dicta'''
Jenna Holland,20.0,3.1,43.2,'''(Deserunt voluptatem ipsum) , Mollitia totam laborum and Officiis''','''Note: Quisquam quo, then Illum velit deserunt'''
Ronald Patel,95.0,66.1,81.2,'''Dignissimos, Labore dignissimos Dicta mollitia''','''(Iste deleniti maxime nulla) , Maiores earum rem and Corporis officia'''
Margaret Godfrey,56.0,70.1,75.2,'''(Nihil animi nemo) , Commodi and Temporibus repudiandae nesciunt et''','''Cum incidunt laboriosam: Cum maxime quis, Minima itaque neque'''
Hayley Ingram,86.0,84.1,19.2,'''Ducimus nemo recusandae dicta: Cum quasi, Recusandae expedita provident''','''Aperiam facilis occaecati commodi, Eaque quas dicta hic recusandae Molestiae delectus est adipisci provident deserunt'''
