name;username;price;score;total_count;note;message
Elizabeth Scott;elizabeth_scott_6228;48.0;69.1;74.2;'''(Bed set system) ; Nation control and Social heart recently concern''';'''(Six necessary) ; Each crime enough and Final single act be care'''
Christopher Douglas;christopher_douglas_3683;5.0;93.1;54.2;'''Might: Compare try; Bag point investment''';'''Woman how; Sometimes require reveal Reduce smile what'''
Tanner Brown;tanner_brown_7813;15.0;100.1;70.2;'''(Prepare score) ; May and Source him talk assume''';'''Present decide large; How yes sea ; Image person minute'''
Christine Sanchez;christine_sanchez_7239;58.0;83.1;9.2;'''Note: Others phone that stuff; then Argue hope''';'''Tell standard kind watch rock; Third ; Few base'''
Scott Armstrong;scott_armstrong_7719;25.0;38.1;80.2;'''(Site physical research) ; Fly note and Remain per''';'''Note: Billion either service short; then Pick purpose house'''
Ricardo Colon;ricardo_colon_2756;66.0;71.1;93.2;'''Note: Tax owner concern recently him; then Car foot customer''';'''Reveal remember million: Little together space make southern; Check'''
Isaac Fuller;isaac_fuller_3222;46.0;86.1;25.2;'''Note: Even spring small rather huge; then Area road story realize''';'''Note: Certainly next check; then Worker quickly space'''
Christina Walker;christina_walker_2570;77.0;90.1;82.2;'''(Medical behind) ; Response wife and Last leave fund''';'''Serious finish far after; Brother feeling change Buy employee owner'''
Brittany Jackson;brittany_jackson_8152;3.0;67.1;8.2;'''(Drop investment consider) ; Term and Candidate''';'''Number among travel particularly church; Boy Perhaps'''
Christopher Reed;christopher_reed_2520;89.0;79.1;45.2;'''Table benefit newspaper; Million push Much exactly''';'''Win: Must those; Explain air drug'''
Carolyn Gordon;carolyn_gordon_9228;45.0;78.1;51.2;'''Million including able discuss various talk; Trip ever of war husband Suddenly tax whom leg''';'''Note: Level today condition which; then And build cell opportunity'''
x;richard_anderson_7442;45.0;4.1;69.2;'''Note: Energy star; then Reduce avoid ball trade both''';'''(His step close who) ; Them science finish reach case and Box lead'''
Gregory Williams;gregory_williams_0139;97.0;91.1;7.2;'''Activity; Wind ; Image box modern''';'''Money identify beat us; Customer for word contain Imagine pick discuss yeah'''
Margaret Nelson;margaret_nelson_1538;69.0;86.1;85.2;'''If learn rule word; Myself author Meeting develop investment professor great''';'''Note: Brother indicate including; then Government risk'''
Rachel Wyatt;rachel_wyatt_0611;;16.1;93.2;'''Information ask society choice: My; Admit''';'''Music media Congress; Voice protect population Safe fly information heart'''
Christy Bennett;christy_bennett_5490;53.0;35.1;67.2;'''School hour season wrong according: Arm very view two follow matter; Short''';'''(Third ahead cup night best) ; Stay and Both rest'''
Danielle Fuller;danielle_fuller_1875;16.0;;;'''(Agreement everything couple) ; Speech pass development and Long simple remain attack''';'''Cup; Character economy sometimes ; Worker movie both old bed'''
Jonathon Frazier;jonathon_frazier_2231;16.0;26.1;32.2;'''Action yet: Picture total someone strong condition need; These nothing''';'''Note: Last physical protect past; then Station coach news'''
Anna Morris;anna_morris_0057;97.0;30.1;86.2;'''Note: Machine past road put; then Member dinner''';'''Congress now lot reach: Rest which office; Democratic people'''
Jack Lewis;jack_lewis_1960;71.0;37.1;11.2;'''Note: Relationship; then Health clear''';'''(Hit financial upon question consider) ; Million meeting power and Statement sense above'''
Victor Miller;victor_miller_2399;99.0;43.1;74.2;'''Note: Radio happy; then Low''';'''(Amount scene hand year) ; Director moment and Age TV peace box'''
Daniel Moore;daniel_moore_2998;49.0;27.1;86.2;'''Note: Line play; then Field''';'''Debate pick film; Include size own less ; Professional dark'''
Mr. Jeffrey Bishop;mr_bishop_2384;92.0;70.1;34.2;'''Goal could: Deal star; Act''';'''Through civil style source; National Customer factor as'''
Cindy Garcia;cindy_garcia_5951;39.0;85.1;99.2;'''Discussion establish; Difficult wish ; Red''';'''Discuss; Bring deep to physical answer ; Network manager management'''
Paul Mendoza;paul_mendoza_6911;76.0;99.1;48.2;'''Note: Despite him wide like in hold; then Second''';'''(Worry offer moment) ; Generation deep impact road and and Any wonder as customer'''
Andrew Hill;andrew_hill_6967;93.0;52.1;14.2;'''Note: Style; then Detail catch''';'''(Will) ; Sit town movement might and Draw design oil everyone give'''
Michael Martinez;michael_martinez_6720;64.0;59.1;93.2;'''Listen live kid; Between this shake ; Manage note''';'''(Cold worker) ; Born race and Remain laugh moment'''
Maria Gilmore;maria_gilmore_8697;30.0;76.1;31.2;'''Note: Effect agreement moment at question; then Article''';'''(College able) ; Above kind and Ask'''
Elizabeth Dunlap;elizabeth_dunlap_2228;45.0;17.1;74.2;'''Note: Public together; then Action walk''';'''Stock explain paper light where; Evidence detail make rate moment ; Because'''
Mr. Richard Benitez MD;mr_md_6039;70.0;86.1;47.2;'''(Place pretty) ; Medical ago fact care and Ask''';'''Lead candidate bad into financial environment; Get effort down choose Board call expect point'''
