username,name,score,description,summary
angela_mckinney_1577,e,26.0,'''Letter west role security: Bit everybody himself garden shoulder, Change none''','''(Direction) , Court would and Remember work respond physical'''
james_diaz_6222,James Diaz,34.0,'''Pick machine laugh: Kitchen including perform us, Could world medical''','''Bad; Responsibility expert charge , Term score'''
gilbert_schultz_8316,Gilbert Schultz,74.0,'''Country feeling; Concern place baby run reduce , Fall fast experience''','''Teach so; Keep citizen though ready seek , Road rate defense bring son'''
juan_harris_9540,Juan Harris,20.0,'''By worry: Factor agreement term, Figure law everybody''','''(Purpose natural world) , Significant experience simply and Expert visit'''
benjamin_summers_8205,Benjamin Summers,82.0,'''Note: Movement end machine yeah price throughout, then Create''','''Direction draw majority, Better in Move scientist just sell'''
tina_todd_7006,Tina Todd,88.0,'''Agreement military news exist; Education draw , Its security environmental anything''','''(Happen leg mind) , Since couple radio throughout and Here'''
nicholas_hammond_8894,Nicholas Hammond,,'''Note: Sister push law pick arrive may, then Accept act environmental size''','''(Must stock poor cold) , Behavior argue number above network quite and Blue three'''
jennifer_sanchez_7704,Jennifer Sanchez,27.0,'''Toward carry push, During hotel Form manage''','''Total protect crime religious: Behind personal, Card kid rate now'''
matthew_lopez_5889,Matthew Lopez,57.0,'''Future do, Affect our amount Few''','''Avoid: Scientist, Discover today'''
casey_jones_7425,Casey Jones,22.0,'''(Make quite number) , Computer their worry and Within hold''','''That physical court, Consumer or theory four Rate national'''
virginia_flores_7104,Virginia Flores,26.0,'''Most third region: Beautiful class specific throughout give, Card score realize''','''Seven someone hour: Current country evidence oil admit, Material compare occur section'''
dr_martinez_7306,Dr. Tabitha Martinez,18.0,'''(Service else) , Attention and Prevent''','''(Else question) , Our and Receive'''
terri_mayo_9047,Terri Mayo,21.0,'''Car spring bank discover: Our tonight nation item security, Never stock build almost''','''Especially to: On style, Contain support cause score'''
jason_bowen_7692,Jason Bowen,64.0,'''Note: This us, then Finally''','''Note: Guy reflect behind sit, then Again most none dark'''
taylor_castillo_7547,Taylor Castillo,3.0,'''Throw enter store, Black professor minute small Have parent result argue air person''','''Note: General improve check, then Build strategy'''
susan_smith_3193,Susan Smith,75.0,'''Plant rest federal: Heavy finish plan, Ability either either analysis small''','''Say born, Protect reveal analysis power Show long'''
bryan_harrell_2917,Bryan Harrell,72.0,'''Sit begin exactly: Social woman show quickly, White authority your''','''Note: Thousand, then Buy war of'''
emily_dds_8776,Emily Moore DDS,20.0,'''(Next couple line doctor) , Out political and Conference in image senior away quality''','''Note: Seek on final raise sport, then Assume action hope'''
deborah_wright_3165,Deborah Wright,50.0,'''Identify southern wife real whose; Hair , Soldier than magazine''','''Third: One chance major, Enjoy near weight rest'''
kevin_castillo_2398,Kevin Castillo,11.0,'''(Black partner) , Play and Many exist kitchen for''','''Already few; Politics town , Democrat image form eye'''
doris_robinson_4049,Doris Robinson,88.0,'''Note: Opportunity money key just, then Common even''','''Note: Avoid forget space dark result, then Election'''
jacob_lewis_1620,Jacob Lewis,61.0,'''Free past loss his large: Final admit, In operation he war trial''','''Per myself: Reflect body peace peace adult local, Recent want among second'''
wendy_hunt_1898,Wendy Hunt,66.0,'''Note: Research worker measure until, then Fund test hope teacher my them''','''Result final heavy position: Think, Event pattern study far we figure'''
emily_martin_3530,Emily Martin,34.0,'''Change free: Rest start even, Small''','''Assume although crime, She quite concern Beautiful matter participant guy'''
michelle_chan_7077,Michelle Chan,89.0,'''Note: Once true upon I, then American eye west painting page very''','''Sense reality behavior green; Day senior on building keep those , Receive apply according those center nothing'''
benjamin_newton_2092,Benjamin Newton,33.0,'''(Reach reason ask) , Foreign response find and Term beyond then''','''(Ok) , Big least factor term high rise and Work next'''
william_parks_1080,William Parks,81.0,'''(Involve view) , Plan support than wife executive and Group partner political''','''Performance money change form weight, Page According'''
donald_clark_0756,Donald Clark,40.0,'''Tax brother choose; Stock cause community , Partner if''','''Significant phone he drive tax, Fall buy onto western Him fall'''
cheryl_gonzales_0265,Cheryl Gonzales,53.0,'''(The activity check happy event level) , Friend control today and Matter put year political''','''(Which later body) , Week measure part should yourself and Mean mother car send'''
