name,username,score,note,message
o,hazel_mason_6675,21.0,'''(Impedit natus eveniet rerum recusandae temporibus) , Odio impedit adipisci and Corrupti dolor architecto unde''','''Quisquam voluptatum iure; Consequatur occaecati , Id iusto'''
Dr Nathan Holloway,dr_holloway_0439,70.0,'''(Vero iusto maxime quam reiciendis) , Eligendi voluptates aliquid and Eveniet''','''Praesentium fugit alias, Facilis perspiciatis Totam'''
Joan Harris,joan_harris_5652,36.0,'''Note: Tempora delectus aut ipsam quaerat, then Quis a deleniti''','''Deserunt accusantium incidunt dolore: Iure soluta accusamus nam explicabo, Vel perspiciatis labore repellendus'''
Dr Dominic Edwards,dr_edwards_1787,98.0,'''Sint pariatur repudiandae; Praesentium , Doloremque modi fugiat reiciendis amet''','''(Voluptas odio consectetur) , Reprehenderit and Aperiam vel libero quam accusantium'''
Mrs Alison James,mrs_james_1452,71.0,'''Quia libero optio odio: Quae ab iste, Quidem laudantium''','''Nemo commodi magnam unde quod hic, Ullam aut officiis Odit et quo totam dolor occaecati'''
'Sean O''Brien-Martin',sean_martin_0978,20.0,'''(Quidem ab accusamus omnis commodi) , Dolorum dolores and Reprehenderit aliquam totam minima quo''','''(Nam voluptatem) , Minus and Nulla beatae recusandae quibusdam a non'''
Dean Woods,dean_woods_2436,12.0,'''Ad temporibus eveniet; Quas , Libero animi''','''Note: Velit necessitatibus modi minima iusto, then Ipsa doloremque repellendus rerum quasi'''
June Jones-Allen,june_allen_0166,50.0,'''Deserunt expedita expedita: Quidem cupiditate nobis, Fugit illum odio''','''Maiores error labore magni cumque repudiandae deleniti; Nihil quod esse , Voluptates architecto dolorem hic distinctio'''
Lewis Parker,lewis_parker_3054,37.0,'''Note: Modi nisi vero ea ratione minus, then Adipisci unde placeat''','''(Provident fugit) , Adipisci harum commodi porro consectetur and Eos omnis ab'''
Molly Ellis,molly_ellis_0695,36.0,'''Cum; Quam , Odit exercitationem''','''Laudantium hic quae dignissimos id reiciendis: Ex, Asperiores ex'''
Dr Annette Berry,dr_berry_0169,84.0,'''(Eos esse voluptates) , Voluptatibus and Fuga''','''Quisquam; Ex doloribus , Repellat excepturi repudiandae'''
Dr Henry Pritchard,dr_pritchard_5193,27.0,'''Amet fugit: Quis pariatur, Eius officiis''','''Delectus impedit, Ducimus quasi atque perspiciatis quia cum Perspiciatis'''
Lynda Barber-Rogers,lynda_rogers_3140,100.0,'''Facere: Laboriosam delectus, Accusamus illum incidunt''','''Note: Optio dolorum earum architecto itaque, then Doloremque aspernatur sapiente'''
