name	username	age	total_count	review	summary
Brandi Contreras	brandi_contreras_1792	72.0	11.1	'''Seem another; Especially training last 	 Economy'''	'''Station company worry	 Set lawyer Important gun instead leave scene from'''
William Clark	william_clark_4463	88.0	89.1	'''Note: Many attention	 then Memory responsibility'''	'''(None impact rate believe seat character) 	 Whether policy leave certain financial and East occur benefit citizen'''
Melissa Navarro	melissa_navarro_9025	24.0	71.1	'''Drive wind	 Politics various Difficult whatever around red'''	'''National support something best: Doctor either	 Such other'''
Lauren Burns	lauren_burns_2756	68.0	28.1	'''Note: Test Mr financial customer whom	 then Create class let'''	'''However south determine	 What watch success reduce Money nation ten trade'''
Austin Jones	austin_jones_4903	71.0	74.1	'''Gun lose line space inside hand: Best suggest our that early	 Difference'''	'''Another simple make entire	 Tree before Light which order plan'''
Parker Hood	parker_hood_7000	5.0	98.1	'''Seem ago operation grow; Trouble pick 	 Kitchen very Democrat'''	'''Ahead	 High no line Base plant area store data'''
Elizabeth Smith	elizabeth_smith_2842	10.0	56.1	'''Note: Find concern just	 then Space executive west door'''	'''Note: Manager western similar	 then Tree'''
Michael Guzman	michael_guzman_6541		88.1	'''Short tell outside soldier: Far various somebody industry family	 Garden man'''	'''Our hundred: Whole	 Company fund side worker'''
Bernard Zimmerman	bernard_zimmerman_5334	72.0	76.1	'''Note: Assume group admit	 then Picture dinner part'''	'''Large yeah item	 Fire gas move Professional argue tax'''
Matthew Wells	matthew_wells_4166	47.0	98.1	'''Deep appear; Likely 	 Marriage federal rest again'''	'''Among through degree resource reach	 Hand threat them list Machine pressure public she'''
Traci Hill	traci_hill_0814	54.0	42.1	'''Total business: Rate us	 Military exactly'''	'''Long nice structure: Create argue culture	 Him whether book against'''
Michael Wang	michael_wang_1065	26.0	16.1	'''Idea exist; Still glass 	 Church feeling big'''	'''Memory: Else fact amount experience	 Yeah million option'''
Jared Simpson	jared_simpson_6773	7.0	44.1	'''Note: None investment role since player development	 then Effort'''	'''(Wrong concern) 	 Too official not great and Rule'''
e	kent_klein_6445	44.0	49.1	'''Someone all various ok; Base visit write strong get 	 Computer senior'''	'''Either from	 Happy think Child such'''
Jorge Bell	jorge_bell_9397	87.0	93.1	'''Family idea; Hope share tend 	 Relate class'''	'''Note: Have reality level land	 then Enter'''
Laura Hughes	laura_hughes_6760	90.0	83.1	'''Social	 Stay create state if friend Environment'''	'''Great Mrs: Every history let	 Center they contain'''
Nicholas Cook	nicholas_cook_0615	74.0	14.1	'''Note: Police maintain	 then Whether born real'''	'''Structure	 Example how True book hit piece'''
Lisa Walton	lisa_walton_6097	42.0		'''Pick	 Thing official ten Put street star wife television'''	'''Painting condition	 Can indicate age Clearly chance'''
Joshua Bryant	joshua_bryant_5517	94.0	26.1	'''(Yeah eat) 	 Feeling part child and School'''	'''Range involve bank	 Place Republican person thus minute form Relate experience'''
Kylie Mahoney	kylie_mahoney_0914	82.0	93.1	'''Note: Happy difference	 then Congress'''	'''Around able around; So southern something 	 Us population everyone'''
Samantha Sanchez	samantha_sanchez_5792	33.0	2.1	'''Senior	 Consumer Physical'''	'''Thing letter successful	 Black turn I particular worker Daughter'''
Donald Buckley	donald_buckley_2664	95.0	35.1	'''Pretty hundred me everyone	 Ready item help control Miss bar career cold avoid'''	'''Necessary light doctor: Reflect discuss prepare	 Debate letter PM'''
Sarah Lewis	sarah_lewis_1538	9.0	10.1	'''Meet manage share three speak together: If read main indeed	 Say'''	'''Line parent; New yet 	 According five car note company occur'''
Brittany Fields	brittany_fields_8454	50.0	56.1	'''Note: Course country	 then Various security order'''	'''Field: My program there	 Usually half TV'''
Robert Klein	robert_klein_1390	19.0	28.1	'''Note: Arrive leader practice sure	 then Drive enough popular'''	'''Author mean sign; Machine why land 	 Suffer summer history'''
Laura Glass	laura_glass_6723	17.0	64.1	'''Method stand reach	 There response year Finish sometimes local'''	'''Phone fine	 Laugh response like agent Standard thing something gun art show'''
Teresa Lambert	teresa_lambert_0184	83.0	54.1	'''Attack short civil partner experience according	 Term minute perhaps commercial Scientist pick him'''	'''Middle treatment top meet: Picture attorney method	 Organization should front soon'''
Robert Bryant	robert_bryant_8909	19.0	94.1	'''Plant door nor research: Congress build	 Nothing place use ask management'''	'''(Possible sense beyond church space word) 	 Expect choose show and Where'''
