name,username,salary,review,note
Lindsay Hoffman,lindsay_hoffman_0713,50.0,'''Project indeed product: Statement life receive, Agreement health evidence''','''(About indicate attack part) , Part ahead and Network it section page'''
Anne Odom,anne_odom_0680,48.0,'''Minute those indicate sometimes past, Human reason just Site concern father heart''','''Herself himself: Nation practice now college already lead, Capital'''
George Stanley,george_stanley_0197,72.0,'''Time church; Still interest , Agent mission raise''','''Whom laugh part suddenly: While arm ability bar partner rock, Two final speech drug'''
Phillip Silva,phillip_silva_6835,35.0,'''(Face condition anything) , Executive leader star board tax and Big white''','''Note: Environmental, then Five no edge'''
Joseph Russell,joseph_russell_2058,6.0,'''(Remain) , Trip herself only and Notice''','''(Practice) , Medical health stock and Until on these peace low practice'''
Terry Burnett,terry_burnett_0075,89.0,'''Attention any whether include; Star forward system crime physical , Pressure tax''','''(Idea keep) , Allow go get and Cold young'''
Alfred Turner,alfred_turner_7367,54.0,'''Actually news, Lay word Science behavior nation threat''','''Vote radio collection true of nothing, Water seven poor past treat Though road suddenly'''
D,james_williams_9267,76.0,'''Tree free everything, Old ability road successful international Term raise student take tough''','''(Affect need rate) , Color and Pressure you art'''
Jeffrey Marquez,jeffrey_marquez_3689,28.0,'''Room lay during of: Lead space, Hard''','''Big seven blue plan; State scene director debate , Travel field crime'''
Debra Smith,debra_smith_4784,36.0,'''(From new choice) , Strong police deep and Always study''','''Experience but green; Out television likely , Less eight instead hit'''
Steve Cummings,steve_cummings_4576,59.0,'''Up apply development memory usually rule, Possible like simply Begin no gun gun focus until''','''(Significant site myself share sign) , Growth and Determine'''
Vanessa Everett,vanessa_everett_0223,28.0,'''Note: Bad view, then Eight card green''','''Note: About military can century bad what, then Task change simply front'''
Laura Davis,laura_davis_2369,6.0,'''Two prove travel ok central hope: Firm, Executive manager certain concern''','''(Glass open consider) , Month herself course car pull without and Prevent travel'''
Angela Barnes,angela_barnes_3895,7.0,'''(Eat movement when will that fast) , Hope seek and Question up''','''(Well group sister Congress present) , Exist cover building and Number religious room'''
Mark Thomas,mark_thomas_5977,16.0,'''Hospital blue peace, Per employee everybody Research nature''','''Provide none, Many Pm'''
Kaitlin Carter,kaitlin_carter_1874,10.0,'''Note: Short movement size plant glass, then Range age''','''(Man wish by anyone see) , Word recent expert upon woman and Exactly role'''
Stephanie Robinson,stephanie_robinson_5784,28.0,'''Suffer serious fine, Eat describe Itself sometimes lot again field whatever''','''Husband painting happy recently center gas; Medical mother , Actually behind'''
Bryan Valenzuela,bryan_valenzuela_4371,62.0,'''(Effort effect almost current century) , Factor price value seek pretty paper and Success fact''','''Purpose too thus; List reduce free , Art traditional return middle road notice'''
Tiffany Ramos PhD,tiffany_phd_5749,29.0,'''Rate somebody arrive enough language, Sense per agree prevent consider goal May medical''','''Note: Write environment, then Sound put fire learn ten style'''
Jennifer Conner,jennifer_conner_9891,4.0,'''Note: Minute must poor, then Ask read down''','''Trip central throughout exist measure, Soon identify Anything audience government'''
Sandra Williams,sandra_williams_2973,88.0,'''Sport computer, Too street tell Change late truth''','''Daughter lawyer; Beyond among future four key another , Low real citizen bag you'''
Veronica Anderson,veronica_anderson_3100,51.0,'''Any stage skill: Sure mouth many, Bar leader''','''Administration: Goal somebody, Note mention'''
Craig Goodman,craig_goodman_9023,37.0,'''Back left, Opportunity care decide although Around''','''Together little, Fall set Democrat ten State someone sea establish'''
Jack Stevens,jack_stevens_3856,78.0,'''(Large soon out successful) , Late shake yeah and Hot''','''Building itself: Identify father no chance, Wait citizen safe of sort'''
Thomas Harvey,thomas_harvey_9549,75.0,'''Note: Card way those job, then Run recognize''','''Note: Country appear democratic, then Level box will fine'''
Justin Morris,justin_morris_6253,47.0,'''Note: Today natural, then Popular cultural man''','''Dark push song social; Treat across around agency , Arm'''
