# This is a comment line to skip
username;name;score;rating;review
kimberly_hill_2198;Kimberly Hill;72.0;47.1;'''Cup thing a; Create ; Story born choice'''
elizabeth_md_7150;Elizabeth Mitchell MD;56.0;50.1;'''(Indeed threat but) ; Partner possible and Goal'''
leslie_patton_6282;Leslie Patton;26.0;53.1;'''Note: Political interesting hand; then General admit medical'''
kyle_kane_4961;Kyle Kane;32.0;19.1;'''West white step according: Lawyer deal food; Realize morning'''
james_walker_5662;James Walker;68.0;99.1;'''Current order voice per; Why approach ; Site where difference'''
blake_lee_1266;Blake Lee;97.0;68.1;'''Note: Hour new; then Exactly civil edge avoid protect'''
kimberly_wallace_5431;Kimberly Wallace;74.0;34.1;'''More bring; Inside personal leg no ; Recognize site little reflect call'''
james_moore_2299;James Moore;17.0;;'''Note: Night sit finish his; then Interesting budget large'''
mrs_dvm_0552;Mrs. Diana Shea DVM;93.0;10.1;'''Set lay; Industry simply election price same ; Who hit every'''
janice_tran_5897;Janice Tran;73.0;82.1;'''Bag: Trouble rise arrive; Real scene'''
david_brown_8258;David Brown;1.0;67.1;'''Sign author; History risk religious poor ; Environment full price'''
rachel_arroyo_6227;Rachel Arroyo;98.0;81.1;'''(Several sort game show) ; Base reveal method admit and Medical nearly'''
kelsey_wood_7525;Kelsey Wood;34.0;73.1;'''No experience: Military hotel meet; Beyond hospital'''
james_chapman_7906;James Chapman;2.0;34.1;'''Leave win building; Strategy third ; Catch think end account apply'''
john_adams_6376;John Adams;12.0;55.1;'''(Office party performance general effect) ; Form tell group nation and Relationship media break'''
sandra_burgess_3014;Sandra Burgess;62.0;87.1;'''Hour deal run: Religious recent; Left you'''
michael_pena_8911;Michael Pena;2.0;19.1;'''Note: Out never; then Travel letter another trade water'''
latoya_mccarthy_2034;Latoya Mccarthy;54.0;8.1;'''Note: Save make student; then Class since'''
james_rodriguez_3520;James Rodriguez;56.0;57.1;'''Approach girl remain star; Condition until ; Natural as range show recognize first'''
mary_allen_3639;Mary Allen;;73.1;'''Million hotel: Base occur page face; Decision system'''
heather_ramirez_0191;Heather Ramirez;30.0;16.1;'''Price modern seek hot foreign; Boy little ; Through'''
robert_velasquez_0719;Robert Velasquez;94.0;81.1;'''Occur born piece reveal church group; Age night his listen ; Avoid explain front throw'''
christie_lewis_5823;Christie Lewis;38.0;77.1;'''Note: Particularly present adult party indeed education; then Who deep our discussion'''
andrew_cross_6728;Andrew Cross;17.0;14.1;'''Place; Stop remember Debate station development certain within'''
thomas_jackson_1171;Thomas Jackson;37.0;86.1;'''Note: Very dark; then But father ok'''
amanda_taylor_2455;Amanda Taylor;53.0;39.1;'''Note: Likely; then Similar pull'''
heather_davis_2609;Heather Davis;38.0;86.1;'''Much away sense; Mind economy story be create ; Card'''
lawrence_burke_6493;Lawrence Burke;76.0;39.1;'''(Wind possible material fast best) ; Class rule and Drop manage'''
charles_md_5064;Charles Foster MD;35.0;89.1;'''Themselves rock sing; Minute today Central sort'''
katherine_jenkins_0380;Katherine Jenkins;79.0;69.1;'''(Anything although indeed) ; As improve think feel expert and Peace whose base'''
gerald_lam_8464;Gerald Lam;33.0;33.1;'''Thought political medical itself; Nothing Sport station'''
brandy_wells_1561;Brandy Wells;43.0;25.1;'''How wrong hospital; Rather ; Agent positive simple wife'''
jessica_garcia_9125;D;29.0;87.1;'''(Dog skill) ; Top coach wish who that art recognize and Hair kitchen commercial'''
whitney_morgan_2139;Whitney Morgan;93.0;48.1;'''Note: Want whole play; then Name everybody environment budget message'''
william_proctor_5895;William Proctor;45.0;35.1;'''Amount vote: Back democratic within study; Ability than place'''
joel_pittman_5908;Joel Pittman;20.0;2.1;'''Impact; Mission ; Require democratic'''
molly_md_5881;Molly Torres MD;60.0;1.1;'''Beat build decide past: Practice model; Industry their since Republican end'''
robert_smith_3531;Robert Smith;60.0;7.1;'''Note: Various option concern laugh visit; then Me half scientist job'''
benjamin_morton_6040;Benjamin Morton;2.0;94.1;'''Stage total body know: Administration plant scene more then; Situation friend what theory yeah value'''
john_collins_7561;John Collins;70.0;83.1;'''Note: Budget its focus; then Leg agreement happen'''
donna_martin_9158;Donna Martin;58.0;26.1;'''Suddenly wonder stop support; Stay community attorney worker himself check Science risk'''
