# This is a comment line to skip
username	score	salary	note	summary
brian_walker_9607	81.0	75.1	'''Quaerat dolor beatae: Quasi inventore est sit	 Expedita distinctio rerum occaecati'''	'''Aliquam blanditiis: Placeat veritatis porro pariatur	 Enim deleniti quisquam vitae sed ullam'''
michelle_fuller_1784	41.0	87.1	'''Nostrum culpa possimus	 Dolorem officiis Nam alias'''	'''Quasi laboriosam	 Dolores laborum placeat Voluptatum debitis voluptatum excepturi deleniti'''
dr_holt_9511	97.0	11.1	'''(Reiciendis nisi) 	 Minima and Vero'''	'''Note: Molestiae praesentium molestias	 then Eos in adipisci'''
jeffrey_burns_3483	74.0	99.1	'''(Necessitatibus architecto quos quod doloremque) 	 Ullam accusamus odit error and Necessitatibus voluptatem et odit'''	'''Nostrum nihil fugiat: Occaecati praesentium iusto	 Quas earum quibusdam ducimus'''
brandon_preston_2875	99.0	79.1	'''Culpa molestias blanditiis repudiandae eos: Eius ipsam esse	 In odio neque quis optio'''	'''Soluta minima blanditiis eum	 Tempora tenetur delectus animi animi nisi Similique facere fugiat'''
matthew_davies_9240	82.0	66.1	'''(Amet possimus) 	 Suscipit tempora alias and Rerum magnam'''	'''Ducimus totam occaecati incidunt voluptates; Aliquam natus 	 Culpa blanditiis totam'''
louise_bennett_0468		17.1	'''(Vero quasi occaecati natus dolor) 	 Magni asperiores impedit est and Unde commodi rem'''	'''Ipsum optio illum mollitia blanditiis quis: Provident repellendus porro	 Pariatur eligendi'''
danny_williams_6006	72.0	28.1	'''(Odit hic nemo minima) 	 Eligendi nobis and Quasi quis provident'''	'''Note: In voluptates ea	 then Dignissimos'''
brett_wood_3408	56.0	77.1	'''Numquam distinctio repellendus	 Voluptatibus quae eius Laboriosam laudantium sapiente odio consectetur'''	'''Iste explicabo: Sed nesciunt sunt nostrum	 Fugit quasi at labore debitis facilis'''
jean_matthews_4628	29.0		'''Ducimus illum; Ad eos temporibus 	 Laudantium a unde itaque excepturi'''	'''Ipsam; Aliquid maiores numquam maiores fuga debitis 	 Porro dignissimos assumenda impedit nostrum'''
joyce_north_5521	19.0	9.1	'''(Atque error ab repellendus) 	 Distinctio sed nisi and Eum'''	'''Note: Ab veritatis eaque minima	 then Laudantium quasi'''
miss_shah_1284	20.0	71.1	'''Labore: Harum pariatur	 Debitis officia'''	'''(Numquam quod) 	 Beatae and Quod dolorum omnis ab'''
ann_hunter_2029	40.0	53.1	'''(Porro unde adipisci) 	 Ipsum placeat and Eligendi omnis nemo'''	'''Assumenda suscipit	 Earum Quisquam illum voluptatibus quos nemo consectetur'''
miss_murphy_8310	95.0	14.1	'''Hic assumenda molestias	 Nesciunt possimus Deleniti maxime error neque'''	'''Note: Eum nihil laudantium	 then Fugiat suscipit autem amet'''
marion_white_5705	46.0	87.1	'''(Eveniet) 	 Ullam explicabo perspiciatis autem doloremque dicta and Dolorum saepe'''	'''Eveniet maxime	 Ipsam vitae fugiat et aperiam veniam Sunt fugit magnam'''
guy_hardy_4040	78.0	76.1	'''(Corrupti voluptate unde eligendi) 	 Incidunt maxime nulla dolore quo and Voluptatibus'''	'''Dolores ad: Tenetur eius eaque aliquam	 Porro nulla reiciendis'''
emily_bell_6839	58.0	51.1	'''Iusto sapiente esse; Molestiae quasi 	 Labore impedit quasi nam voluptates voluptates'''	'''(Perspiciatis dicta) 	 Incidunt alias and Accusamus quisquam possimus'''
glenn_fox_7979	35.0	61.1	'''(Fugit) 	 Possimus and Exercitationem atque rerum occaecati'''	'''Sapiente corrupti	 Occaecati repudiandae Debitis'''
kieran_campbell_1357	46.0	39.1	'''Fugit: A velit	 Fuga'''	'''Repudiandae consequatur: Aliquam error vitae fuga	 Ut in'''
mrs_hall_8113	65.0	100.1	'''Et dolore: Est dignissimos	 Dolor dolorum ad'''	'''Dignissimos et repudiandae totam	 Possimus porro Impedit placeat placeat consectetur nihil'''
brian_owen_9796	97.0	68.1	'''At corrupti ipsa; Dolorem eligendi voluptas 	 Nostrum'''	'''Note: Possimus	 then Nihil'''
dr_bradshaw_5928	30.0	94.1	'''Eveniet amet magnam nisi; Commodi blanditiis quas assumenda deserunt similique 	 Reprehenderit saepe ipsum'''	'''Possimus molestias ea	 Soluta delectus labore modi soluta Recusandae voluptates dicta'''
derek_smith_8941	86.0	88.1	'''Corrupti: Iure possimus	 Commodi quidem deleniti'''	'''Numquam ratione vel quo et: Nesciunt dignissimos aliquam quia debitis	 Ipsam ab recusandae delectus'''
shirley_wright_0101	76.0	4.1	'''Note: Beatae omnis sequi laudantium	 then Beatae atque quaerat'''	'''Maiores explicabo; Cupiditate 	 Ab eum iure'''
alan_matthews_4525	18.0	61.1	'''Note: Totam tempora consequuntur sequi	 then Itaque saepe'''	'''Mollitia dolorem facilis dolor: Necessitatibus enim	 Et'''
caroline_williams_9906	80.0	90.1	'''Note: Quas officia placeat vitae optio modi	 then Odio laborum ad'''	'''(Laborum quisquam sit) 	 Porro aspernatur quis deserunt and Ratione mollitia'''
